sep=;
#;id;english_name;current_ru;recommended_ru;action;compare_status;wiki_page;source_type;source_url;confidence;note
180;char_GROUNDRAMON;Groundramon;Граундрамон;Граундрамон;keep;ok;Groundramon;local_current;;high;Already matches the selected Russian reference.
181;char_SLAYERDRAMON;Slayerdramon;Слейердрамон;Слейердрамон;keep;ok;Slayerdramon;local_current;;high;Already matches the selected Russian reference.
182;char_BREAKDRAMON;Breakdramon;Брейкдрамон;Брейкдрамон;keep;ok;Breakdramon;local_current;;high;Already matches the selected Russian reference.
183;char_BREAKDRAMON_BIG;Breakdramon;Брейкдрамон;Брейкдрамон;keep;ok;Breakdramon;local_current;;high;Already matches the selected Russian reference.
184;char_EXAMON;Examon;Эксамон;Эксамон;keep;ok;Examon;local_current;;high;Already matches the selected Russian reference.
185;char_EXAMON_SMALL;Examon;Эксамон;Эксамон;keep;ok;Examon;local_current;;high;Already matches the selected Russian reference.
186;char_EXAMON_BIG;Examon;Эксамон;Эксамон;keep;ok;Examon;local_current;;high;Already matches the selected Russian reference.
187;char_DARKSUPERSTARMON;DarkSuperStarmon;Дарк Суперстармон;Дарк Суперстармон;keep;ok;Dark Superstarmon;local_current;;high;Already matches the selected Russian reference.
188;char_COREDRAMON_BL;Coredramon (Blue);Кордрамон (Синий);Кордрамон (Синий);keep;ok;Coredramon (Blue);local_current;;high;Already matches the selected Russian reference.
189;char_KOTEMON;Kotemon;Котэмон;Котэмон;keep;ok;Kotemon;local_current;;high;Already matches the selected Russian reference.
190;char_MUSYAMON;Musyamon;Мусямон;Мусямон;keep;ok;Musyamon;local_current;;high;Already matches the selected Russian reference.
191;char_DOBERMON;Dobermon;Добермон;Добермон;keep;ok;Dobermon;local_current;;high;Already matches the selected Russian reference.
192;char_CERBERUMON;Cerberusmon;Церберумон;Церберумон;keep;ok;Cerberumon;local_current;;high;Already matches the selected Russian reference.
193;char_CERBERUMON_WEREWOLFMODE;Cerberusmon WM;Церберумон: режим оборотня;Церберумон: режим оборотня;keep;ok;Cerberumon: Werewolf Mode;local_current;;high;Already matches the selected Russian reference.
194;char_ZANBAMON;Zanbamon;Дзанбамон;Дзанбамон;keep;ok;Zanbamon;local_current;;high;Already matches the selected Russian reference.
195;char_ZANBAMON_BIG;Zanbamon;Дзанбамон;Дзанбамон;keep;ok;Zanbamon;local_current;;high;Already matches the selected Russian reference.
196;char_MUMMYMON;Mummymon;Мумимон;Мумимон;keep;ok;Mummymon;local_current;;high;Already matches the selected Russian reference.
197;char_PHARAOHMON;Pharaohmon;Фараомон;Фараомон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
198;char_PHARAOHMON_BIG;Pharaohmon;Фараомон;Фараомон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
199;char_DELTAMON;Deltamon;Дельтамон;Дельтамон;keep;ok;Deltamon;local_current;;high;Already matches the selected Russian reference.
200;char_CHIMAIRAMON;Kimeramon;Химерамон;Химерамон;keep;ok;Chimairamon;local_current;;high;Already matches the selected Russian reference.
201;char_MILLENNIUMON;Millenniummon;Милленниумон;Милленниумон;keep;ok;Millenniumon;local_current;;high;Already matches the selected Russian reference.
202;char_MILLENNIUMON_BIG;Millenniummon;Милленниумон;Милленниумон;keep;ok;Millenniumon;local_current;;high;Already matches the selected Russian reference.
203;char_BAKUMON;Tapirmon;Бакумон;Бакумон;keep;ok;Bakumon;local_current;;high;Already matches the selected Russian reference.
204;char_SIRENMON;Sirenmon;Сиренмон;Сиренмон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
205;char_BELIALVAMDEMON;MaloMyotismon;Маломиотизмон;Маломиотизмон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
206;char_BEARMON;Bearmon;Бермон;Бермон;keep;ok;Bearmon;local_current;;high;Already matches the selected Russian reference.
207;char_GRYZMON;Grizzlymon;Гризмон;Гризмон;keep;ok;Gryzmon;local_current;;high;Already matches the selected Russian reference.
208;char_ASTAMON;Astamon;Астамон;Астамон;keep;ok;Astamon;local_current;;high;Already matches the selected Russian reference.
209;char_SKULLBALUCHIMON;SkullBaluchimon;Скалл Балухимон;Скалл Балухимон;keep;ok;Skull Baluchimon;local_current;;high;Already matches the selected Russian reference.
210;char_OCTMON;Octomon;Октомон;Октомон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
211;char_CHOROMON;Choromon;Торомон;Торомон;keep;ok;Choromon;local_current;;high;Already matches the selected Russian reference.
212;char_CAPROMON;Kapurimon;Капримон;Капримон;keep;ok;Caprimon;local_current;;high;Already matches the selected Russian reference.
213;char_MEGADRAMON;Megadramon;Мегадрамон;Мегадрамон;keep;ok;Megadramon;local_current;;high;Already matches the selected Russian reference.
214;char_METALGREYMON;MetalGreymon;Металл Греймон;Металл Греймон;keep;ok;Metal Greymon;local_current;;high;Already matches the selected Russian reference.
215;char_TENTOMON;Tentomon;Тентомон;Тентомон;keep;ok;Tentomon;local_current;;high;Already matches the selected Russian reference.
216;char_KABUTERIMON;Kabuterimon;Кабутеримон;Кабутеримон;keep;ok;Kabuterimon;local_current;;high;Already matches the selected Russian reference.
217;char_ATLURKABUTERIMON;MegaKabuterimon;МегаКабутеримон;МегаКабутеримон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
218;char_HERCULESKABUTERIMON;HerculesKabuterimon;ГеркулесКабутеримон;ГеркулесКабутеримон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
219;char_HERCULESKABUTERIMON_BIG;HerculesKabuterimon;ГеркулесКабутеримон;ГеркулесКабутеримон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
220;char_PIYOMON;Biyomon;Пиёмон;Пиёмон;keep;ok;Piyomon;local_current;;high;Already matches the selected Russian reference.
221;char_BIRDRAMON;Birdramon;Бёрдрамон;Бёрдрамон;keep;ok;Birdramon;local_current;;high;Already matches the selected Russian reference.
222;char_GARUDAMON;Garudamon;Гарудамон;Гарудамон;keep;ok;Garudamon;local_current;;high;Already matches the selected Russian reference.
223;char_HOUOUMON;Phoenixmon;Фениксмон;Фениксмон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
224;char_ETEMON;Etemon;Этемон;Этемон;keep;ok;Etemon;local_current;;high;Already matches the selected Russian reference.
225;char_METALETEMON;MetalEtemon;Металл Этемон;Металл Этемон;keep;ok;Metal Etemon;local_current;;high;Already matches the selected Russian reference.
226;char_SUKAMON;Sukamon;Сукамон;Сукамон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
227;char_VEGIMON;Vegiemon;Вегимон;Вегимон;keep;ok;Vegimon;local_current;;high;Already matches the selected Russian reference.
228;char_SERAPHIMON;Seraphimon;Серафимон;Серафимон;keep;ok;Seraphimon;local_current;;high;Already matches the selected Russian reference.
229;char_DODOMON;Dodomon;Додомон;Додомон;keep;ok;Dodomon;local_current;;high;Already matches the selected Russian reference.
230;char_BOTAMON;Botamon;Ботамон;Ботамон;keep;ok;Botamon;local_current;;high;Already matches the selected Russian reference.
231;char_POYOMON;Poyomon;Поёмон;Поёмон;keep;ok;Poyomon;local_current;;high;Already matches the selected Russian reference.
232;char_WANYAMON;Wanyamon;Ванямон;Ванямон;keep;ok;Wanyamon;local_current;;high;Already matches the selected Russian reference.
233;char_KOROMON;Koromon;Коромон;Коромон;keep;ok;Koromon;local_current;;high;Already matches the selected Russian reference.
234;char_TOKOMON;Tokomon;Токомон;Токомон;keep;ok;Tokomon;local_current;;high;Already matches the selected Russian reference.
235;char_GREYMON;Greymon;Греймон;Греймон;keep;ok;Greymon;local_current;;high;Already matches the selected Russian reference.
236;char_APOCLYMON;Apocalymon;Апокалимон;Апокалимон;keep;ok;Apocalymon;local_current;;high;Already matches the selected Russian reference.
237;char_ANCIENTWISETMON;AncientWisemon;Древний Вайзмон;Древний Вайзмон;keep;ok;Ancient Wisemon;local_current;;high;Already matches the selected Russian reference.
238;char_GUARDROMON;Guardromon;Гардромон;Гардромон;keep;ok;Guardromon;local_current;;high;Already matches the selected Russian reference.
239;char_ANDROMON;Andromon;Андромон;Андромон;keep;ok;Andromon;local_current;;high;Already matches the selected Russian reference.
240;char_GOMAMON;Gomamon;Гомамон;Гомамон;keep;ok;Gomamon;local_current;;high;Already matches the selected Russian reference.
241;char_IKKAKUMON;Ikkakumon;Иккакумон;Иккакумон;keep;ok;Ikkakumon;local_current;;high;Already matches the selected Russian reference.
242;char_ZUDOMON;Zudomon;Зудомон;Зудомон;keep;ok;Zudomon;local_current;;high;Already matches the selected Russian reference.
243;char_VIKEMON;Vikemon;Викемон;Викемон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
244;char_SEADRAMON;Seadramon;Сидрамон;Сидрамон;keep;ok;Seadramon;local_current;;high;Already matches the selected Russian reference.
245;char_PALMON;Palmon;Пальмон;Пальмон;keep;ok;Palmon;local_current;;high;Already matches the selected Russian reference.
246;char_TOGEMON;Togemon;Тогэмон;Тогэмон;keep;ok;Togemon;local_current;;high;Already matches the selected Russian reference.
247;char_EXSAON_BOSS;Examon (Boss);Эксамон (босс);Эксамон (босс);keep;different;Examon;ru_digimon_fandom;https://digimon.fandom.com/ru/wiki/Examon;medium;"Russian Digimon Wiki/Fandom is used as a broad community localization fallback; no complete official Russian glossary was found. Base name from source; local form suffix preserved."
248;char_LILLYMON;Lillymon;Лиллимон;Лиллимон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
249;char_PLOTMON;Salamon;Плотмон;Плотмон;keep;ok;Plotmon;local_current;;high;Already matches the selected Russian reference.
250;char_TYRANNOMON;Tyrannomon;Тиранномон;Тиранномон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
251;char_METALTYRANNOMON;MetalTyrannomon;МеталлТиранномон;МеталлТиранномон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
252;char_XV-MON;ExVeemon;ИксВи-мон;ИксВи-мон;keep;ok;XV-mon;local_current;;high;Already matches the selected Russian reference.
253;char_KUWAGAMON;Kuwagamon;Кувагамон;Кувагамон;keep;ok;Kuwagamon;local_current;;high;Already matches the selected Russian reference.
254;char_SHELLMON;Shellmon;Шеллмон;Шеллмон;keep;ok;Shellmon;local_current;;high;Already matches the selected Russian reference.
255;char_MONOCHROMON;Monochromon;Монохромон;Монохромон;keep;ok;Monochromon;local_current;;high;Already matches the selected Russian reference.
256;char_YUKIDARUMON;Frigimon;Юкидарумон;Юкидарумон;keep;ok;Yukidarumon;local_current;;high;Already matches the selected Russian reference.
257;char_MOJYAMON;Mojyamon;Моджьямон;Моджьямон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
258;char_CENTALMON;Centarumon;Кенталмон;Кенталмон;keep;ok;Centalmon;local_current;;high;Already matches the selected Russian reference.
259;char_DRIMOGEMON;Drimogemon;Дримогемон;Дримогемон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
260;char_DIGITAMAMON;Digitamamon;Дигитамамон;Дигитамамон;keep;ok;Digitamamon;local_current;;high;Already matches the selected Russian reference.
261;char_NANIMON;Nanimon;Нанимон;Нанимон;keep;ok;Nanimon;local_current;;high;Already matches the selected Russian reference.
262;char_TONOSAMAGEKOMON;ShogunGekomon;Тоносама Гэкомон;Тоносама Гэкомон;keep;ok;Tonosama Gekomon;local_current;;high;Already matches the selected Russian reference.
263;char_WIZARDMON;Wizardmon;Визардмон;Визардмон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
264;char_DELUMON;Deramon;Делюмон;Делюмон;keep;ok;Delumon;local_current;;high;Already matches the selected Russian reference.
265;char_JYUREIMON;Cherrymon;Черимон;Черимон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
266;char_JYUREIMON_BIG;Cherrymon;Черимон;Черимон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
267;char_GERBEMON;Garbagemon;Гербемон;Гербемон;keep;ok;Gerbemon;local_current;;high;Already matches the selected Russian reference.
268;char_MAGNAMON;Magnamon;Магнамон;Магнамон;keep;ok;Magnamon;local_current;;high;Already matches the selected Russian reference.
269;char_MAGNAMON_BIG;Magnamon;Магнамон;Магнамон;keep;ok;Magnamon;local_current;;high;Already matches the selected Russian reference.
270;char_RUSTTYRANOMON;RustTyrannomon;РастТиранномон;РастТиранномон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
271;char_MUGENDRAMON;Machinedramon;Мугендрамон;Мугендрамон;keep;ok;Mugendramon;local_current;;high;Already matches the selected Russian reference.
272;char_MUGENDRAMON_BIG;Machinedramon;Мугендрамон;Мугендрамон;keep;ok;Mugendramon;local_current;;high;Already matches the selected Russian reference.
273;char_BUBBMON;Pabumon;Баббмон;Баббмон;keep;ok;Bubbmon;local_current;;high;Already matches the selected Russian reference.
274;char_MOCHIMON;Motimon;Мотимон;Мотимон;keep;ok;Mochimon;local_current;;high;Already matches the selected Russian reference.
275;char_BETAMON;Betamon;Бэтамон;Бэтамон;keep;ok;Betamon;local_current;;high;Already matches the selected Russian reference.
276;char_LUCEMON;Lucemon;Люцимон;Люцимон;keep;ok;Lucemon;local_current;;high;Already matches the selected Russian reference.
277;char_RENAMON;Renamon;Ренамон;Ренамон;keep;ok;Renamon;local_current;;high;Already matches the selected Russian reference.
278;char_WORMMON;Wormmon;Ворммон;Ворммон;keep;ok;Wormmon;local_current;;high;Already matches the selected Russian reference.
279;char_WOODMON;Woodmon;Вудмон;Вудмон;keep;ok;Woodmon;local_current;;high;Already matches the selected Russian reference.
280;char_ORGEMON;Ogremon;Оргмон;Оргмон;keep;ok;Orgemon;local_current;;high;Already matches the selected Russian reference.
281;char_KYUBIMON;Kyubimon;Кьюбимон;Кьюбимон;keep;ok;Kyubimon;local_current;;high;Already matches the selected Russian reference.
282;char_DORUGAMON;Dorugamon;ДОРУгамон;ДОРУгамон;keep;ok;DORUgamon;local_current;;high;Already matches the selected Russian reference.
283;char_V-DRAMON;Veedramon;Ви-драмон;Ви-драмон;keep;ok;V-dramon;local_current;;high;Already matches the selected Russian reference.
284;char_CLOCKMON;Clockmon;Клокмон;Клокмон;keep;ok;Clockmon;local_current;;high;Already matches the selected Russian reference.
285;char_GEKOMON;Gekomon;Гэкомон;Гэкомон;keep;ok;Gekomon;local_current;;high;Already matches the selected Russian reference.
286;char_AEROVEEDRAMON;AeroVeedramon;Аэро Ви-драмон;Аэро Ви-драмон;keep;ok;Aero V-dramon;local_current;;high;Already matches the selected Russian reference.
287;char_OKUWAMON;Okuwamon;Окувамон;Окувамон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
288;char_GIGADRAMON;Gigadramon;Гигадрамон;Гигадрамон;keep;ok;Gigadramon;local_current;;high;Already matches the selected Russian reference.
289;char_GRAPLEOMON;GrapLeomon;ГрапЛеомон;ГрапЛеомон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
290;char_SKULLGREYMON;SkullGreymon;Скалл Греймон;Скалл Греймон;keep;ok;Skull Greymon;local_current;;high;Already matches the selected Russian reference.
291;char_SKULLGREYMON_BIG;SkullGreymon;Скалл Греймон;Скалл Греймон;keep;ok;Skull Greymon;local_current;;high;Already matches the selected Russian reference.
292;char_TAOMON;Taomon;Таомон;Таомон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
293;char_DEATHMERAMON;SkullMeramon;Дес Мерамон;Дес Мерамон;keep;ok;Death Meramon;local_current;;high;Already matches the selected Russian reference.
294;char_DORUGREYMON;DoruGreymon;ДоруГреймон;ДоруГреймон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
295;char_PAILDRAMON;Paildramon;Пейлдрамон;Пейлдрамон;keep;ok;Paildramon;local_current;;high;Already matches the selected Russian reference.
296;char_PANJYAMON;IceLeomon;АйсЛеомон;АйсЛеомон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
297;char_PICKLEMON;Piximon;Пикмон;Пикмон;keep;ok;Pickmon;local_current;;high;Already matches the selected Russian reference.
298;char_VADEMON;Vademon;Вейдмон;Вейдмон;keep;ok;Vademon;local_current;;high;Already matches the selected Russian reference.
299;char_MAMEMON;Mamemon;Мамемон;Мамемон;keep;ok;Mamemon;local_current;;high;Already matches the selected Russian reference.
300;char_METALMAMEMON;MetalMamemon;Металл Мамемон;Металл Мамемон;keep;ok;Metal Mamemon;local_current;;high;Already matches the selected Russian reference.
301;char_PARROTMON;Parrotmon;Пэрротмон;Пэрротмон;keep;ok;Parrotmon;local_current;;high;Already matches the selected Russian reference.
302;char_ALPHAMON;Alphamon;Альфамон;Альфамон;keep;ok;Alphamon;local_current;;high;Already matches the selected Russian reference.
303;char_ALPHAMON_BIG;Alphamon;Альфамон;Альфамон;keep;ok;Alphamon;local_current;;high;Already matches the selected Russian reference.
304;char_ULFORCEVDRAMON;UlforceVeedramon;Алфорс Ви-драмон;Алфорс Ви-драмон;keep;ok;Ulforce V-dramon;local_current;;high;Already matches the selected Russian reference.
305;char_ULFORCEVDRAMON_BIG;UlforceVeedramon;Алфорс Ви-драмон;Алфорс Ви-драмон;keep;ok;Ulforce V-dramon;local_current;;high;Already matches the selected Russian reference.
306;char_IMPERIALDRAMON_FM;Imperialdramon FM;Империалдрамон: Режим Бойца;Империалдрамон: Режим Бойца;keep;ok;Imperialdramon: Fighter Mode;local_current;;high;Already matches the selected Russian reference.
307;char_IMPERIALDRAMON_PM;Imperialdramon PM;Империалдрамон: Режим Паладина;Империалдрамон: Режим Паладина;keep;ok;Imperialdramon: Paladin Mode;local_current;;high;Already matches the selected Russian reference.
308;char_OPHANIMON;Ophanimon;Офанимон;Офанимон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
309;char_CHAOSDRAMON;Chaosdramon;Хаосдрамон;Хаосдрамон;keep;ok;Chaosdramon;local_current;;high;Already matches the selected Russian reference.
310;char_GRANKUWAGAMON;GranKuwagamon;ГранКувагамон;ГранКувагамон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
311;char_GRANKUWAGAMON_BIG;GranKuwagamon;ГранКувагамон;ГранКувагамон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
312;char_SABERLEOMON;SaberLeomon;Сэйбер Леомон;Сэйбер Леомон;keep;ok;Saber Leomon;local_current;;high;Already matches the selected Russian reference.
313;char_SAKUYAMON;Sakuyamon;Сакуямон;Сакуямон;keep;ok;Sakuyamon;local_current;;high;Already matches the selected Russian reference.
314;char_HIANDROMON;HiAndromon;ХиАндромон;ХиАндромон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
315;char_PIEDMON;Piedmon;Пьемон;Пьемон;keep;ok;Piemon;local_current;;high;Already matches the selected Russian reference.
316;char_PINOCHIMON;Puppetmon;Пиноккимон;Пиноккимон;keep;ok;Pinochimon;local_current;;high;Already matches the selected Russian reference.
317;char_PRINCEMAMEMON;PrinceMamemon;ПринцМамемон;ПринцМамемон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
318;char_BOLTMON;Boltmon;Болтмон;Болтмон;keep;ok;Boltmon;local_current;;high;Already matches the selected Russian reference.
319;char_METALSEADRAMON;MetalSeadramon;Металл Сидрамон;Металл Сидрамон;keep;ok;Metal Seadramon;local_current;;high;Already matches the selected Russian reference.
320;char_LUCEMON_SM;Lucemon SM;Люцимон: режим Сатаны;Люцимон: режим Сатаны;keep;ok;Lucemon: Satan Mode;local_current;;high;Already matches the selected Russian reference.
321;char_LUCEMON_SM_BIG;Lucemon SM;Люцимон: режим Сатаны;Люцимон: режим Сатаны;keep;ok;Lucemon: Satan Mode;local_current;;high;Already matches the selected Russian reference.
322;char_PUNIMON;Punimon;Пунимон;Пунимон;keep;ok;Punimon;local_current;;high;Already matches the selected Russian reference.
323;char_TUNOMON;Tsunomon;Цуномон;Цуномон;keep;ok;Tunomon;local_current;;high;Already matches the selected Russian reference.
324;char_BELPHEMON_SM;Belphemon SM;Бельфемон: Режим сна;Бельфемон: Режим сна;keep;no_wiki_match;;mode_abbreviation_policy;https://digimon.net/reference_en/detail.php?directory_name=belphemonsleepmode;medium;SM = Sleep Mode. Mode abbreviation expanded from official English naming.
325;char_BELPHEMON_SM_BIG;Belphemon SM;Бельфемон: Режим сна;Бельфемон: Режим сна;keep;no_wiki_match;;mode_abbreviation_policy;https://digimon.net/reference_en/detail.php?directory_name=belphemonsleepmode;medium;SM = Sleep Mode. Mode abbreviation expanded from official English naming.
326;char_TITAMON;Titamon;Титамон;Титамон;keep;ok;Titamon;local_current;;high;Already matches the selected Russian reference.
327;char_TITAMON_BIG;Titamon;Титамон;Титамон;keep;ok;Titamon;local_current;;high;Already matches the selected Russian reference.
328;char_TITAMON_2;Titamon (Berserk);Титамон (берсерк);Титамон (берсерк);keep;different;Titamon;ru_digimon_fandom;https://digimon.fandom.com/ru/wiki/Titamon;medium;"Russian Digimon Wiki/Fandom is used as a broad community localization fallback; no complete official Russian glossary was found. Base name from source; local form suffix preserved."
329;char_TITAMON_ADD;Titamon (Berserk) (Twin Blades);Титамон (двойные клинки);Титамон (двойные клинки);keep;different;Titamon;ru_digimon_fandom;https://digimon.fandom.com/ru/wiki/Titamon;medium;"Russian Digimon Wiki/Fandom is used as a broad community localization fallback; no complete official Russian glossary was found. Base name from source; local form suffix preserved."
330;char_TITAMON_TWIN BLADE;Titamon (Twin Blades);Титамон (двойные лезвия);Титамон (двойные лезвия);keep;different;Titamon;ru_digimon_fandom;https://digimon.fandom.com/ru/wiki/Titamon;medium;"Russian Digimon Wiki/Fandom is used as a broad community localization fallback; no complete official Russian glossary was found. Base name from source; local form suffix preserved."
331;char_PLESIOMON;Plesiomon;Плезиомон;Плезиомон;keep;ok;Plesiomon;local_current;;high;Already matches the selected Russian reference.
332;char_EBEMON;Ebemon;Эбемон;Эбемон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
333;char_CYCLONEMON;Cyclonemon;Циклонемон;Циклонемон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
334;char_HOLYDRAMON;Magnadramon;Холидрамон;Холидрамон;keep;ok;Holydramon;local_current;;high;Already matches the selected Russian reference.
335;char_WASPMON;Waspmon;Васпмон;Васпмон;keep;ok;Waspmon;local_current;;high;Already matches the selected Russian reference.
336;char_KARATUKINUMEMON;ShellNumemon;ШеллНумемон;ШеллНумемон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
337;char_REVOLMON;Deputymon;Револьмон;Револьмон;keep;ok;Revolmon;local_current;;high;Already matches the selected Russian reference.
338;char_DRACUMON;Dracmon;Дракумон;Дракумон;keep;ok;Dracumon;local_current;;high;Already matches the selected Russian reference.
339;char_MONODRAMON;Monodramon;Монодрамон;Монодрамон;keep;ok;Monodramon;local_current;;high;Already matches the selected Russian reference.
340;char_SKULLMAMMON;SkullMammothmon;СкулМаммонмон;СкулМаммонмон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
341;char_BLIMPMON;Blimpmon;Блимпмон;Блимпмон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
342;char_MASTERBLIMPMON;MasterBlimpmon;МастерБлимпмон;МастерБлимпмон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
343;char_DORIMON;Dorimon;Доримон;Доримон;keep;ok;Dorimon;local_current;;high;Already matches the selected Russian reference.
344;char_DINOHUMON;Dinohyumon;Динохьюмон;Динохьюмон;keep;ok;Dinohumon;local_current;;high;Already matches the selected Russian reference.
345;char_LOADERLIOMON;LoaderLeomon;Лоадер Лиомон;Лоадер Лиомон;keep;ok;Loader Liomon;local_current;;high;Already matches the selected Russian reference.
346;char_JEWELBEEMON;JewelBeemon;Джуэлбимон;Джуэлбимон;keep;ok;Jewelbeemon;local_current;;high;Already matches the selected Russian reference.
347;char_AGUMON_KIZUNA;Agumon (Bond of Bravery);Агумон (узы храбрости);Агумон (узы храбрости);keep;different;Agumon;ru_digimon_fandom;https://digimon.fandom.com/ru/wiki/Agumon;medium;"Russian Digimon Wiki/Fandom is used as a broad community localization fallback; no complete official Russian glossary was found. Base name from source; local form suffix preserved."
348;char_GABUMON_KIZUNA;Gabumon (Bond of Friendship);Габумон (узы дружбы);Габумон (узы дружбы);keep;different;Gabumon;ru_digimon_fandom;https://digimon.fandom.com/ru/wiki/Gabumon;medium;"Russian Digimon Wiki/Fandom is used as a broad community localization fallback; no complete official Russian glossary was found. Base name from source; local form suffix preserved."
349;char_GREATGRYZMON;GreatGrizzlymon;ГрейтГриззлимон;ГрейтГриззлимон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
350;char_CHARISMON;Callismon;Каллисмон;Каллисмон;keep;ok;Callismon;local_current;;high;Already matches the selected Russian reference.
351;char_CHARISMON_LAST;Callismon;Каллисмон;Каллисмон;keep;ok;Callismon;local_current;;high;Already matches the selected Russian reference.
352;char_UNDEADPLUTOMON;ZombiePlutomon;ЗомбиПлутомон;ЗомбиПлутомон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
353;char_PYOCOMON;Yokomon;Пьёкомон;Пьёкомон;keep;ok;Pyocomon;local_current;;high;Already matches the selected Russian reference.
354;char_TANEMON;Tanemon;Танэмон;Танэмон;keep;ok;Tanemon;local_current;;high;Already matches the selected Russian reference.
355;char_PUKAMON;Bukamon;Пукамон;Пукамон;keep;ok;Pukamon;local_current;;high;Already matches the selected Russian reference.
356;char_NYAROMON;Nyaromon;Няромон;Няромон;keep;ok;Nyaromon;local_current;;high;Already matches the selected Russian reference.
357;char_YUNIMON;Unimon;Юнимон;Юнимон;keep;ok;Unimon;local_current;;high;Already matches the selected Russian reference.
358;char_ELECMON;Elecmon;Элекмон;Элекмон;keep;ok;Elecmon;local_current;;high;Already matches the selected Russian reference.
359;char_PAGUMON;Pagumon;Пагумон;Пагумон;keep;ok;Pagumon;local_current;;high;Already matches the selected Russian reference.
360;char_GAZIMON;Gazimon;Газимон;Газимон;keep;ok;Gazimon;local_current;;high;Already matches the selected Russian reference.
361;char_HYOKOMON;Hyokomon;Хёкомон;Хёкомон;keep;ok;Hyokomon;local_current;;high;Already matches the selected Russian reference.
