string2 0,string 1,empty 2
20617,Героическая статуя (Гекомон),
20618,Героическая статуя (Нанимон),
20619,Героическая статуя (Братья и сестры из Центрального города 1),
20620,Героическая статуя (Братья и сестры из Центрального города 2),
20621,Героическая статуя (Непослушные дети),
20622,Героическая статуя (Титамон),
22001,Таинственное устройство (красное),
22002,Таинственное устройство (Золото),
22003,Таинственное устройство (синий),
22004,Таинственное устройство (Белое),
22005,Таинственное устройство (черное),
22010,Перевал Вейд,
22101,Трофей: Мираж Гаогамон: Взрывной режим,
22102,Трофей: Сусаноомон,
22103,Трофей: Армагемон,
22104,Трофей: Слейердрамон,
22105,Трофей: Вельзевумон,
22106,Трофей: Вель Стармон,
22107,Трофей: Валькиримон,
22108,Трофей: Металл Сидрамон,
22109,Трофей: Таомон,
22110,Трофей: ГрейтГриззмон,
22111,Трофей: Мистимон,
22112,Трофей: Астамон,
22113,Трофей: ДОРУгремон,
22114,Трофей: Райз Греймон,
22115,Трофей: Роузмон,
22116,Трофей: КатчМамаемон,
22117,Трофей: Хисьярюмон,
22118,Трофей: Арахнемон,
22119,Трофей: Ангевумон,
22120,Трофей: Граундрамон,
22121,Трофей: Мумимон,
22122,Трофей: Вингдрамон,
22123,Трофей: Джинрюмон,
22124,Трофей: Дельтамон,
22125,Трофей: Кенталмон,
22126,Трофей: Танкмон,
22127,Трофей: Плотмон,
22128,Трофей: Тюмон,
22129,Трофей: Пьемон,
22130,Трофей: Андромон,
22131,Трофей: Шаккумон,
22132,Трофей: Пандамон,
22133,Трофей: Экс-Тираномон,
22134,Трофей: Зудомон,
22135,Трофей: Дагомон,
22136,Трофей: Вейдмон,
22137,Трофей: Раптордрамон,
22138,Трофей: Тейлмон,
22139,Трофей: Гардромон,
22140,Трофей: Бакэмон,
22141,Трофей: Лаламон,
22142,Трофей: Сякомон,
22143,Трофей: СлэшАнгемон,
22144,Трофей: Баббмон,
22145,Трофей: МеталлТиранномон,
22146,Трофей: Матадормон,
22147,Трофей: Биг Мамемон,
22148,Трофей: Рэпидмон,
22149,Трофей: Мамемон,
22150,Трофей: Наномон,
22151,Трофей: АйсДевимон,
22152,Трофей: Таскмон,
22153,Трофей: Револьмон,
22154,Трофей: Дримогемон,
22155,Трофей: Фалькомон,
22156,Трофей: Армадимон,
29001,Тренировочный набор (Сауна А),
29002,Тренировочный набор (Бумбокс А),
29003,Тренировочный набор (Боксерская груша А),
29004,Тренировочный набор (Боксерская груша B),
29005,Тренировочный набор (Клуб А),
29006,Учебный набор (класс А),
29007,Тренировочный набор (Чайная комната А),
29008,Тренировочный комплекс (Беговая дорожка А),
29009,Тренировочный набор (Сауна B),
29010,Тренировочный набор (Бумбокс B),
29011,Тренировочный набор (Клуб B),
29012,Учебный набор (класс B),
29013,Тренировочный набор (Чайная комната B),
29014,Тренировочный комплекс (Беговая дорожка B),
29015,Тренировочный набор (Сауна C),
29016,Тренировочный набор (Бумбокс C),
29017,Тренировочный набор (Боксерская груша C),
29018,Тренировочный набор (Клуб C),
29019,Учебный набор (класс C),
29020,Тренировочный набор (Чайная комната C),
29021,Тренировочный комплекс (Беговая дорожка C),
30000,{d0},
