string2 0,string 1,empty 2
char_HIGH_SCHOOL_GIRL,Старшеклассница,
char_CHEERFUL_VOICE,Знакомый Жизнерадостный голос,
char_GREEN_BIG_DIGIMON,Гигантский Зеленый Дигимон,
char_CHILDHOOD_DIGIMON,Обучающий Дигимон,
char_GROWTH_PERIOD_DIGIMON,Новичок Дигимон,
char_DIGIMON_WITH_A_BONE-LIKE_SWORD,Дигимон с Костяным Мечом,
char_MEDIUM_SIZED_DIGIMON,Дигимон среднего уровня,
char_STATION_MASTER_DIGIMON,Начальник станции Дигимон,
char_BEAUTIFUL_VOICE,Прекрасный Голос,
char_BEAUTIFUL_DIGIMON,Прекрасный Дигимон,
char_DIGIMONS,Множественный Дигимон,
char_MINION_DIGIMON,Подчиненный Дигимон,
char_VOICES_HEARD_FROM_INSIDE_THE_GATE,Голос из-за Ворот,
char_SMALL_TITAN,Маленький Титан,
char_DIGIMON_LIKE_A_BEAR_CUB,Похожий на Медвежонка Дигимон,
char_SMALL_DIGIMON,Маленький Дигимон,
char_BEAUTIFUL_SINGING_VOICE,Красивый Певучий голос,
char_BEAUTIFUL_SINGING_VOICE_DIGIMON,Красотка-Певица Дигимон,
char_MEDIUM_DIGIMON,Дигимон среднего размера,
char_DIGIMON_LIKE_A_LEADER,Вероятный Лидер Дигимонов,
char_MAD_SINGING_VOICE,Забавный Певучий Голос,
char_MAD_VOICE_SINGER,Забавный Певец,
char_RED_CLOAK_DIGIMON,Дигимон в красном плаще,
char_AEGIOMON_VOICE_OF_THE_HEART,Эгиомон (Внутренний голос),
char_MYSTERIOUS_VOICE,Таинственный Голос,
char_VOICE_FULL_OF_RESENTMENT,Горький голос (Темный Эгиомон),
char_SHADOW,Тень,
char_REPORTER,Репортер,
char_WIDE_SHOW_COMMENTATOR,Комментатор ток - шоу,
char_WIDE_SHOW_MC,Ведущий ток-шоу,
char_BEARMON_OB,Большой Медведь,
char_BEARMON_YB,Маленький Медвежонок,
char_GATEKEEPER,Привратник,
char_GIANT_BIRD_DIGIMON,Гигантская Птица Дигимон,
char_NEWS_AUDIO,Ведущий новостей,
char_WOMAN_OF_PUBLIC_SECURITY,Женщина-инспектор,
char_MAN_OF_PUBLIC_SECURITY,Сотрудник Общественной Безопасности,
char_BEARMON_BRO,Братья Бирмон,
char_TERMINAL,Устройство,
char_VOICE_FROM_TERMINAL,Голос с устройства,
char_MAN_WHO_LIKES_TO_GOSSIP,"Мужчина, Любящий сплетни",
char_CHIEF_OF_PUBLIC_SECURITY,Капитан Общественной Безопасности,
char_EVERYONE,Все,
char_VOICE_MIXED_WITH_NOISE,Приглушенный голос,
char_CHILD,Мальчик,
char_DESCRIPTIVE_PART,Повествование,
char_BLACKTAILMON_A,Черный Атомон А,
char_BLACKTAILMON_B,Черный Атомон Б,
char_BLACKTAILMON_C,Черный Атомон C,
char_KOKUWAMON_A,Кокувамон А,
char_KOKUWAMON_UN,Кокувамон Б,
char_KOKUWAMON_AUN,Кокувамон А &amp,
char_UNKNOWN,???,
char_ASSISTANT,Ассистент,
char_DIGIMON_RING ANNOUNCER,МС Дигимон,
char_HANGYOMON_A,Дивермон А,
char_HANGYOMON_B,Дивермон Б,
char_BOSSY_TSUNOMON,Помпезно выглядящий Цуномон,
char_APOLLOMON_DIANAMON,Аполломон и Дианамон,
char_TSUNOMON_CALLED_TAITAMON,Титамон в форме Цуномона,
char_ASSISTANT_TERRIERMON,Помощник Терьера,
char_MAMEMONS,Множественный Мамемон,
char_TUNOMON_TITAMON,Цуномон (Титамон),
char_SOUND_OF_TV,Телевизионный звук,
char_AUDIBLE_VOICE,Раздражающий Голос,
char_BEAR_COSTUME?,Костюм медведя?,
char_PANDA_COSTUME?,Костюм панды?,
char_HIGH_SCHOOL_GIRL_2,Старшеклассница,
char_DEPRESSED_GIRL,Девушка в депрессии,
char_ENCHANTING_VOICE,Манящий Голос,
char_PALE_MAN,Бледный Мужчина,
char_PALE_MAN?,Бледный Мужчина?,
char_DIABOROMON?,Диаборомон?,
char_GOSSIP_GIRL,Девушка Любящая Посплетничать,
char_GIRL_REALLY_NOT_INTERESTED,Девушка Изображающая Интерес,
char_SUBWAY_WORKER,Работник метро,
char_MALE_VOICE,Мужской голос,
char_TIRED_MAN,Измученный Человек,
char_STATION_WORKER_DIGIMON,Станция Дигимон,
char_SECURITY_GUARD,Охранник,
char_RUINS_MANIA,Исследователь Руин,
char_SEXY_WOMEN,Сексуальная Леди,
char_TIRED_OFFICE_WORKER,Уставший Работник Компании,
char_GIRL_WHO_LIKES_RUMORS,"Девушка, Любящая Слухи",
char_GIRL_NOT_REALLY_INTERESTED_2,Незаинтересованная Девушка,
char_PROPRIETOR,Собственник,
char_DESPERATE_MEN,Отчаявшийся Человек,
char_WOMAN_LIKE_MOTHER,Женщина Которая вероятно станет Матерью,
char_TAKASHI,Такаши,
char_WOMAN_LIKE_SHRINE_MAIDEN,Женщина Похожая на Жрицу,
char_GOD_STATUE,Статуя Божества,
char_TAKASHIS_MOTHER,Мать Такаши,
char_GABUMON_A,Габумон А,
char_GABUMON_B,Габумон Б,
char_GABUMON_C,Габумон С,
char_DOUBLE,И то и другое,
char_DRIMOGEMON_OB,Большой Дримогемон,
char_DRIMOGEMON_YB,Маленький Дримогемон,
char_FORTUNE_TELLER,Гадалка,
char_OLDMAN,Старик,
char_MANAGER,Менеджер магазина,
char_CLIENT_WOMAN,Клиентка женского пола,
char_CLIENT_WOMAN_FRIEND,Подруга клиентки,
char_CARD_KING,Карточный король,
char_TRUE_CARD_KING,Настоящий Карточный Король,
char_NONAME,　,
char_WORKING_MAN,Рабочий Человек,
char_BROTHER_WHO_CAME_TO_LUNCH,Мужчина пришел на обед,
char_PLAIN_MAN,Откровенный Человек,
char_MAN_IN_WAIT,Стоящий Мужчина,
char_TRUCK_DRIVER,Водитель грузовика,
char_LOST_GAMER,Сбитый с толку Геймер,
char_FEMALE_STUDENT,Студентка женского пола,
char_MISTER,Мужчина средних лет,
char_BOY,Мальчик,
char_GIRL,Девушка,
char_SALESPERSON,Клерк,
char_KIND_HEARTED_MAN,Добросердечный Человек,
char_TIRED_OLD_MAN,Усталый Человек,
char_STANDING_MAN,"Мужчина, Стоящий Вокруг",
char_MYSTERIOUS_MAN,Загадочный Человек,
char_MAN_LOOKS_KIND,Добрый На вид Мужчина,
char_SHOP_CLERK,Владелец магазина,
char_ANNOYED_WOMAN,Раздраженная Женщина,
char_RELAXED_MAN,Расслабленный Мужчина,
char_DISTRESSED_WOMAN,Несчастная Женщина,
char_BIG_STUFFED_TOY,Большой Плюшевый,
char_STUFFED_TOY_?,Плюшевый?,
char_SELF_PROCLAIMED_STUFFED_TOY,Самопровозглашенный Плюшевый Мишка,
char_FASTEST_TERRIERMON,Самый Быстрый Терьермон,
char_NAMELESS_RUNNER,Безымянный Бегун,
char_VOICES_OF_ONLOOKERS_HEARD_IN_THE_DISTANCE,Далекая Толпа,
char_TICKET_COLLECTOR,Контролер билетов,
char_RECEPTION,Секретарша в приемной,
char_BARTENDER,Бармен,
char_FRONTCLERK,Портье на стойке регистрации,
char_ELEVATORSTAFF,Лифтерша,
char_BUTLER,Дворецкий,
char_PUBLIC_SECURITY_PERSONNEL,Офицер общественной безопасности,
char_BULLETIN_BOARD,Доска объявлений,
char_YOUNG_MAN_STANDING,"Молодой Человек, Бездельничающий Без Дела",
char_TELEVISION,ТВ,
char_BOOKSHELF,Полки,
char_BED,Кровать,
char_LIQUOR_BOTTLE,Бутылка ликера,
char_FOLIAGE_PLANT,Декоративное Растение,
char_MAN,Человек,
char_WOMAN,Женщина,
char_DEMO,Протестующий,
char_OFFICE_WORKER,Офисный работник,
char_YOUNG_MAN,Молодой Человек,
char_YOUNG_WOMAN,Молодая Женщина,
char_SPECIAL_FORCES,Солдат Спецназа,
char_CLOTHING_STORE,Мужчина в магазине одежды,
char_MAID,Горничная,
char_OTAKU,Аниме-Маньяк,
char_OUT_OTAKU,Креативный Аниме-Гик,
char_CAKE_GUEST_MAN   ,Мужчина перед пекарней,
char_PUBLIC_SECURITY_PERSONNEL_A,Сотрудник Общественной безопасности А,
char_PUBLIC_SECURITY_PERSONNEL_B,Сотрудник Общественной Безопасности B,
char_PUBLIC_SECURITY_PERSONNEL_C,Сотрудник Общественной Безопасности C,
char_NUISANCE_DOUGER,Раздражающий Стример,
char_MALE_AGENT,Дан,
char_FEMALE_AGENT,Канан,
char_DEBUG,Отладка,
char_HERO,Главный герой,
char_HEROINE,Инори,
char_HEROINES_FATHER,Отец Инори,
char_ABDUCTED_BOY,Мальчик,
char_ABDUCTED_GIRL,Девушка,
char_ADAMAS_Cloud,Облако АДАМАСА,
char_SECURITY,Секьюрити,
char_INROOMBROADCAST,Система PA,
char_DIGIBATO_MAGAZINE_REPORTER,Журналист ДигиБаттл,
char_KURUMI,Куруми,
char_MIURA_T,Инструктор Миура,
char_NORIO,Норио,
char_NORIO_HIGHSCHOOL,Норио (старшеклассник),
char_HANAE,Ханае,
char_CHILDHOOD_DIGIMON_FAIL_TO_ESCAPE,Отстающий на Тренировке,
char_REMNANT_OF_TITAN,Затянувшиеся Титаны,
char_CHILDHOOD_DIGIMON_BE_KIDNAPPED,Похищен Во время тренировки,
char_CHILDHOOD_DIGIMONS,Многократное повторное обучение,
char_COSPLAYER_TOMOYO,Косплеер Томойо,
char_BEGINNER_COSPLAYER,Начинающий Косплеер,
char_KINSHIRO,Кинширо,
char_CAFE_ASSISTANT,Продавец в Кофейне,
char_INORI_nickname,"Девушка, Которую Нужно Защищать",
char_TAKEMIYA_nickname,Частный детектив из Синдзюку,
char_HIROKO_nickname,Неоперившийся Серпантин,
char_AEGIOMON_nickname,Потерянный Дигимон,
char_MINERVAMON_nickname,"Воительница , Высадившаяся в Синдзюку",
char_SUMERAGI_nickname,Следователь Безопасности Связанный с аномалиями,
char_TOUDO_nickname,Следователь Безопасности Связанный с аномалиями,
char_KUREMI_nickname,Главный Следователь Безопасности Отдел аномальных явлений,
char_MONIKA_SIMMONS_nickname,Ученый Общественной Безопасности,
char_MERCURYMON_nickname,Глава Центрального города,
char_JUNOMON_nickname,Божественный Оракул,
char_WIZARDMON_AND_SOCERIMON,Волшебный Демон и Сорсермон,
char_ARENA_001,В поисках Нанимон,
char_ARENA_002,Короли Больших Плохих Жуков,
char_ARENA_003,Монзаэмон и его друзья,
char_ARENA_004,Счастливое число 100!,
char_ARENA_005,Заслуживающие доверия Рассказчики Правды,
char_ARENA_006,Цирк в красном: Без ошибок,
char_ARENA_007,Флеш - рояль,
char_ARENA_008,Тайный Медовый корпус: Королевские коммандос,
char_ARENA_009,Имперский Драмон: Режим Паладина,
char_ARENA_010,Хранители огня и льда,
char_ARENA_011,"Эй, Парень! Ты пришел подраться?!",
char_ARENA_012,Цари фараонамон,
char_ARENA_013,Люцемон 2/3,
char_ARENA_014,Голхидрарин,
char_ARENA_015,Опекуны Хранителя,
char_ARENA_016,Близнецы-Терьеры и Их учительница,
char_ARENA_017,Могущественный Безумец,
char_ARENA_018,"Марсмон, Бог дигибатлей",
char_ARENA_019,Трио Мастера и Ученика,
char_ARENA_020,Герой из Шамбалы,
char_ARENA_021,Соло Красавицы,
char_ARENA_022,Самый Настоящий Двадцатилетний,
char_ARENA_023,Золотые Незваные Гости,
char_AGUMON_TAILMON,Агумон и Гатомон,
char_CERESMON_SPROUT,Росток церемона,
char_MIREI_nickname,Театральный менеджер из Промежуточного звена,
char_BACCHUSMON_nickname,Пьяный лесной Вожак,
char_NEPTUNEMON_nickname,Покоритель морей,
char_VULCANUSMON_nickname,Кузнец Дигимон с Божественным Оружием,
char_VENUSMON_nickname,Странствующий Медицинский Дигимон,
char_APOLLOMON_nickname,Божество Солнца и Огня Дигимон,
char_DIANAMON_nickname,Божество Луны и Льда Дигимон,
char_MARSMON_nickname,Человек-Леопард Следует За Своим Братом,
char_JUPITERMON_nickname,Посредник Времени и Пространства,
char_TITAMON_nickname,Лидер Титанов,
char_SPROUT_SIRENMON,Росток дерева (Сиренмон),
char_CENTRAL_TOWN,Центральный город,
char_FACTORYAL_AREA,Факториальная область,
char_GEAR_FOREST,Зубчатый Лес,
char_ABYSS_AREA,Область Бездны,
char_GUARDIAN_PALACE,Дворец Стража,
char_REBELLION_VILLAGE,Деревня Восстания,
char_GEAR_FOREST_VILLAGE,Деревня Зубчатых Колес В Лесу,
char_HIGH_RISE_COLOSSEUM,Райский Колизей,
char_DARK_PALACE,Темный Дворец,
char_HEAT_COSMIC,Тепло Космическое,
char_CHILL_COSMIC,Холодный Космический,
char_AKASHIC_RECORDS,Область Записей Акаши,
char_TIME_LOOPHOLE_THEATER,Промежуточный театр,
char_CENTRAL_TOWN_nickname,Цифровой мир: Илиада - Центральный город,
char_FACTORYAL_AREA_nickname,Цифровой мир: Илиада - Промышленная зона,
char_GEAR_FOREST_nickname,"Зеленая Земля , Где Пускает Корни Мировое Древо",
char_ABYSS_AREA_nickname,Синее море Дигимона,
char_GUARDIAN_PALACE_nickname,Храм Божественного Оракула Юномон,
char_REBELLION_VILLAGE_nickname,Убежище Дигимона,
char_GEAR_FOREST_VILLAGE_nickname,"Лесная деревня, Где Праздник Никогда Не заканчивается",
char_HIGH_RISE_COLOSSEUM_nickname,"Турнир на Арене, Где Царит Сила",
char_DARK_PALACE_nickname,Святилище Титанов,
char_HEAT_COSMIC_nickname,"Выжженная Земля, Где Царит Солнце",
char_CHILL_COSMIC_nickname,"Замерзшая Земля, Где Царит Луна .",
char_AKASHIC_RECORDS_nickname,"Пространство , Которое Управляет Законами Времени",
char_TIME_LOOPHOLE_THEATER_nickname,"Таинственный, Унесенный Призраками Космос",
char_MAN_IN_WHITECOAT,Мужчина в лабораторном халате,
char_ORGEMON_AND_FUGAMON_AND_HYOUGAMON,"Огремон, Фугамон и Хиогамон",
char_UNKNOWN_USER,Неизвестный Пользователь,
char_BIRDRA_TRANSPORT_EMPLOYEE,Сотрудник Транспортной службы Бирдрамон,
char_BIRDRA_TRANSPORT_OWNER,Владелец транспортной службы Бирдрамон,
