package,file,base_id,role,male_protagonist_text,female_protagonist_text,confidence,basis
patch_text01,message/s110_090.mbe/000_Sheet1.csv,s110_090_120,player_address,"Пожалуйста! Я думаю, что мой партнер где-то внутри этого
пространства. Ты должен пойти со мной!","Пожалуйста! Я думаю, что мой партнер где-то внутри этого
пространства. Ты должна пойти со мной!",1.00,reviewed_player_address_v068
patch_text01,message/s110_094.mbe/000_Sheet1.csv,s110_094_010,player_address,"Ну что, ты готов идти?","Ну что, ты готова идти?",1.00,reviewed_player_address_v068
patch_text01,message/s110_101.mbe/000_Sheet1.csv,s110_101_840,player_address,"Да? Ты был на моей последней встрече? Мне нравится заботиться о
своих фанатах, но...","Да? Ты была на моей последней встрече? Мне нравится заботиться о
своих фанатах, но...",1.00,reviewed_player_address_v068
patch_text01,message/s110_103.mbe/000_Sheet1.csv,s110_103_300,player_address,Ты готов? А теперь я вызываю тебя на дуэль!,Ты готова? А теперь я вызываю тебя на дуэль!,1.00,reviewed_player_address_v068
patch_text01,message/s110_108.mbe/000_Sheet1.csv,s110_108_330,player_address,"Это лекарство, похоже, может сработать. Ты должен отвезти меня
туда, где я смогу его найти.","Это лекарство, похоже, может сработать. Ты должна отвезти меня
туда, где я смогу его найти.",1.00,reviewed_player_address_v068
patch_text01,message/s110_111.mbe/000_Sheet1.csv,s110_111_090,player,"{next}Кстати, я встретил Иггдрасиля.","{next}Кстати, я встретила Иггдрасиля.",1.00,player_self
patch_text01,message/s110_111.mbe/000_Sheet1.csv,s110_111_420,player,"{next}Уверен, смысл в этом есть.","{next}Уверена, смысл в этом есть.",1.00,player_self
patch_text01,message/s110_208.mbe/000_Sheet1.csv,s110_208_110,player_address,"Перед тобой великий герой Шамбалы — Сусаномон. Ты должен
считать за честь возможность сразиться с ним.","Перед тобой великий герой Шамбалы — Сусаномон. Ты должна
считать за честь возможность сразиться с ним.",1.00,reviewed_player_address_v068
patch_text01,message/s110_211.mbe/000_Sheet1.csv,s110_211_295,player_address,"Прямо сейчас я бы предпочел двигаться, а не отдыхать! Ты хотел
бы снова драться?","Прямо сейчас я бы предпочел двигаться, а не отдыхать! Ты хотела
бы снова драться?",1.00,reviewed_player_address_v068
patch_text01,message/s200_146.mbe/000_Sheet1.csv,s200_146_520,player,"{next}Уверен, мы ещё встретимся.","{next}Уверена, мы ещё встретимся.",1.00,player_self
patch_text01,message/s200_149.mbe/000_Sheet1.csv,s200_149_662,player,{next}Я уже слышал это имя.,{next}Я уже слышала это имя.,1.00,player_self
patch_text01,message/s910_169.mbe/000_Sheet1.csv,s910_169_640,operator,"Полагаю, Хироко вошла в Промежуток здесь. Разберись,
когда будешь готов.","Полагаю, Хироко вошла в Промежуток здесь. Разберись,
когда будешь готова.",1.00,operator_addresses_player
patch_text01,message/s910_169.mbe/000_Sheet1.csv,s910_169_930,player_address,"Что? Ты не понял? Ты попал сюда чисто случайно? Думаю, мне
повезло...","Что? Ты не поняла? Ты попала сюда чисто случайно? Думаю, мне
повезло...",1.00,reviewed_player_address_v068
patch_text01,message/s910_170.mbe/000_Sheet1.csv,s910_170_1550,player_address,"А, ты вернулся. Похоже, юный Норио благополучно добрался домой?","А, ты вернулась. Похоже, юный Норио благополучно добрался домой?",1.00,reviewed_player_address_v068
patch_text01,message/t01.mbe/000_Sheet1.csv,f_t0101_0190_0010,player_address,"«Агент Альфа» — хорошее аниме. Ты знал, что это ремейк?","«Агент Альфа» — хорошее аниме. Ты знала, что это ремейк?",1.00,reviewed_player_address_v068
patch_text01,message/t01.mbe/000_Sheet1.csv,f_t0103_9000_0040,player_address,"Отлично, я выиграла! Уверена, ты думал, что я плохо играю,
да? Не повезло тебе!","Отлично, я выиграла! Уверена, ты думала, что я плохо играю,
да? Не повезло тебе!",1.00,reviewed_player_address_v068
patch_text01,message/t01.mbe/000_Sheet1.csv,f_t0121_080_0020,player_address,"Ты готов к матчу? Входи, когда будешь готов.","Ты готова к матчу? Входи, когда будешь готова.",1.00,reviewed_player_address_v068
patch_text01,message/t01.mbe/000_Sheet1.csv,f_t0121_090_0030,player_address,Что это? Ты устал и хочешь поговорить позже?,Что это? Ты устала и хочешь поговорить позже?,1.00,reviewed_player_address_v068
patch_text01,message/t03.mbe/000_Sheet1.csv,f_t0304_0020_0060,operator,"Когда враждебные дигимоны собрались в подземке Синдзюку, я
думала, что их привлекло оказавшееся там яйцо...","Когда враждебные дигимоны собрались в подземке Синдзюку, я
думал, что их привлекло оказавшееся там яйцо...",1.00,operator_self_opposite_to_player
patch_text01,message/t03.mbe/000_Sheet1.csv,f_t0304_0040_0010,operator,"Когда враждебные дигимоны собрались в подземке Синдзюку, я
думала, что их привлекло оказавшееся там яйцо...","Когда враждебные дигимоны собрались в подземке Синдзюку, я
думал, что их привлекло оказавшееся там яйцо...",1.00,operator_self_opposite_to_player
