severity,category,package,file,row_id,line,speaker,detail,current_translation,source_game_text01
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,508,61,,"Adventure, Digimon",Цель～Акаи Шугеки～ (Из Digimon Adventure 02),Цель～Акаи Шугеки～ (Из Digimon Adventure 02)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,509,62,,"Adventure, Digimon",Расстаемся! (Из Digimon Adventure 02),Расстаемся! (Из Digimon Adventure 02)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,510,63,,"Digimon, Tamers",Самый Большой мечтатель (От Digimon Tamers),Самый Большой мечтатель (От Digimon Tamers)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,511,64,,"Digimon, Tamers",УДАР!! (От Digimon Tamers),УДАР!! (От Digimon Tamers)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,513,66,,"Digimon, Frontier",С Завещанием (Из Digimon Frontier),С Завещанием (Из Digimon Frontier)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,514,67,,"Data, Digimon, Going, Gouing, My, Savers, Squad, soul",Gouing! Going! My soul!! (из Digimon Savers / Digimon Data Squad),Гоуинг! Ухожу! Душа моя!! (От Digimon Savers - Digimon Savers)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,515,68,,"Believer, Data, Digimon, Savers, Squad",Believer (из Digimon Savers / Digimon Data Squad),Верующий (От Digimon Savers - Digimon Savers)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,516,69,,"Battles, Digimon, Fusion, Nebagiba, Wars, Xros",Nebagiba! (из Digimon Xros Wars / Digimon Fusion Battles),Небагиба! (Из Digimon Xros Wars - Битв Digimon Xros Wars Battles)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,517,70,,"ARE, Battles, Digimon, Fusion, Heart, WE, Wars, Xros",WE ARE Xros Heart! (из Digimon Xros Wars / Digimon Fusion Battles),МЫ - сердце Xros! (Из Digimon Xros Wars - Digimon Xros Wars Battles)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,519,72,,"Adventure, Digimon",Разорвать цепь (Из Digimon Adventure:),Разорвать цепь (Из Digimon Adventure:)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,520,73,,"Digimon, Ghost",ФРАКЦИЯ (Из игры Digimon Ghost),ФРАКЦИЯ (Из игры Digimon Ghost)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,521,74,,"Digimon, Ghost",Первые всадники (Из игры Digimon Ghost),Первые всадники (Из игры Digimon Ghost)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,523,76,,"Cyber, Sleuth",Мчащийся через Коулун (От Cyber Sleuth),Мчащийся через Коулун (От Cyber Sleuth)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,524,77,,"Cyber, Sleuth",ЦИФРОВАЯ ЛАБОРАТОРИЯ (От Cyber Sleuth),ЦИФРОВАЯ ЛАБОРАТОРИЯ (От Cyber Sleuth)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,528,81,,"Cyber, Sleuth",ЦИФРОВЫЕ ВОЙНЫ (От Cyber Sleuth),ЦИФРОВЫЕ ВОЙНЫ (От Cyber Sleuth)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,529,82,,"Cyber, Sleuth",Песня Победителя (из Cyber Sleuth),Песня Победителя (из Cyber Sleuth)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,530,83,,"Cyber, Sleuth","Подключайся, прыгай! (От Cyber Sleuth)","Подключайся, прыгай! (От Cyber Sleuth)"
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,531,84,,"Cyber, Sleuth",День в определенном детективном агентстве (От Cyber Sleuth),День в определенном детективном агентстве (От Cyber Sleuth)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,533,86,,"Cyber, Sleuth",ХОУП СТЕР (Из Cyber Sleuth),ХОУП СТЕР (Из Cyber Sleuth)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,534,87,,"Cyber, Sleuth",Блуждающий в Майохиге (Из Cyber Sleuth),Блуждающий в Майохиге (Из Cyber Sleuth)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,540,93,,"Cyber, Sleuth",Избавление от грусти (От Cyber Sleuth),Избавление от грусти (От Cyber Sleuth)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,543,96,,"Cyber, DIGIFARM, Digimon, Sleuth, Story",DIGIFARM (из Digimon Story: Cyber Sleuth),DIGIFARM (от Cyber Sleuth)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,544,97,,"Cyber, Sleuth",Добро пожаловать в это Замечательное пространство (От Cyber Sleuth),Добро пожаловать в это Замечательное пространство (От Cyber Sleuth)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,548,101,,"Cyber, Sleuth",Что-то разрушающее (От Cyber Sleuth),Что-то разрушающее (От Cyber Sleuth)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,551,104,,"Cyber, Sleuth",ЗАКЛЮЧИТЕЛЬНАЯ ФАЗА (От Cyber Sleuth),ЗАКЛЮЧИТЕЛЬНАЯ ФАЗА (От Cyber Sleuth)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,555,108,,"Cyber, Sleuth",ПРОТИВОСТОЯТЬ ВРАГУ (Из Cyber Sleuth),ПРОТИВОСТОЯТЬ ВРАГУ (Из Cyber Sleuth)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,560,113,,"Cyber, Sleuth",ДУХОВНЫЙ МАЛЬЧИК (Из Cyber Sleuth),ДУХОВНЫЙ МАЛЬЧИК (Из Cyber Sleuth)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,564,117,,"Cyber, Sleuth",По-НАСТОЯЩЕМУ Популярная девушка (Из Cyber Sleuth),По-НАСТОЯЩЕМУ Популярная девушка (Из Cyber Sleuth)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,567,120,,"Cyber, Sleuth",ГЛУБОКАЯ ЭМОЦИЯ (От Cyber Sleuth),ГЛУБОКАЯ ЭМОЦИЯ (От Cyber Sleuth)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,568,121,,"Cyber, Sleuth",ХАКЕРСКАЯ ГОРДОСТЬ (От Cyber Sleuth),ХАКЕРСКАЯ ГОРДОСТЬ (От Cyber Sleuth)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,570,123,,"Cyber, Sleuth",Эфемерная Колибри (от Cyber Sleuth),Эфемерная Колибри (от Cyber Sleuth)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,576,129,,"Cyber, Sleuth",КОРОЛЕВСКИЕ РЫЦАРИ (Из Cyber Sleuth),КОРОЛЕВСКИЕ РЫЦАРИ (Из Cyber Sleuth)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,579,132,,"Cyber, Sleuth",Ожидаемый Новый мир (От Cyber Sleuth),Ожидаемый Новый мир (От Cyber Sleuth)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,581,134,,"Cyber, Sleuth",Переустановка (от Cyber Sleuth),Переустановка (от Cyber Sleuth)
2,latin_mixed,app_text01,text/bgm_name.mbe/000_Sheet1.csv,598,151,,"Cyber, Sleuth",КИБЕР-СЫЩИК (от Cyber Sleuth),КИБЕР-СЫЩИК (от Cyber Sleuth)
2,latin_mixed,app_text01,text/buff_message.mbe/000_Sheet1.csv,100133,261,,CP,CP больше нельзя получить!,CP больше нельзя получить!
2,latin_mixed,app_text01,text/buff_message.mbe/000_Sheet1.csv,133,125,,CP,CP больше нельзя получить!,CP больше нельзя получить!
2,latin_mixed,app_text01,text/char_name.mbe/000_Sheet1.csv,char_KOKUWAMON_AUN,701,,amp,Кокувамон А &amp,Кокувамон А &amp
2,latin_mixed,app_text01,text/common_message.mbe/000_Sheet1.csv,11306,381,,TP,Полезный TP,Полезный TP
2,latin_mixed,app_text01,text/common_message.mbe/000_Sheet1.csv,dlc_name_03,1114,,Anti-ParadoX,Дополнительный набор дигимонов и эпизодов 3: Anti-ParadoX,Дополнительный набор дигимонов и эпизодов 3: Anti-ParadoX
2,latin_mixed,app_text01,text/common_message.mbe/000_Sheet1.csv,dlc_name_08,1118,,"Cyber, Sleuth",Набор фоновой музыки Cyber Sleuth,Набор фоновой музыки Cyber Sleuth
2,latin_mixed,app_text01,text/common_message.mbe/000_Sheet1.csv,dlc_name_09,1119,,Digimon,Набор песен аниме Digimon,Набор песен аниме Digimon
2,latin_mixed,app_text01,text/common_message.mbe/000_Sheet1.csv,dlc_name_12,1121,,"Cyber, Sleuth",Набор костюмов Cyber Sleuth,Набор костюмов Cyber Sleuth
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900036,83,,Esc,Esc,Esc
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900067,114,,Home,Home,Home
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900068,115,,End,End,End
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900071,118,,Insert,Insert,Insert
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900072,119,,Delete,Delete,Delete
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900073,120,,Num,"Num
1","Num
1"
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900074,121,,Num,"Num
2","Num
2"
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900075,122,,Num,"Num
3","Num
3"
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900076,123,,Num,"Num
4","Num
4"
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900077,124,,Num,"Num
5","Num
5"
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900078,125,,Num,"Num
6","Num
6"
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900079,126,,Num,"Num
7","Num
7"
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900080,127,,Num,"Num
8","Num
8"
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900081,128,,Num,"Num
9","Num
9"
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900082,129,,Num,"Num
0","Num
0"
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900083,130,,Num,"Num
/","Num
/"
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900084,131,,Num,"Num
*","Num
*"
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900085,132,,Num,"Num
-","Num
-"
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900086,133,,Num,"Num
+","Num
+"
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900088,135,,Num,Num.,"Num
."
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900089,136,,Ctrl,Ctrl.,Ctrl.
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900090,137,,Ctrl,.Ctrl,.Ctrl
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900099,146,,Alt,Alt.,Alt.
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1900100,147,,Alt,.Alt,.Alt
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1901004,185,,FXAA,FXAA,FXAA
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1901005,186,,MSAA,MSAA,MSAA
2,latin_no_cyrillic,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1901006,187,,TAA,TAA,TAA
2,same_as_original,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1901307,224,,Translation is identical to game text01 source,(Debug) 1720 x 720 (21:9),(Debug) 1720 x 720 (21:9)
2,latin_mixed,app_text01,text/common_message_dx11.mbe/000_Sheet1.csv,1901319,236,,"Debug, Deck",(Debug) Симуляция Steam Deck,(Debug) Steam Deck Simulation
2,latin_mixed,app_text01,text/digimon_class_name.mbe/000_Sheet1.csv,1,3,,XII,Олимп XII,Олимп XII
2,latin_mixed,app_text01,text/digimon_profile.mbe/000_Sheet1.csv,digimon_0019_profile,17,,DORU-Din,"Воображаемый дигимон, рожденный из мечты
ДигиЯдра. Интерфейс на лбу Доругорамона
чудесным образом разблокировал творческую силу
его собственного ДигиЯдра, заставив его
эволюционировать в эту форму. Возможно,
потому что это ДигиЯдро уже содержало мощные
данные дракона, форма, которую оно выдумало,
была воплощением мощного разрушения и самого
воплощения «заклятого врага». Доругорамон
использует свое особый приём «Брэйв
Метал», чтобы обрушить ужасную атаку всей мощью
тела и души, и «DORU-Din», чтобы выпустить
разрушительную ударную волну.","Воображаемый дигимон, рожденный из мечты
ДигиЯдра. Интерфейс на лбу Доругорамона
чудесным образом разблокировал творческую силу
его собственного ДигиЯдра, заставив его
эволюционировать в эту форму. Возможно,
потому что это ДигиЯдро уже содержало мощные
данные дракона, форма, которую оно выдумало,
была воплощением мощного разрушения и самого
воплощения «заклятого врага». Доругорамон
использует свое особый приём «Брэйв
Метал», чтобы обрушить ужасную атаку всей мощью
тела и души, и «DORU-Din», чтобы выпустить
разрушительную ударную волну."
2,latin_mixed,app_text01,text/digimon_profile.mbe/000_Sheet1.csv,digimon_0075_profile,65,,XII,"Один из Олимпос XII, Нептунемон — морской
бог-дигимон, который управляет всеми
дигимонами Водного вида. Чешуйчатая броня,
покрывающая его тело, представляет собой сплав
Хромдигизоида под названием Синий Дигизоид,
который облегчает мобильность и скорость,
позволяя ему двигаться с устрашающей скоростью
под водой. Его замок «Абисс Санктуари» был
построен в глубокой подводной впадине, и
только те, кто может выдержать давление воды
на крайний глубинах, могут войти. Его
особые приёмы включают «Вортекс
Пенетрайшн», которым он наносит удар своим
разумным копьем «Кингс Байт», и «Вейв оф
Дефс», которым он выпускает массивное цунами,
которое поглощает все на своем пути.","Один из Олимпос XII, Нептунемон — морской
бог-дигимон, который управляет всеми
дигимонами Водного вида. Чешуйчатая броня,
покрывающая его тело, представляет собой сплав
Хромдигизоида под названием Синий Дигизоид,
который облегчает мобильность и скорость,
позволяя ему двигаться с устрашающей скоростью
под водой. Его замок «Абисс Санктуари» был
построен в глубокой подводной впадине, и
только те, кто может выдержать давление воды
на крайний глубинах, могут войти. Его
особые приёмы включают «Вортекс
Пенетрайшн», которым он наносит удар своим
разумным копьем «Кингс Байт», и «Вейв оф
Дефс», которым он выпускает массивное цунами,
которое поглощает все на своем пути."
2,latin_mixed,app_text01,text/digimon_profile.mbe/000_Sheet1.csv,digimon_0080_profile,70,,XII,"Один из Олимпос XII, этот дигимон — гениальный
бог, хвастающийся величайшей скоростью в
Цифровом Мире. Непревзойденная скорость
Меркуримона не видна невооруженным глазом, и
поэтому любые его записи, как говорят,
являются его остаточными образами. Он ненавидит
оставаться на месте и всегда странствует по
Цифровому Миру, что делает его трудным
существом для встречи. Он использует свое
особый приём «Саузенд Фист», чтобы
приблизиться к врагу с почти мгновенной
скоростью, прежде чем обрушить невероятный
скорострельный залп. Меркуримон также является
искусный шаманом, позволяя ему
использовать «Спиричуал Энчантмент», рассекая
воздух своим любимым клинком «Ацтек» и
призывая демонов из другого измерения.","Один из Олимпос XII, этот дигимон — гениальный
бог, хвастающийся величайшей скоростью в
Цифровом Мире. Непревзойденная скорость
Меркуримона не видна невооруженным глазом, и
поэтому любые его записи, как говорят,
являются его остаточными образами. Он ненавидит
оставаться на месте и всегда странствует по
Цифровому Миру, что делает его трудным
существом для встречи. Он использует свое
особый приём «Саузенд Фист», чтобы
приблизиться к врагу с почти мгновенной
скоростью, прежде чем обрушить невероятный
скорострельный залп. Меркуримон также является
искусный шаманом, позволяя ему
использовать «Спиричуал Энчантмент», рассекая
воздух своим любимым клинком «Ацтек» и
призывая демонов из другого измерения."
2,latin_mixed,app_text01,text/digimon_profile.mbe/000_Sheet1.csv,digimon_0104_profile,92,,ZERO-ARMS,"Сусаноомон известен в восточном фольклоре как
ультиматный бог разрушения и правитель
регенерации. Говорят, что он появляется, когда
в Сети возникают аномалии, аннулируя
существующую систему и строя новую на ее
месте. Особые приёмы Сусаноомона — «Ама
но Хабакири», которое рассекает все и вся под
небом лезвием света, выпущенным из его
ZERO-ARMS: Ороти, и «Якуса но Икадзути»,
ультиматная техника, с помощью которой он
направляет свой ZERO-ARMS: Ороти, лезвие
света, к небесам, превращая лезвие в
разрушительную молнию, которая затем
обрушивается на мир.","Сусаноомон известен в восточном фольклоре как
ультиматный бог разрушения и правитель
регенерации. Говорят, что он появляется, когда
в Сети возникают аномалии, аннулируя
существующую систему и строя новую на ее
месте. Особые приёмы Сусаноомона — «Ама
но Хабакири», которое рассекает все и вся под
небом лезвием света, выпущенным из его
ZERO-ARMS: Ороти, и «Якуса но Икадзути»,
ультиматная техника, с помощью которой он
направляет свой ZERO-ARMS: Ороти, лезвие
света, к небесам, превращая лезвие в
разрушительную молнию, которая затем
обрушивается на мир."
2,latin_mixed,app_text01,text/digimon_profile.mbe/000_Sheet1.csv,digimon_0168_profile,130,,XII,"Член Олимпос XII, бог, властвующий над
небесами, и дигимон, управляющий громом и
погодой. Юпитермон всегда судит добро и зло на
поле боя, карая нечестивых божественным
наказанием. Такой суд вершится беспристрастно,
без эмоций. Те, кто не согласен с решением
Юпитермона, могут бросить ему вызов и отменить
приговор победой, но пока никому это не
удавалось. Он может ударить молотами на обеих
руках друг о друга и призвать небольшие грозовые
тучи. Приёмом «Паниш Джадж» он бьёт противника
молотом, выжигает метку на его теле и откладывает
наказание. Когда Юпитермон решает исполнить
приговор, он обрушивает на врага молнию
чрезвычайно высокого напряжения. Его предельный
особый приём «Вайд Пласмент» превращает тело в
сверхвысоковольтную плазму. Так он карает всё
вокруг себя, испепеляя каждого, кого коснётся.","Член Олимпос XII, бог, председательствующий на
небесах, и дигимон, управляющий громом и
погодой. Юпитермон всегда судит добро и зло на
поле боя, верша божественное наказание над
нечестивыми. Такой суд совершается равнодушно,
без эмоций. Те, кто не согласен с решением
Юпитермона, могут бросить ему вызов и отменить
приговор в случае победы, но на данный момент
никто никогда не совершал этот подвиг. Он
может хлопнуть молотами на обеих руках вместе,
чтобы призвать маленькие грозовые тучи. Он
использует «Паниш Джадж», чтобы ударить
противника своим молотом, выгравировать метку
на его теле и отложить его наказание. Когда
Юпитермон решает привести говорят наказание в
исполнение, приговор приводится в исполнение
ударом по тому врагу чрезвычайно высоковольтной
молнией. Он использует свое ультиматное
особый приём «Вайд Пласмент», чтобы
изменить свое тело на сверхвысоковольтную
плазму. Это наносит божественное наказание на
область вокруг Юпитермона, распадающийся любого
и все, к чему он прикасается."
2,latin_mixed,app_text01,text/digimon_profile.mbe/000_Sheet1.csv,digimon_0170_profile,132,,XII,"Партнер Юпитермона и одна из Олимпос XII.
На поле боя Юномон выступает любящей
защитницей Юпитермона: она постоянно
предсказывает, обнаруживает и уничтожает
мятежников, осмелившихся противиться его
воле. Похоже, благодаря невероятно нежному
характеру и глубокой любви к Юпитермону она
прекрасно знает все его привычки. Особые
приемы Юномон - «Нидл Хайв», пронзающий
врагов катарами на ее руках, и «Грейсфул
Ланс», при котором разумные копья атакуют
врагов вокруг нее.","Партнер Юпитермона и одна из Олимпос XII.
На поле боя Юномон выступает любящей
защитницей Юпитермона: она постоянно
предсказывает, обнаруживает и уничтожает
мятежников, осмелившихся противиться его
воле. Похоже, благодаря невероятно нежному
характеру и глубокой любви к Юпитермону она
прекрасно знает все его привычки. Особые
приемы Юномон - «Нидл Хайв», пронзающий
врагов катарами на ее руках, и «Грейсфул
Ланс», при котором разумные копья атакуют
врагов вокруг нее."
2,latin_mixed,app_text01,text/digimon_profile.mbe/000_Sheet1.csv,digimon_0172_profile,134,,XII,"Этот сострадательный дигимон управляет силой
любви и является одной из Олимпос XII. Даже на
самых бесплодных пустошах, куда бы Венусмон ни
пошла, прекрасный цветы расцветают, и земля
вокруг нее обновляется юной энергией. Многие
дигимоны поклоняются Венусмон из-за ее красоты
и чистоты. Надевая повязку на глаза, она
способна воспринимать мир таким, какой он
есть, своим мысленным взором, видя сквозь
любую ложь или обман. Сокрытие ее глаз также
подавляет ее ауру очарование, удваиваясь как акт
внимательности и уменьшая количество
дигимонов, которые в противном случае падали
бы в обморок в ее облик. У Венусмон есть
два маленьких, но постоянных спутника, птица
Олив и гребешок Хотан, и трое друзей
поддерживают открытый и оживленный разговор.
Поскольку Венусмон — дигимон, управляющий
любовью, каждое ее действие в бою успокаивает
сердца ее противников. С помощью «ЛАВ Ю» она
может заставить врага потерять сознание,
послав ему воздушный поцелуй и заставив его
сердце пропустить удар. Если ее птица Олив
клюнет врага по голове, он попадает под чары
«Пис Фантазия», которые могут успокоить сердце
даже самого свирепого зверя.","Этот сострадательный дигимон управляет силой
любви и является одной из Олимпос XII. Даже на
самых бесплодных пустошах, куда бы Венусмон ни
пошла, прекрасный цветы расцветают, и земля
вокруг нее обновляется юной энергией. Многие
дигимоны поклоняются Венусмон из-за ее красоты
и чистоты. Надевая повязку на глаза, она
способна воспринимать мир таким, какой он
есть, своим мысленным взором, видя сквозь
любую ложь или обман. Сокрытие ее глаз также
подавляет ее ауру очарование, удваиваясь как акт
внимательности и уменьшая количество
дигимонов, которые в противном случае падали
бы в обморок в ее облик. У Венусмон есть
два маленьких, но постоянных спутника, птица
Олив и гребешок Хотан, и трое друзей
поддерживают открытый и оживленный разговор.
Поскольку Венусмон — дигимон, управляющий
любовью, каждое ее действие в бою успокаивает
сердца ее противников. С помощью «ЛАВ Ю» она
может заставить врага потерять сознание,
послав ему воздушный поцелуй и заставив его
сердце пропустить удар. Если ее птица Олив
клюнет врага по голове, он попадает под чары
«Пис Фантазия», которые могут успокоить сердце
даже самого свирепого зверя."
2,latin_mixed,app_text01,text/digimon_profile.mbe/000_Sheet1.csv,digimon_0173_profile,135,,XII,"Одна из Олимпос XII и Божественный дигимон,
обладающий энергией пламени, эквивалент самой
силе солнца. Эта впечатляющий сила, способная
расплавить и очистить любое вещество, такова,
что даже Аполломон — со всем его интенсивный пылом
и гордостью — едва может ее сдерживать.
Особые приёмы Аполломона — «Сол
Бластер», которое выпускает ослепительный
солнечный шар, сформированный из сферы пламени
на его спине, и «Фебус Блоу», которое
концентрирует всю его скрытую силу в один
удар.","Одна из Олимпос XII и Божественный дигимон,
обладающий энергией пламени, эквивалент самой
силе солнца. Эта впечатляющий сила, способная
расплавить и очистить любое вещество, такова,
что даже Аполломон — со всем его интенсивный пылом
и гордостью — едва может ее сдерживать.
Особые приёмы Аполломона — «Сол
Бластер», которое выпускает ослепительный
солнечный шар, сформированный из сферы пламени
на его спине, и «Фебус Блоу», которое
концентрирует всю его скрытую силу в один
удар."
2,latin_mixed,app_text01,text/digimon_profile.mbe/000_Sheet1.csv,digimon_0174_profile,136,,XII,"Этот бог войны-дигимон, напоминающий
человека-леопарда, является одной из
загадочных Олимпос XII, которые обладают
способностями, соперничающими даже с Королевскими
Рыцарей, божеств-хранителей Сети. Каждая из
Олимпос XII защищает свой собственный регион,
действуя в тени и сохраняя нейтральную позицию
во время инцидентов в Цифровом Мире. Марсмон
хорошо понимает все виды рукопашных техник в
мире — включая навыки, использующие нечестную
игру — и обладает абсолютной уверенностью в
любом бою один на один против подобных себе.
Он полагается в основном на приемы рестлинга,
но его сосредоточенность на победе и славу означает, что
он будет выхватывать скрытое оружие, такое как
его «Трая Наклз» или «Метал Котурнус», когда
оказывается в затруднительном положении. И всё же, Марсмон проявляет свою истинную силу,
когда сражается голыми руками и ногами. Его
особый приём «Корона Сэнкшнс» — это
славный техника убийства в воздухе, которая
облачает Марсмон в пламя.","Этот бог войны-дигимон, напоминающий
человека-леопарда, является одной из
загадочных Олимпос XII, которые обладают
способностями, соперничающими даже с Королевскими
Рыцарей, божеств-хранителей Сети. Каждая из
Олимпос XII защищает свой собственный регион,
действуя в тени и сохраняя нейтральную позицию
во время инцидентов в Цифровом Мире. Марсмон
хорошо понимает все виды рукопашных техник в
мире — включая навыки, использующие нечестную
игру — и обладает абсолютной уверенностью в
любом бою один на один против подобных себе.
Он полагается в основном на приемы рестлинга,
но его сосредоточенность на победе и славу означает, что
он будет выхватывать скрытое оружие, такое как
его «Трая Наклз» или «Метал Котурнус», когда
оказывается в затруднительном положении. И всё же, Марсмон проявляет свою истинную силу,
когда сражается голыми руками и ногами. Его
особый приём «Корона Сэнкшнс» — это
славный техника убийства в воздухе, которая
облачает Марсмон в пламя."
