#,id,english_name,local_russian_name,wiki_page,wiki_russian_name,status,matched_by,matched_candidate,wiki_url
187,char_DARKSUPERSTARMON,DarkSuperStarmon,Дарк Суперстармон,Dark Superstarmon,Дарк Суперстармон,ok,candidate,DarkSuperStarmon,https://digimon.fandom.com/ru/wiki/Dark_Superstarmon
188,char_COREDRAMON_BL,Coredramon (Blue),Кордрамон (Синий),Coredramon (Blue),Кордрамон (Синий),ok,candidate,Coredramon (Blue),https://digimon.fandom.com/ru/wiki/Coredramon_%28Blue%29
189,char_KOTEMON,Kotemon,Котэмон,Kotemon,Котэмон,ok,candidate,Kotemon,https://digimon.fandom.com/ru/wiki/Kotemon
190,char_MUSYAMON,Musyamon,Мусямон,Musyamon,Мусямон,ok,candidate,Musyamon,https://digimon.fandom.com/ru/wiki/Musyamon
191,char_DOBERMON,Dobermon,Добермон,Dobermon,Добермон,ok,candidate,Dobermon,https://digimon.fandom.com/ru/wiki/Dobermon
192,char_CERBERUMON,Cerberusmon,Церберумон,Cerberumon,Церберумон,ok,candidate,Cerberumon,https://digimon.fandom.com/ru/wiki/Cerberumon
193,char_CERBERUMON_WEREWOLFMODE,Cerberusmon WM,Церберумон: режим оборотня,Cerberumon: Werewolf Mode,Церберумон: режим оборотня,ok,candidate,Cerberumon Werewolfmode,https://digimon.fandom.com/ru/wiki/Cerberumon%3A_Werewolf_Mode
194,char_ZANBAMON,Zanbamon,Дзанбамон,Zanbamon,Дзанбамон,ok,candidate,Zanbamon,https://digimon.fandom.com/ru/wiki/Zanbamon
195,char_ZANBAMON_BIG,Zanbamon,Дзанбамон,Zanbamon,Дзанбамон,ok,candidate,Zanbamon,https://digimon.fandom.com/ru/wiki/Zanbamon
196,char_MUMMYMON,Mummymon,Мумимон,Mummymon,Мумимон,ok,candidate,Mummymon,https://digimon.fandom.com/ru/wiki/Mummymon
197,char_PHARAOHMON,Pharaohmon,Фараомон,,,no_wiki_match,,,
198,char_PHARAOHMON_BIG,Pharaohmon,Фараомон,,,no_wiki_match,,,
199,char_DELTAMON,Deltamon,Дельтамон,Deltamon,Дельтамон,ok,candidate,Deltamon,https://digimon.fandom.com/ru/wiki/Deltamon
200,char_CHIMAIRAMON,Kimeramon,Химерамон,Chimairamon,Химерамон,ok,candidate,Chimairamon,https://digimon.fandom.com/ru/wiki/Chimairamon
201,char_MILLENNIUMON,Millenniummon,Милленниумон,Millenniumon,Милленниумон,ok,candidate,Millenniumon,https://digimon.fandom.com/ru/wiki/Millenniumon
202,char_MILLENNIUMON_BIG,Millenniummon,Милленниумон,Millenniumon,Милленниумон,ok,candidate,Millenniumon,https://digimon.fandom.com/ru/wiki/Millenniumon
203,char_BAKUMON,Tapirmon,Бакумон,Bakumon,Бакумон,ok,candidate,Bakumon,https://digimon.fandom.com/ru/wiki/Bakumon
204,char_SIRENMON,Sirenmon,Сиренмон,,,no_wiki_match,,,
205,char_BELIALVAMDEMON,MaloMyotismon,Маломиотизмон,,,no_wiki_match,,,
206,char_BEARMON,Bearmon,Бермон,Bearmon,Бермон,ok,candidate,Bearmon,https://digimon.fandom.com/ru/wiki/Bearmon
207,char_GRYZMON,Grizzlymon,Гризмон,Gryzmon,Гризмон,ok,candidate,Gryzmon,https://digimon.fandom.com/ru/wiki/Gryzmon
208,char_ASTAMON,Astamon,Астамон,Astamon,Астамон,ok,candidate,Astamon,https://digimon.fandom.com/ru/wiki/Astamon
209,char_SKULLBALUCHIMON,SkullBaluchimon,Скалл Балухимон,Skull Baluchimon,Скалл Балухимон,ok,candidate,SkullBaluchimon,https://digimon.fandom.com/ru/wiki/Skull_Baluchimon
210,char_OCTMON,Octomon,Октомон,,,no_wiki_match,,,
211,char_CHOROMON,Choromon,Торомон,Choromon,Торомон,ok,candidate,Choromon,https://digimon.fandom.com/ru/wiki/Choromon
212,char_CAPROMON,Kapurimon,Капримон,Caprimon,Капримон,ok,candidate,Caprimon,https://digimon.fandom.com/ru/wiki/Caprimon
213,char_MEGADRAMON,Megadramon,Мегадрамон,Megadramon,Мегадрамон,ok,candidate,Megadramon,https://digimon.fandom.com/ru/wiki/Megadramon
214,char_METALGREYMON,MetalGreymon,Металл Греймон,Metal Greymon,Металл Греймон,ok,candidate,MetalGreymon,https://digimon.fandom.com/ru/wiki/Metal_Greymon
215,char_TENTOMON,Tentomon,Тентомон,Tentomon,Тентомон,ok,candidate,Tentomon,https://digimon.fandom.com/ru/wiki/Tentomon
216,char_KABUTERIMON,Kabuterimon,Кабутеримон,Kabuterimon,Кабутеримон,ok,candidate,Kabuterimon,https://digimon.fandom.com/ru/wiki/Kabuterimon
217,char_ATLURKABUTERIMON,MegaKabuterimon,МегаКабутеримон,,,no_wiki_match,,,
218,char_HERCULESKABUTERIMON,HerculesKabuterimon,ГеркулесКабутеримон,,,no_wiki_match,,,
219,char_HERCULESKABUTERIMON_BIG,HerculesKabuterimon,ГеркулесКабутеримон,,,no_wiki_match,,,
220,char_PIYOMON,Biyomon,Пиёмон,Piyomon,Пиёмон,ok,candidate,Piyomon,https://digimon.fandom.com/ru/wiki/Piyomon
221,char_BIRDRAMON,Birdramon,Бёрдрамон,Birdramon,Бёрдрамон,ok,candidate,Birdramon,https://digimon.fandom.com/ru/wiki/Birdramon
222,char_GARUDAMON,Garudamon,Гарудамон,Garudamon,Гарудамон,ok,candidate,Garudamon,https://digimon.fandom.com/ru/wiki/Garudamon
223,char_HOUOUMON,Phoenixmon,Фениксмон,,,no_wiki_match,,,
224,char_ETEMON,Etemon,Этемон,Etemon,Этемон,ok,candidate,Etemon,https://digimon.fandom.com/ru/wiki/Etemon
225,char_METALETEMON,MetalEtemon,Металл Этемон,Metal Etemon,Металл Этемон,ok,candidate,MetalEtemon,https://digimon.fandom.com/ru/wiki/Metal_Etemon
226,char_SUKAMON,Sukamon,Сукамон,,,no_wiki_match,,,
227,char_VEGIMON,Vegiemon,Вегимон,Vegimon,Вегимон,ok,candidate,Vegimon,https://digimon.fandom.com/ru/wiki/Vegimon
228,char_SERAPHIMON,Seraphimon,Серафимон,Seraphimon,Серафимон,ok,candidate,Seraphimon,https://digimon.fandom.com/ru/wiki/Seraphimon
229,char_DODOMON,Dodomon,Додомон,Dodomon,Додомон,ok,candidate,Dodomon,https://digimon.fandom.com/ru/wiki/Dodomon
230,char_BOTAMON,Botamon,Ботамон,Botamon,Ботамон,ok,candidate,Botamon,https://digimon.fandom.com/ru/wiki/Botamon
231,char_POYOMON,Poyomon,Поёмон,Poyomon,Поёмон,ok,candidate,Poyomon,https://digimon.fandom.com/ru/wiki/Poyomon
232,char_WANYAMON,Wanyamon,Ванямон,Wanyamon,Ванямон,ok,candidate,Wanyamon,https://digimon.fandom.com/ru/wiki/Wanyamon
233,char_KOROMON,Koromon,Коромон,Koromon,Коромон,ok,candidate,Koromon,https://digimon.fandom.com/ru/wiki/Koromon
234,char_TOKOMON,Tokomon,Токомон,Tokomon,Токомон,ok,candidate,Tokomon,https://digimon.fandom.com/ru/wiki/Tokomon
235,char_GREYMON,Greymon,Греймон,Greymon,Греймон,ok,candidate,Greymon,https://digimon.fandom.com/ru/wiki/Greymon
236,char_APOCLYMON,Apocalymon,Апокалимон,Apocalymon,Апокалимон,ok,candidate,Apocalymon,https://digimon.fandom.com/ru/wiki/Apocalymon
237,char_ANCIENTWISETMON,AncientWisemon,Древний Вайзмон,Ancient Wisemon,Древний Вайзмон,ok,candidate,AncientWisemon,https://digimon.fandom.com/ru/wiki/Ancient_Wisemon
238,char_GUARDROMON,Guardromon,Гардромон,Guardromon,Гардромон,ok,candidate,Guardromon,https://digimon.fandom.com/ru/wiki/Guardromon
239,char_ANDROMON,Andromon,Андромон,Andromon,Андромон,ok,candidate,Andromon,https://digimon.fandom.com/ru/wiki/Andromon
240,char_GOMAMON,Gomamon,Гомамон,Gomamon,Гомамон,ok,candidate,Gomamon,https://digimon.fandom.com/ru/wiki/Gomamon
241,char_IKKAKUMON,Ikkakumon,Иккакумон,Ikkakumon,Иккакумон,ok,candidate,Ikkakumon,https://digimon.fandom.com/ru/wiki/Ikkakumon
242,char_ZUDOMON,Zudomon,Зудомон,Zudomon,Зудомон,ok,candidate,Zudomon,https://digimon.fandom.com/ru/wiki/Zudomon
243,char_VIKEMON,Vikemon,Викемон,,,no_wiki_match,,,
244,char_SEADRAMON,Seadramon,Сидрамон,Seadramon,Сидрамон,ok,candidate,Seadramon,https://digimon.fandom.com/ru/wiki/Seadramon
245,char_PALMON,Palmon,Пальмон,Palmon,Пальмон,ok,candidate,Palmon,https://digimon.fandom.com/ru/wiki/Palmon
246,char_TOGEMON,Togemon,Тогэмон,Togemon,Тогэмон,ok,candidate,Togemon,https://digimon.fandom.com/ru/wiki/Togemon
247,char_EXSAON_BOSS,Examon (Boss),Эксамон (босс),Examon,Эксамон,different,candidate,Examon,https://digimon.fandom.com/ru/wiki/Examon
248,char_LILLYMON,Lillymon,Лиллимон,,,no_wiki_match,,,
249,char_PLOTMON,Salamon,Плотмон,Plotmon,Плотмон,ok,candidate,Plotmon,https://digimon.fandom.com/ru/wiki/Plotmon
250,char_TYRANNOMON,Tyrannomon,Тиранномон,,,no_wiki_match,,,
251,char_METALTYRANNOMON,MetalTyrannomon,МеталлТиранномон,,,no_wiki_match,,,
252,char_XV-MON,ExVeemon,ИксВи-мон,XV-mon,ИксВи-мон,ok,candidate,Xv-Mon,https://digimon.fandom.com/ru/wiki/XV-mon
253,char_KUWAGAMON,Kuwagamon,Кувагамон,Kuwagamon,Кувагамон,ok,candidate,Kuwagamon,https://digimon.fandom.com/ru/wiki/Kuwagamon
254,char_SHELLMON,Shellmon,Шеллмон,Shellmon,Шеллмон,ok,candidate,Shellmon,https://digimon.fandom.com/ru/wiki/Shellmon
255,char_MONOCHROMON,Monochromon,Монохромон,Monochromon,Монохромон,ok,candidate,Monochromon,https://digimon.fandom.com/ru/wiki/Monochromon
256,char_YUKIDARUMON,Frigimon,Юкидарумон,Yukidarumon,Юкидарумон,ok,candidate,Yukidarumon,https://digimon.fandom.com/ru/wiki/Yukidarumon
257,char_MOJYAMON,Mojyamon,Моджьямон,,,no_wiki_match,,,
258,char_CENTALMON,Centarumon,Кенталмон,Centalmon,Кенталмон,ok,candidate,Centalmon,https://digimon.fandom.com/ru/wiki/Centalmon
259,char_DRIMOGEMON,Drimogemon,Дримогемон,,,no_wiki_match,,,
260,char_DIGITAMAMON,Digitamamon,Дигитамамон,Digitamamon,Дигитамамон,ok,candidate,Digitamamon,https://digimon.fandom.com/ru/wiki/Digitamamon
261,char_NANIMON,Nanimon,Нанимон,Nanimon,Нанимон,ok,candidate,Nanimon,https://digimon.fandom.com/ru/wiki/Nanimon
262,char_TONOSAMAGEKOMON,ShogunGekomon,Тоносама Гэкомон,Tonosama Gekomon,Тоносама Гэкомон,ok,candidate,Tonosamagekomon,https://digimon.fandom.com/ru/wiki/Tonosama_Gekomon
263,char_WIZARDMON,Wizardmon,Визардмон,,,no_wiki_match,,,
264,char_DELUMON,Deramon,Делюмон,Delumon,Делюмон,ok,candidate,Delumon,https://digimon.fandom.com/ru/wiki/Delumon
265,char_JYUREIMON,Cherrymon,Черимон,,,no_wiki_match,,,
266,char_JYUREIMON_BIG,Cherrymon,Черимон,,,no_wiki_match,,,
267,char_GERBEMON,Garbagemon,Гербемон,Gerbemon,Гербемон,ok,candidate,Gerbemon,https://digimon.fandom.com/ru/wiki/Gerbemon
268,char_MAGNAMON,Magnamon,Магнамон,Magnamon,Магнамон,ok,candidate,Magnamon,https://digimon.fandom.com/ru/wiki/Magnamon
269,char_MAGNAMON_BIG,Magnamon,Магнамон,Magnamon,Магнамон,ok,candidate,Magnamon,https://digimon.fandom.com/ru/wiki/Magnamon
270,char_RUSTTYRANOMON,RustTyrannomon,РастТиранномон,,,no_wiki_match,,,
271,char_MUGENDRAMON,Machinedramon,Мугендрамон,Mugendramon,Мугендрамон,ok,candidate,Mugendramon,https://digimon.fandom.com/ru/wiki/Mugendramon
272,char_MUGENDRAMON_BIG,Machinedramon,Мугендрамон,Mugendramon,Мугендрамон,ok,candidate,Mugendramon,https://digimon.fandom.com/ru/wiki/Mugendramon
273,char_BUBBMON,Pabumon,Баббмон,Bubbmon,Баббмон,ok,candidate,Bubbmon,https://digimon.fandom.com/ru/wiki/Bubbmon
274,char_MOCHIMON,Motimon,Мотимон,Mochimon,Мотимон,ok,candidate,Mochimon,https://digimon.fandom.com/ru/wiki/Mochimon
275,char_BETAMON,Betamon,Бэтамон,Betamon,Бэтамон,ok,candidate,Betamon,https://digimon.fandom.com/ru/wiki/Betamon
276,char_LUCEMON,Lucemon,Люцимон,Lucemon,Люцимон,ok,candidate,Lucemon,https://digimon.fandom.com/ru/wiki/Lucemon
277,char_RENAMON,Renamon,Ренамон,Renamon,Ренамон,ok,candidate,Renamon,https://digimon.fandom.com/ru/wiki/Renamon
278,char_WORMMON,Wormmon,Ворммон,Wormmon,Ворммон,ok,candidate,Wormmon,https://digimon.fandom.com/ru/wiki/Wormmon
279,char_WOODMON,Woodmon,Вудмон,Woodmon,Вудмон,ok,candidate,Woodmon,https://digimon.fandom.com/ru/wiki/Woodmon
280,char_ORGEMON,Ogremon,Оргмон,Orgemon,Оргмон,ok,candidate,Orgemon,https://digimon.fandom.com/ru/wiki/Orgemon
281,char_KYUBIMON,Kyubimon,Кьюбимон,Kyubimon,Кьюбимон,ok,candidate,Kyubimon,https://digimon.fandom.com/ru/wiki/Kyubimon
282,char_DORUGAMON,Dorugamon,ДОРУгамон,DORUgamon,ДОРУгамон,ok,candidate,Dorugamon,https://digimon.fandom.com/ru/wiki/DORUgamon
283,char_V-DRAMON,Veedramon,Ви-драмон,V-dramon,Ви-драмон,ok,candidate,V-Dramon,https://digimon.fandom.com/ru/wiki/V-dramon
284,char_CLOCKMON,Clockmon,Клокмон,Clockmon,Клокмон,ok,candidate,Clockmon,https://digimon.fandom.com/ru/wiki/Clockmon
285,char_GEKOMON,Gekomon,Гэкомон,Gekomon,Гэкомон,ok,candidate,Gekomon,https://digimon.fandom.com/ru/wiki/Gekomon
286,char_AEROVEEDRAMON,AeroVeedramon,Аэро Ви-драмон,Aero V-dramon,Аэро Ви-драмон,ok,candidate,Aero V-dramon,https://digimon.fandom.com/ru/wiki/Aero_V-dramon
287,char_OKUWAMON,Okuwamon,Окувамон,,,no_wiki_match,,,
288,char_GIGADRAMON,Gigadramon,Гигадрамон,Gigadramon,Гигадрамон,ok,candidate,Gigadramon,https://digimon.fandom.com/ru/wiki/Gigadramon
289,char_GRAPLEOMON,GrapLeomon,ГрапЛеомон,,,no_wiki_match,,,
290,char_SKULLGREYMON,SkullGreymon,Скалл Греймон,Skull Greymon,Скалл Греймон,ok,candidate,SkullGreymon,https://digimon.fandom.com/ru/wiki/Skull_Greymon
291,char_SKULLGREYMON_BIG,SkullGreymon,Скалл Греймон,Skull Greymon,Скалл Греймон,ok,candidate,SkullGreymon,https://digimon.fandom.com/ru/wiki/Skull_Greymon
292,char_TAOMON,Taomon,Таомон,,,no_wiki_match,,,
293,char_DEATHMERAMON,SkullMeramon,Дес Мерамон,Death Meramon,Дес Мерамон,ok,candidate,Deathmeramon,https://digimon.fandom.com/ru/wiki/Death_Meramon
294,char_DORUGREYMON,DoruGreymon,ДоруГреймон,,,no_wiki_match,,,
295,char_PAILDRAMON,Paildramon,Пейлдрамон,Paildramon,Пейлдрамон,ok,candidate,Paildramon,https://digimon.fandom.com/ru/wiki/Paildramon
296,char_PANJYAMON,IceLeomon,АйсЛеомон,,,no_wiki_match,,,
297,char_PICKLEMON,Piximon,Пикмон,Pickmon,Пикмон,ok,candidate,Pickmon,https://digimon.fandom.com/ru/wiki/Pickmon
298,char_VADEMON,Vademon,Вейдмон,Vademon,Вейдмон,ok,candidate,Vademon,https://digimon.fandom.com/ru/wiki/Vademon
299,char_MAMEMON,Mamemon,Мамемон,Mamemon,Мамемон,ok,candidate,Mamemon,https://digimon.fandom.com/ru/wiki/Mamemon
300,char_METALMAMEMON,MetalMamemon,Металл Мамемон,Metal Mamemon,Металл Мамемон,ok,candidate,MetalMamemon,https://digimon.fandom.com/ru/wiki/Metal_Mamemon
301,char_PARROTMON,Parrotmon,Пэрротмон,Parrotmon,Пэрротмон,ok,candidate,Parrotmon,https://digimon.fandom.com/ru/wiki/Parrotmon
302,char_ALPHAMON,Alphamon,Альфамон,Alphamon,Альфамон,ok,candidate,Alphamon,https://digimon.fandom.com/ru/wiki/Alphamon
303,char_ALPHAMON_BIG,Alphamon,Альфамон,Alphamon,Альфамон,ok,candidate,Alphamon,https://digimon.fandom.com/ru/wiki/Alphamon
304,char_ULFORCEVDRAMON,UlforceVeedramon,Алфорс Ви-драмон,Ulforce V-dramon,Алфорс Ви-драмон,ok,candidate,Ulforcevdramon,https://digimon.fandom.com/ru/wiki/Ulforce_V-dramon
305,char_ULFORCEVDRAMON_BIG,UlforceVeedramon,Алфорс Ви-драмон,Ulforce V-dramon,Алфорс Ви-драмон,ok,candidate,Ulforcevdramon,https://digimon.fandom.com/ru/wiki/Ulforce_V-dramon
306,char_IMPERIALDRAMON_FM,Imperialdramon FM,Империалдрамон: Режим Бойца,Imperialdramon: Fighter Mode,Империалдрамон: Режим Бойца,ok,candidate,Imperialdramon Fighter Mode,https://digimon.fandom.com/ru/wiki/Imperialdramon%3A_Fighter_Mode
307,char_IMPERIALDRAMON_PM,Imperialdramon PM,Империалдрамон: Режим Паладина,Imperialdramon: Paladin Mode,Империалдрамон: Режим Паладина,ok,candidate,Imperialdramon Paladin Mode,https://digimon.fandom.com/ru/wiki/Imperialdramon%3A_Paladin_Mode
308,char_OPHANIMON,Ophanimon,Офанимон,,,no_wiki_match,,,
309,char_CHAOSDRAMON,Chaosdramon,Хаосдрамон,Chaosdramon,Хаосдрамон,ok,candidate,Chaosdramon,https://digimon.fandom.com/ru/wiki/Chaosdramon
310,char_GRANKUWAGAMON,GranKuwagamon,ГранКувагамон,,,no_wiki_match,,,
311,char_GRANKUWAGAMON_BIG,GranKuwagamon,ГранКувагамон,,,no_wiki_match,,,
312,char_SABERLEOMON,SaberLeomon,Сэйбер Леомон,Saber Leomon,Сэйбер Леомон,ok,candidate,SaberLeomon,https://digimon.fandom.com/ru/wiki/Saber_Leomon
313,char_SAKUYAMON,Sakuyamon,Сакуямон,Sakuyamon,Сакуямон,ok,candidate,Sakuyamon,https://digimon.fandom.com/ru/wiki/Sakuyamon
314,char_HIANDROMON,HiAndromon,ХиАндромон,,,no_wiki_match,,,
315,char_PIEDMON,Piedmon,Пьемон,Piemon,Пьемон,ok,candidate,Piemon,https://digimon.fandom.com/ru/wiki/Piemon
316,char_PINOCHIMON,Puppetmon,Пиноккимон,Pinochimon,Пиноккимон,ok,candidate,Pinochimon,https://digimon.fandom.com/ru/wiki/Pinochimon
317,char_PRINCEMAMEMON,PrinceMamemon,ПринцМамемон,,,no_wiki_match,,,
318,char_BOLTMON,Boltmon,Болтмон,Boltmon,Болтмон,ok,candidate,Boltmon,https://digimon.fandom.com/ru/wiki/Boltmon
319,char_METALSEADRAMON,MetalSeadramon,Металл Сидрамон,Metal Seadramon,Металл Сидрамон,ok,candidate,MetalSeadramon,https://digimon.fandom.com/ru/wiki/Metal_Seadramon
320,char_LUCEMON_SM,Lucemon SM,Люцимон: режим Сатаны,Lucemon: Satan Mode,Люцимон: режим Сатаны,ok,candidate,Lucemon Satan Mode,https://digimon.fandom.com/ru/wiki/Lucemon%3A_Satan_Mode
321,char_LUCEMON_SM_BIG,Lucemon SM,Люцимон: режим Сатаны,Lucemon: Satan Mode,Люцимон: режим Сатаны,ok,candidate,Lucemon Satan Mode,https://digimon.fandom.com/ru/wiki/Lucemon%3A_Satan_Mode
322,char_PUNIMON,Punimon,Пунимон,Punimon,Пунимон,ok,candidate,Punimon,https://digimon.fandom.com/ru/wiki/Punimon
323,char_TUNOMON,Tsunomon,Цуномон,Tunomon,Цуномон,ok,candidate,Tunomon,https://digimon.fandom.com/ru/wiki/Tunomon
324,char_BELPHEMON_SM,Belphemon SM,Бельфемон СМ,,,no_wiki_match,,,
325,char_BELPHEMON_SM_BIG,Belphemon SM,Бельфемон СМ,,,no_wiki_match,,,
326,char_TITAMON,Titamon,Титамон,Titamon,Титамон,ok,candidate,Titamon,https://digimon.fandom.com/ru/wiki/Titamon
327,char_TITAMON_BIG,Titamon,Титамон,Titamon,Титамон,ok,candidate,Titamon,https://digimon.fandom.com/ru/wiki/Titamon
328,char_TITAMON_2,Titamon (Berserk),Титамон (берсерк),Titamon,Титамон,different,candidate,Titamon,https://digimon.fandom.com/ru/wiki/Titamon
329,char_TITAMON_ADD,Titamon (Berserk) (Twin Blades),Титамон (двойные клинки),Titamon,Титамон,different,candidate,Titamon,https://digimon.fandom.com/ru/wiki/Titamon
330,char_TITAMON_TWIN BLADE,Titamon (Twin Blades),Титамон (двойные лезвия),Titamon,Титамон,different,candidate,Titamon,https://digimon.fandom.com/ru/wiki/Titamon
331,char_PLESIOMON,Plesiomon,Плезиомон,Plesiomon,Плезиомон,ok,candidate,Plesiomon,https://digimon.fandom.com/ru/wiki/Plesiomon
332,char_EBEMON,Ebemon,Эбемон,,,no_wiki_match,,,
333,char_CYCLONEMON,Cyclonemon,Циклонемон,,,no_wiki_match,,,
334,char_HOLYDRAMON,Magnadramon,Холидрамон,Holydramon,Холидрамон,ok,candidate,Holydramon,https://digimon.fandom.com/ru/wiki/Holydramon
335,char_WASPMON,Waspmon,Васпмон,Waspmon,Васпмон,ok,candidate,Waspmon,https://digimon.fandom.com/ru/wiki/Waspmon
336,char_KARATUKINUMEMON,ShellNumemon,ШеллНумемон,,,no_wiki_match,,,
337,char_REVOLMON,Deputymon,Револьмон,Revolmon,Револьмон,ok,candidate,Revolmon,https://digimon.fandom.com/ru/wiki/Revolmon
338,char_DRACUMON,Dracmon,Дракумон,Dracumon,Дракумон,ok,candidate,Dracumon,https://digimon.fandom.com/ru/wiki/Dracumon
339,char_MONODRAMON,Monodramon,Монодрамон,Monodramon,Монодрамон,ok,candidate,Monodramon,https://digimon.fandom.com/ru/wiki/Monodramon
340,char_SKULLMAMMON,SkullMammothmon,СкулМаммонмон,,,no_wiki_match,,,
341,char_BLIMPMON,Blimpmon,Блимпмон,,,no_wiki_match,,,
342,char_MASTERBLIMPMON,MasterBlimpmon,МастерБлимпмон,,,no_wiki_match,,,
343,char_DORIMON,Dorimon,Доримон,Dorimon,Доримон,ok,candidate,Dorimon,https://digimon.fandom.com/ru/wiki/Dorimon
344,char_DINOHUMON,Dinohyumon,Динохьюмон,Dinohumon,Динохьюмон,ok,candidate,Dinohumon,https://digimon.fandom.com/ru/wiki/Dinohumon
345,char_LOADERLIOMON,LoaderLeomon,Лоадер Лиомон,Loader Liomon,Лоадер Лиомон,ok,candidate,Loaderliomon,https://digimon.fandom.com/ru/wiki/Loader_Liomon
346,char_JEWELBEEMON,JewelBeemon,Джуэлбимон,Jewelbeemon,Джуэлбимон,ok,candidate,JewelBeemon,https://digimon.fandom.com/ru/wiki/Jewelbeemon
347,char_AGUMON_KIZUNA,Agumon (Bond of Bravery),Агумон (узы храбрости),Agumon,Агумон,different,candidate,Agumon,https://digimon.fandom.com/ru/wiki/Agumon
348,char_GABUMON_KIZUNA,Gabumon (Bond of Friendship),Габумон (узы дружбы),Gabumon,Габумон,different,candidate,Gabumon,https://digimon.fandom.com/ru/wiki/Gabumon
349,char_GREATGRYZMON,GreatGrizzlymon,ГрейтГриззлимон,,,no_wiki_match,,,
350,char_CHARISMON,Callismon,Каллисмон,Callismon,Каллисмон,ok,candidate,Callismon,https://digimon.fandom.com/ru/wiki/Callismon
351,char_CHARISMON_LAST,Callismon,Каллисмон,Callismon,Каллисмон,ok,candidate,Callismon,https://digimon.fandom.com/ru/wiki/Callismon
352,char_UNDEADPLUTOMON,ZombiePlutomon,ЗомбиПлутомон,,,no_wiki_match,,,
353,char_PYOCOMON,Yokomon,Пьёкомон,Pyocomon,Пьёкомон,ok,candidate,Pyocomon,https://digimon.fandom.com/ru/wiki/Pyocomon
354,char_TANEMON,Tanemon,Танэмон,Tanemon,Танэмон,ok,candidate,Tanemon,https://digimon.fandom.com/ru/wiki/Tanemon
355,char_PUKAMON,Bukamon,Пукамон,Pukamon,Пукамон,ok,candidate,Pukamon,https://digimon.fandom.com/ru/wiki/Pukamon
356,char_NYAROMON,Nyaromon,Няромон,Nyaromon,Няромон,ok,candidate,Nyaromon,https://digimon.fandom.com/ru/wiki/Nyaromon
357,char_YUNIMON,Unimon,Юнимон,Unimon,Юнимон,ok,candidate,Unimon,https://digimon.fandom.com/ru/wiki/Unimon
358,char_ELECMON,Elecmon,Элекмон,Elecmon,Элекмон,ok,candidate,Elecmon,https://digimon.fandom.com/ru/wiki/Elecmon
359,char_PAGUMON,Pagumon,Пагумон,Pagumon,Пагумон,ok,candidate,Pagumon,https://digimon.fandom.com/ru/wiki/Pagumon
360,char_GAZIMON,Gazimon,Газимон,Gazimon,Газимон,ok,candidate,Gazimon,https://digimon.fandom.com/ru/wiki/Gazimon
361,char_HYOKOMON,Hyokomon,Хёкомон,Hyokomon,Хёкомон,ok,candidate,Hyokomon,https://digimon.fandom.com/ru/wiki/Hyokomon
362,char_BURAIMON,Buraimon,Бураимон,Buraimon,Бураимон,ok,candidate,Buraimon,https://digimon.fandom.com/ru/wiki/Buraimon
363,char_BUTEN,Butenmon,Бутенмон,Butenmon,Бутенмон,ok,candidate,Butenmon,https://digimon.fandom.com/ru/wiki/Butenmon
364,char_NANOMON,Datamon,Датамон,,,no_wiki_match,,,
365,char_SHAMAMON,Shamamon,Шамамон,Shamamon,Шамамон,ok,candidate,Shamamon,https://digimon.fandom.com/ru/wiki/Shamamon
366,char_SNOWGOBURIMON,SnowGoblimon,Сноу Гобуримон,Snow Goburimon,Сноу Гобуримон,ok,candidate,Snowgoburimon,https://digimon.fandom.com/ru/wiki/Snow_Goburimon
367,char_FUGAMON,Fugamon,Фугамон,,,no_wiki_match,,,
368,char_HYOUGAMON,Hyogamon,Хиогамон,,,no_wiki_match,,,
369,char_OTAMAMON,Otamamon,Отамамон,Otamamon,Отамамон,ok,candidate,Otamamon,https://digimon.fandom.com/ru/wiki/Otamamon
370,char_FANTOMON,Phantomon,Фантомон,Fantomon,Фантомон,ok,candidate,Fantomon,https://digimon.fandom.com/ru/wiki/Fantomon
371,char_FLYMON,Flymon,Флаймон,Flymon,Флаймон,ok,candidate,Flymon,https://digimon.fandom.com/ru/wiki/Flymon
372,char_MAMMON,Mammothmon,Маммон,Mammon,Маммон,ok,candidate,Mammon,https://digimon.fandom.com/ru/wiki/Mammon
373,char_MAMMON_BIG,Mammothmon,Маммон,Mammon,Маммон,ok,candidate,Mammon,https://digimon.fandom.com/ru/wiki/Mammon
374,char_RAREMON,Raremon,Рэйрмон,Raremon,Рэйрмон,ok,candidate,Raremon,https://digimon.fandom.com/ru/wiki/Raremon
375,char_DOKUGUMON,Dokugumon,Докугумон,Dokugumon,Докугумон,ok,candidate,Dokugumon,https://digimon.fandom.com/ru/wiki/Dokugumon
376,char_GIZAMON,Gizamon,Гизамон,Gizamon,Гизамон,ok,candidate,Gizamon,https://digimon.fandom.com/ru/wiki/Gizamon
377,char_GOTTSUMON,Gotsumon,Готцумон,Gottsumon,Готцумон,ok,candidate,Gottsumon,https://digimon.fandom.com/ru/wiki/Gottsumon
378,char_PUMPMON,Pumpkinmon,Пампмон,Pumpmon,Пампмон,ok,candidate,Pumpmon,https://digimon.fandom.com/ru/wiki/Pumpmon
379,char_SNIMON,Snimon,Снаймон,Snimon,Снаймон,ok,candidate,Snimon,https://digimon.fandom.com/ru/wiki/Snimon
