priority,score,package,file,key,current_text,latin_words
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,3009,No farm items to collect.,"farm, items, to, collect"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,3100,You can't save now.,"You, can't, save, now"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,3603,No space in set. Please delete.,"space, in, set, Please, delete"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,5051,The party's HP and SP have been fully recovered!,"The, party's, and, have, been, fully, recovered"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7001,{fc9Kotemon} joined the party.,"joined, the, party"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7002,{fc9Bearmon} joined the party.,"joined, the, party"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7003,{fc9Kotemon} and {fc9Bearmon} left the party.,"and, left, the, party"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7004,{fc9Divermon} joined the party.,"joined, the, party"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7005,{fc9Divermon} left the party.,"left, the, party"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7006,Obtained the keepsake jewels.,"Obtained, the, keepsake, jewels"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7009,{fc9Inori} joined the party.,"joined, the, party"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7010,{fc9Minervamon} joined the party.,"joined, the, party"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7011,{fc9Veemon} joined the party.,"joined, the, party"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7012,{fc9Veemon} left the party.,"left, the, party"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7015,{fc9Dr. Simmons} joined the party.,"joined, the, party"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7016,{fc9Dr. Simmons} left the party.,"left, the, party"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7018,{fc9Hiroko} joined the party.,"joined, the, party"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7019,{fc9Hiroko} left the party.,"left, the, party"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7020,{fc9Elecmon} and {fc9Kou} joined the party.,"and, joined, the, party"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7021,{fc9Inori} left the party.,"left, the, party"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7022,{fc9Dr. Simmons} and {fc9Kou} joined the party.,"and, joined, the, party"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7023,{fc9Dr. Simmons} and {fc9Kou} left the party.,"and, left, the, party"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7024,{fc9Takemiya} joined the party.,"joined, the, party"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7025,{fc9Takemiya} left the party.,"left, the, party"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7028,The guardian's eyes were closed.,"The, guardian's, eyes, were, closed"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7029,{fc9Kokuwamon B} joined the party.,"joined, the, party"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7030,{fc9Divermon} joined the party.,"joined, the, party"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7031,{fc9Submarimon} joined the party.,"joined, the, party"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7033,{fc9Sirenmon} joined the party.,"joined, the, party"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7034,{fc9Gryphonmon} joined the party.,"joined, the, party"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7035,{fc9Venusmon} joined the party.,"joined, the, party"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7036,{fc9Tsunomon} and {fc9Dorimon} joined the party.,"and, joined, the, party"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7037,{fc9Stolen Part x 1} has been recovered. Note: Not used.,"has, been, recovered, Note, Not, used"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7038,{fc9BlackGatomon} joined the party.,"joined, the, party"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7039,{fc9Gekomon} joined the party.,"joined, the, party"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7040,{fc9Kokuwamon A} joined the party.,"joined, the, party"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7041,{fc9Dr. Simmons and company} joined the party.,"joined, the, party"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7042,{fc9Dr. Simmons and company} left the party.,"left, the, party"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7043,{fc9Vulcanusmon} joined the party.,"joined, the, party"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7044,{fc9Vulcanusmon} left the party.,"left, the, party"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7045,{fc9Special Battery} has been retrieved.,"has, been, retrieved"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7046,{fc9Special Battery B} has been retrieved.,"has, been, retrieved"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7047,{fc9Pumpkinmon} joined the party.,"joined, the, party"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7048,{fc9GrapLeomon} joined the party.,"joined, the, party"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7050,{fc9Shurimon} joined the party.,"joined, the, party"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7051,{fc9Nefertimon} joined the party.,"joined, the, party"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7052,{fc9Lighdramon} joined the party.,"joined, the, party"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7053,{fc9Rapidmon (Armor)} joined the party.,"joined, the, party"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7054,{fc9Flamedramon} joined the party.,"joined, the, party"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7057,{fc9Bacchusmon} joined the party.,"joined, the, party"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7058,{fc9Neptunemon} joined the party.,"joined, the, party"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,7059,{fc9Neptunemon} left the party.,"left, the, party"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,9000,Press the button you want to assign to the selected action.,"Press, the, button, you, want, to, assign, to, the, selected, action"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,90000,"Game data is being installed. Please wait
until installation is complete.","Game, data, is, being, installed, Please, wait, until, installation, is, complete"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,9001,"Press the button you want to assign to the selected action.
Cancel and return to the previous screen using the Esc key.","Press, the, button, you, want, to, assign, to, the, selected, action, Cancel"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,9002,"Some controls have not been set.
Please ensure that all controls have been configured.","Some, controls, have, not, been, set, Please, ensure, that, all, controls, have"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_battle_change_01,Can't replace. You would no longer have any Digimon who can fight.,"Can't, replace, You, would, no, longer, have, any, who, can, fight"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_conversion_02,"Unable to select this Digimon.
This would remove all battle members from your party.","Unable, to, select, this, This, would, remove, all, battle, members, from, your"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_demo_01,This feature is not available in the demo version.,"This, feature, is, not, available, in, the, demo, version"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_demo_02,"You can import your save data from the demo version
into the retail version of the game.","You, can, import, your, save, data, from, the, demo, version, into, the"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_demo_03,"This mode lets you experience an adventure in Central Town,
located at the heart of the Digital World of Iliad.

This mode is available once you have completed the
Digimon Story: The Time Stranger Demo.","This, mode, lets, you, experience, an, adventure, in, Central, Town, located, at"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_demo_04,"You can now play ""Central Town - Adventure Trial"" by
selecting it from the title screen.

Enjoy the unique features offered by the retail version
of the game, including collecting, raising, and battling
Digimon, as well as exploring the Digital World.","You, can, now, play, Central, Town, Adventure, Trial, by, selecting, it, from"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_demo_05,"This mode lets you experience an adventure in Central Town, 
located in the middle of the Digital World of Iliad, as well as 
collect, raise and battle Digimon and explore the Digital World.

{fc9This mode has no save function and the data cannot be imported into the retail version.}","This, mode, lets, you, experience, an, adventure, in, Central, Town, located, in"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_demo_06,"You are attempting to overwrite save data that can be
imported into the retail version of the game with your
""Central Town - Adventure Trial"" save data.

Please save your data to another slot, or if there are
no free slots available, try deleting other data in order
to free up space.","You, are, attempting, to, overwrite, save, data, that, can, be, imported, into"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_demo_07,"This concludes the demo version.

Note: You can import your demo version save data
into the retail version of the game.","This, concludes, the, demo, version, Note, You, can, import, your, demo, version"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_digifarm_0030,You do not have enough YEN for a Quick Complete.,"You, do, not, have, enough, YEN, for, a, Quick, Complete"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_digifarm_0040,"A Digimon must be placed as a battle member.
This Digimon cannot be moved.","A, must, be, placed, as, a, battle, member, This, cannot, be, moved"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_digifarm_0050,No food can be given during training.,"food, can, be, given, during, training"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_digimoncard_deck_01,"You must progress further in the story to unlock
Cards.","You, must, progress, further, in, the, story, to, unlock, Cards"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_dlc_01,"{fc9Additional Digimon & Episode Pack 1} is now available.

To play this new content, access the {is28}{image(ui_icon_minimap_lobby)} Door of Truth
in the In-Between Theater.","is, now, available, To, play, this, new, content, access, the, Door, of"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_dlc_02,"{fc9Additional Digimon & Episode Pack 2} is now available.

To play this new content, access the {is28}{image(ui_icon_minimap_lobby)} Door of Truth
in the In-Between Theater.","is, now, available, To, play, this, new, content, access, the, Door, of"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_dlc_03,"{fc9Additional Digimon & Episode Pack 3} is now available.

To play this new content, access the {is28}{image(ui_icon_minimap_lobby)} Door of Truth
in the In-Between Theater.","is, now, available, To, play, this, new, content, access, the, Door, of"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_dlc_07,"{fc9Costume ""Public Safety Suit"" & Special Supply Set} are now available.

You can change into this costume by navigating to
Agent > Costumes on your Digivice.

You can obtain these items by navigating to
Item > Item Packs on your Digivice.","are, now, available, You, can, change, into, this, costume, by, navigating, to"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_dlc_08,"{fc9Cyber Sleuth BGM Pack} is now available.

You can change to this music by navigating to
System > Music Settings on your Digivice.","is, now, available, You, can, change, to, this, music, by, navigating, to"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_dlc_09,"{fc9Digimon Anime Song Pack} is now available.

You can change to this music by navigating to
System > Music Settings on your Digivice.","is, now, available, You, can, change, to, this, music, by, navigating, to"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_dlc_10,"{fc9Outer Dungeons ""The Halls of EXP, Gold, & Materials""} 
are now available.

To play this new content, talk to Mirei in the In-Between Theater.","are, now, available, To, play, this, new, content, talk, to, Mirei, in"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_dlc_12,"{fc9Costume Set ""Cyber Sleuth""} is now available.

You can change into these costumes by navigating to
Agent > Costumes on your Digivice.","is, now, available, You, can, change, into, these, costumes, by, navigating, to"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_dlc_13,"{fc9Costume Set ""Swimwear""} is now available.

You can change into these costumes by navigating to
Agent > Costumes on your Digivice.","is, now, available, You, can, change, into, these, costumes, by, navigating, to"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_dlc_14,"{fc9Costume Set ""Chosen Children""} is now available.

You can change into these costumes by navigating to
Agent > Costumes on your Digivice.","is, now, available, You, can, change, into, these, costumes, by, navigating, to"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_dlc_15,"{fc9Costume Set ""Digimon Costumes""} is now available.

You can change into these costumes by navigating to
Agent > Costumes on your Digivice.","is, now, available, You, can, change, into, these, costumes, by, navigating, to"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_dlc_18,"Digimon Story Time Stranger Pre-Order Bonus Pack
{fc9Costume ""Uniform of a Certain School""} is now available.

You can change into this costume by navigating to
Agent > Costumes on your Digivice.","Story, Time, Stranger, Pre-Order, Bonus, Pack, is, now, available, You, can, change"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_dlc_19,"Digimon Story Time Stranger Pre-Order Bonus Pack
{fc9Adventure Item Set} is now available.

You can obtain these items by navigating to
Item > Item Packs on your Digivice.","Story, Time, Stranger, Pre-Order, Bonus, Pack, is, now, available, You, can, obtain"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_dlc_21,"{fc9Training Item Set} is now available.

You can obtain these items by navigating to
Item > Item Packs on your Digivice.","is, now, available, You, can, obtain, these, items, by, navigating, to, Item"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_dlc_disable,"{pf(Add-ons/Add-ons/Downloadable content/Downloadable content)} could not be found stored in the save data.
Please download or purchase the following content again.

{fc9{d0}}

*If the download is in progress, please wait for it to be completed.","could, not, be, found, stored, in, the, save, data, Please, download, or"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_dlc_disable_01,"{pf(Add-ons/Add-ons/Downloadable content/Downloadable content)} could not be found stored in the save data.

Returning to the title screen.","could, not, be, found, stored, in, the, save, data, Returning, to, the"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_dlc_disable_02,"Downloadable content license has been lost.
Returning to the title screen.","Downloadable, content, license, has, been, lost, Returning, to, the, title, screen"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_dlc_itempack_01,Received the following items.,"Received, the, following, items"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_dlc_itempack_02,Received the following Digimon.,"Received, the, following"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_dlc_itempack_03,Received the following Digimon and items.,"Received, the, following, and, items"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_dlc_itempack_04,"Unable to receive any Digimon or items due to
having reached the maximum inventory capacity.","Unable, to, receive, any, or, items, due, to, having, reached, the, maximum"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_hazama_d_0010,"The conditions to take on this Outer Dungeon challenge
have not been fulfilled.","The, conditions, to, take, on, this, Outer, Dungeon, challenge, have, not, been"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_item_equipment_0010,"This equipment is equipped to all Digimon. Remove it
from an equipped Digimon with Equipment Controls
to equip it to another Digimon.","This, equipment, is, equipped, to, all, Remove, it, from, an, equipped, with"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_item_skilldisc_0010,"This Skill Disc is equipped to all Digimon. Remove it
from an equipped Digimon with Skill Disc Controls to
equip it to another Digimon.","This, Skill, Disc, is, equipped, to, all, Remove, it, from, an, equipped"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_kizunaskill_01,"You must progress further in the story to unlock
Agent Skills.","You, must, progress, further, in, the, story, to, unlock, Agent, Skills"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_kizunaskill_02,You have unlocked {fc9Cross Arts} in battle.,"You, have, unlocked, in, battle"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_load_error_01,The save data is corrupted.,"The, save, data, is, corrupted"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_load_error_02,"The save data of other users cannot be
loaded.","The, save, data, of, other, users, cannot, be, loaded"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_load_error_03,An unknown error has occurred.,"An, unknown, error, has, occurred"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_lockmenu_02,"You must progress further in the story to unlock
Load Enhancements.","You, must, progress, further, in, the, story, to, unlock, Load, Enhancements"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_lockmenu_03,"You must progress further in the story to unlock
Return to Data.","You, must, progress, further, in, the, story, to, unlock, Return, to, Data"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_lockmenu_10,"You must progress further in the story to unlock
this function.","You, must, progress, further, in, the, story, to, unlock, this, function"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_mission_01,"This mission cannot currently be advanced.
Please progress further in your Main Mission
first.","This, mission, cannot, currently, be, advanced, Please, progress, further, in, your, Main"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_nickname,Please enter the Digimon's nickname.,"Please, enter, the, Digimon's, nickname"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_reinforcement_01,"Unable to select any more material Digimon.
The enhancement limit for this Digimon has been reached.","Unable, to, select, any, more, material, The, enhancement, limit, for, this, has"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_reinforcement_02,Skill Disc obtained.,"Skill, Disc, obtained"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_reinforcement_03,Guest members cannot be enhanced.,"Guest, members, cannot, be, enhanced"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_reinforcement_04,"Unable to enhance.
No Digimon available to use as enhancement material.","Unable, to, enhance, available, to, use, as, enhancement, material"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_reinforcement_error,"No Digimon that fit the criteria for Auto-Select available.

{fc9Note: Only Digimon at Lv. 1 with no cumulative bonuses will be selected.}","that, fit, the, criteria, for, Auto-Select, available"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_reinforcement_none,Unable to Auto-Select. Max level reached.,"Unable, to, Auto-Select, Max, level, reached"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_save_error_01,"Not enough free space to save data.
Please free up some space and try again.","Not, enough, free, space, to, save, data, Please, free, up, some, space"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_save_error_02,"Not enough free space to save data.
Please free up some space and try again.","Not, enough, free, space, to, save, data, Please, free, up, some, space"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_save_error_03,"The save data of other users cannot be
overwritten.","The, save, data, of, other, users, cannot, be, overwritten"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_save_error_04,An unknown error has occurred.,"An, unknown, error, has, occurred"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_save_error_05,"The game cannot be started due to
insufficient free space for auto save. Please
free up some space and try again.","The, game, cannot, be, started, due, to, insufficient, free, space, for, auto"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_save_error_06,The save data list is corrupted.,"The, save, data, list, is, corrupted"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_setup_01,Can't move. Your box is full.,"Can't, move, Your, box, is, full"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_transfer_01,"Your save data has been successfully imported.

If you wish to continue your game from the demo version,
select Continue from the title screen.","Your, save, data, has, been, successfully, imported, If, you, wish, to, continue"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_unequip_01,"Removed skill discs and equipment from box
farm members.","Removed, skill, discs, and, equipment, from, box, farm, members"
high,8,app_text01,text/info_message.mbe/000_Sheet1.csv,info_message_xartsset_01,"You must progress further in the story to unlock
Cross Arts.","You, must, progress, further, in, the, story, to, unlock, Cross, Arts"
high,8,app_text01,text/item_auto_explanation.mbe/000_Sheet1.csv,10,Battle/Field Use,"Battle, Field, Use"
high,8,app_text01,text/item_auto_explanation.mbe/000_Sheet1.csv,17,Warp to base *Unused,"Warp, to, base, Unused"
high,8,app_text01,text/item_auto_explanation.mbe/000_Sheet1.csv,18,Warp to dungeon entrance *Unused,"Warp, to, dungeon, entrance, Unused"
high,8,app_text01,text/item_auto_explanation.mbe/000_Sheet1.csv,21,"Changes personality to ""{d0}"" *Unused","Changes, personality, to, Unused"
high,8,app_text01,text/item_auto_explanation.mbe/000_Sheet1.csv,26,Extends level limit by {d0},"Extends, level, limit, by"
high,8,app_text01,text/item_auto_explanation.mbe/000_Sheet1.csv,27,Extends stat limit by {d0},"Extends, stat, limit, by"
high,8,app_text01,text/item_auto_explanation.mbe/000_Sheet1.csv,38,Increases HP boost from training by {d0},"Increases, boost, from, training, by"
high,8,app_text01,text/item_auto_explanation.mbe/000_Sheet1.csv,39,Increases SP boost from training by {d0},"Increases, boost, from, training, by"
high,8,app_text01,text/item_auto_explanation.mbe/000_Sheet1.csv,57,SP cost of {d0} element skills -{d1}%,"cost, of, element, skills"
high,8,app_text01,text/item_auto_explanation.mbe/000_Sheet1.csv,58,Boosts EXP gained by {d0}.,"Boosts, gained, by"
high,8,app_text01,text/item_auto_explanation.mbe/000_Sheet1.csv,59,Boosts Bond gained by {d0}.,"Boosts, Bond, gained, by"
high,8,app_text01,text/item_auto_explanation.mbe/000_Sheet1.csv,60,Boosts item drop rate by {d0}%.,"Boosts, item, drop, rate, by"
high,8,app_text01,text/item_auto_explanation.mbe/000_Sheet1.csv,61,Boosts money obtained by {d0}%.,"Boosts, money, obtained, by"
high,8,app_text01,text/item_auto_explanation.mbe/000_Sheet1.csv,62,Recovers HP by {d0}% at the start of each turn.,"Recovers, by, at, the, start, of, each, turn"
high,8,app_text01,text/item_auto_explanation.mbe/000_Sheet1.csv,63,Recovers SP by {d0}% at the start of each turn.,"Recovers, by, at, the, start, of, each, turn"
high,8,app_text01,text/item_auto_explanation.mbe/000_Sheet1.csv,64,Recovers HP by {d0}% upon victory in battle.,"Recovers, by, upon, victory, in, battle"
high,8,app_text01,text/item_auto_explanation.mbe/000_Sheet1.csv,65,Recovers SP by {d0}% upon victory in battle.,"Recovers, by, upon, victory, in, battle"
high,8,app_text01,text/item_auto_explanation.mbe/000_Sheet1.csv,66,Boosts effects of HP recovery by {d0}% when in battle.,"Boosts, effects, of, recovery, by, when, in, battle"
high,8,app_text01,text/item_auto_explanation.mbe/000_Sheet1.csv,67,Boosts effects of SP recovery by {d0}% when in battle.,"Boosts, effects, of, recovery, by, when, in, battle"
high,8,app_text01,text/item_auto_explanation.mbe/000_Sheet1.csv,68,Reduces damage taken when guarding by {d0}%.,"Reduces, damage, taken, when, guarding, by"
high,8,app_text01,text/item_auto_explanation.mbe/000_Sheet1.csv,69,{d0}% chance to negate all damage when guarding.,"chance, to, negate, all, damage, when, guarding"
high,8,app_text01,text/item_auto_explanation.mbe/000_Sheet1.csv,70,Recovers HP equal to {d0}% of damage dealt when Attacking.,"Recovers, equal, to, of, damage, dealt, when, Attacking"
high,8,app_text01,text/item_auto_explanation.mbe/000_Sheet1.csv,71,Recovers SP equal to {d0}% of damage dealt when Attacking.,"Recovers, equal, to, of, damage, dealt, when, Attacking"
high,8,app_text01,text/item_auto_explanation.mbe/000_Sheet1.csv,72,Gives {d0} chance to apply {d1} when Attacking.,"Gives, chance, to, apply, when, Attacking"
high,8,app_text01,text/item_auto_explanation.mbe/000_Sheet1.csv,73,Attacking deals magic damage.,"Attacking, deals, magic, damage"
high,8,app_text01,text/item_auto_explanation.mbe/000_Sheet1.csv,74,Attacking deals speed damage.,"Attacking, deals, speed, damage"
high,8,app_text01,text/item_auto_explanation.mbe/000_Sheet1.csv,75,"Attacks have a {d0}% chance of hitting
{d1} times","Attacks, have, a, chance, of, hitting, times"
high,8,app_text01,text/item_auto_explanation.mbe/000_Sheet1.csv,77,"Skill SP cost {d1}%, damage +{d0}%","Skill, cost, damage"
high,8,app_text01,text/item_auto_explanation.mbe/000_Sheet1.csv,78,"Consumes {d0}% of SP to negate all
damage","Consumes, of, to, negate, all, damage"
high,8,app_text01,text/item_auto_explanation.mbe/000_Sheet1.csv,79,"{d0}% of physical damage is converted
to SP","of, physical, damage, is, converted, to"
high,8,app_text01,text/item_auto_explanation.mbe/000_Sheet1.csv,80,"{d0}% of magic damage is converted to
SP","of, magic, damage, is, converted, to"
high,8,app_text01,text/item_auto_explanation.mbe/000_Sheet1.csv,81,Nullifies incoming damage less than {d0}% of Max HP.,"Nullifies, incoming, damage, less, than, of, Max"
high,8,app_text01,text/item_auto_explanation.mbe/000_Sheet1.csv,84,Elemental weakness damage +{d0}%,"Elemental, weakness, damage"
high,8,app_text01,text/item_auto_explanation.mbe/000_Sheet1.csv,85,Cross Art damage +{d0}%,"Cross, Art, damage"
high,8,app_text01,text/item_auto_explanation.mbe/000_Sheet1.csv,88,"Boosts enhancement effect by {d0}% during
break.","Boosts, enhancement, effect, by, during, break"
high,8,app_text01,text/item_auto_explanation.mbe/000_Sheet1.csv,89,Damage from {d0} type -{d1}%,"Damage, from, type"
high,8,app_text01,text/item_auto_explanation.mbe/000_Sheet1.csv,90,Applies {d1} to user at start of battle.,"Applies, to, user, at, start, of, battle"
high,8,app_text01,text/skill_name.mbe/000_Sheet1.csv,11013,Damaged by skill recoil!,"Damaged, by, skill, recoil"
high,8,app_text01,text/skill_name.mbe/000_Sheet1.csv,11014,{d0} has forgotten itself!,"has, forgotten, itself"
high,8,app_text01,text/skill_name.mbe/000_Sheet1.csv,11015,{d0} has forgotten itself!,"has, forgotten, itself"
high,8,app_text01,text/skill_name.mbe/000_Sheet1.csv,11028,Wind of Regeneration,"Wind, of, Regeneration"
high,8,app_text01,text/skill_name.mbe/000_Sheet1.csv,11031,Wind of Energy,"Wind, of, Energy"
high,8,app_text01,text/skill_name.mbe/000_Sheet1.csv,11032,Cheer of Regeneration,"Cheer, of, Regeneration"
high,8,app_text01,text/skill_name.mbe/000_Sheet1.csv,11033,Cheer of Energy,"Cheer, of, Energy"
high,8,app_text01,text/skill_name.mbe/000_Sheet1.csv,11034,Wind of Healing,"Wind, of, Healing"
high,8,app_text01,text/skill_name.mbe/000_Sheet1.csv,12003,{d0} has been damaged by poison!,"has, been, damaged, by, poison"
high,8,app_text01,text/skill_name.mbe/000_Sheet1.csv,12006,{d0} is paralyzed and can't move!,"is, paralyzed, and, can't, move"
high,8,app_text01,text/skill_name.mbe/000_Sheet1.csv,12105,{d0} can't move due to recoil!,"can't, move, due, to, recoil"
high,8,app_text01,text/skill_name.mbe/000_Sheet1.csv,12106,{d0} is downed from the impact!,"is, downed, from, the, impact"
high,8,app_text01,text/skill_name.mbe/000_Sheet1.csv,12126,{d0} is losing motivation!,"is, losing, motivation"
high,8,app_text01,text/skill_name.mbe/000_Sheet1.csv,20322,Eye of the Gorgon,"Eye, of, the, Gorgon"
high,8,app_text01,text/skill_name.mbe/000_Sheet1.csv,20391,Dead or Alive,"Dead, or, Alive"
high,8,app_text01,text/skill_name.mbe/000_Sheet1.csv,20401,Gift of Darkness,"Gift, of, Darkness"
high,8,app_text01,text/skill_name.mbe/000_Sheet1.csv,20491,Flashy Boss Punch,"Flashy, Boss, Punch"
high,8,app_text01,text/skill_name.mbe/000_Sheet1.csv,20721,Fist of the Beast King,"Fist, of, the, Beast, King"
high,8,app_text01,text/skill_name.mbe/000_Sheet1.csv,20752,Wave of Depth,"Wave, of, Depth"
