#	id	english_name	russian_name
496	char_TANKDRAMON	Tankdramon	Танкдрамон
497	char_DARKDRAMON	Darkdramon	Даркдрамон
498	char_CHAOSMON	Chaosmon	Хаосмон
499	char_VALKYRIMON	Valkyrimon	Валькиримон
500	char_KERPYMON_BAD	Cherubimon (Black)	Керубимон (Чёрный)
501	char_BEELZEMON_BM	Beelzemon BM	Вельземон БМ
502	char_BEELZEMON_BM_BIG	Beelzemon BM	Вельземон БМ
503	char_SHINEGREYMON_BM	ShineGreymon BM	ШайнГреймон БМ
504	char_MIRAGEGAOGAMON_BM	MirageGaogamon BM	МиражГаогамон БМ
505	char_RAVEMON_BM	Ravemon BM	Равемон БМ
506	char_ROSEMON_BM	Rosemon BM	Роузмон БМ
507	char_VULCANUS_LIGHTARM	Right Arm	Правая Рука
508	char_VULCANUS_LEFTARM	Left Arm	Левая Рука
509	char_CHRONOMONROBO_COMPLETE	Giant Slayer	Гигант Слейер
510	char_CHRONOMON_BOSS_EVENT	Chronomon	Хрономон
511	char_CHRONOMON_BOSS	Chronomon	Хрономон
512	char_CHRONOMON_BOSS_WING	Chronomon (Wings)	Хрономон (Крылья)
513	char_CHRONOMON_BOSS_ADD_RIGHTWING	Chronomon (R. Muzzle)	Хрономон (П. Морда)
514	char_CHRONOMON_BOSS_ADD_LEFTWING	Chronomon (L. Muzzle)	Хрономон (Л. Морда)
515	char_CHRONOMON_BOSS_LEFTARM	Chronomon (Left Arm)	Хрономон (Левая рука)
516	char_CHRONOMON_BOSS_CORE	Chronomon (Core)	Хрономон (Ядро)
517	char_CHRONOMON_BOSS_RIGHTWING	Chronomon (Right Wing)	Хрономон (Правое крыло)
518	char_CHRONOMON_BOSS_LEFTWING	Chronomon (Left Wing)	Хрономон (Левое крыло)
519	char_CHRONOMON_BOSS_LEFTARM1	Chronomon (Error A)	Хрономон (Ошибка A)
520	char_CHRONOMON_BOSS_LEFTARM2	Chronomon (Error B)	Хрономон (Ошибка B)
521	char_CHRONOMON_BOSS_LEFTARM3	Chronomon (Error C)	Хрономон (Ошибка C)
522	char_CHRONOMON_BOSS_LEFTARM4	Chronomon (Error D)	Хрономон (Ошибка D)
523	char_CHRONOMON_BOSS_LEFTARM5	Chronomon (Error E)	Хрономон (Ошибка E)
524	char_CHRONOMON_BOSS_LEFTARM6	Chronomon (Error F)	Хрономон (Ошибка F)
525	char_BLACKSHADOW	Dark Shadow	Темная Тень
526	char_SHARKMON_BOSS	Sharkmon	Шаркмон
527	char_SHARKMON_BOSS_ADD	Sharkmon (Jasper)	Шаркмон (Джаспер)
528	char_SHARKMON	Sharkmon	Шаркмон
529	char_SKULLSEADRAMON	SkullSeadramon	СкулСидрамон
530	char_SKULLSEADRAMON_BOSS	SkullSeadramon	СкулСидрамон
531	char_SKULLSEADRAMON_ADD	SkullSeadramon (Core)	СкулСидрамон (Ядро)
532	char_RAREMON_BIG	Raremon	Рэармон
533	char_CYCLONEMON_BIG	Cyclonemon	Циклонемон
534	char_GREYMON_BIG_BL	Greymon (Blue)	Греймон (Синий)
535	char_GREYMON_BIG_BL_ADD	Greymon (Blue) (Head Shell)	Греймон (Синий) (Головной убор)
536	char_SKULLBALUCHIMON_TITAMON	Titamon + SkullBaluchimon	Титамон + СкаллБалучимон
537	char_SKULLBALUCHIMON_TITAMON_BIG	Titamon + SkullBaluchimon	Титамон + СкаллБалучимон
538	char_UNDEADPLUTOMON_BOSS	ZombiePlutomon	ЗомбиПлутомон
539	char_UNDEADPLUTOMON_BOSS_ADD1	ZombiePlutomon (Right Shoulder)	ЗомбиПлутомон (Правое плечо)
540	char_UNDEADPLUTOMON_BOSS_ADD2	ZombiePlutomon (Left Shoulder)	ЗомбиПлутомон (Левое плечо)
541	char_UNDEADPLUTOMON_BOSS_ADD3	ZombiePlutomon (Right Hip)	ЗомбиПлутомон (Правое бедро)
542	char_UNDEADPLUTOMON_BOSS_ADD4	ZombiePlutomon (Left Hip)	ЗомбиПлутомон (Левое бедро)
543	char_CHARISMON_ADD	Callismon (Gun)	Каллисмон (Пистолет)
544	char_DIANAMON_ADD	Dianamon & the Goodnight Sisters	Дайанамон и сестры Гуднайт
545	char_LOCOMON_EVENT	Locomon (Event)	Локомон (Событие)
546	char_ULTIMATEBRAKIMON_BIG	UltimateBrachiomon	УльтимаБрачиомон
547	char_ENBARRMON	Enbarrmon	Энбаррмон
548	char_ENBARRMON_BIG	Enbarrmon	Энбаррмон
549	char_ENBARRMON_CRANIAMON	Craniamon + Enbarrmon	Краниамон + Энбаррмон
550	char_ENBARRMON_CRANIAMON_E	Craniamon + Enbarrmon	Краниамон + Энбаррмон
551	char_BLIMPMON_RAMP	Blimpmon (Trap)	Блимпмон (Ловушка)
552	char_MASTERBLIMPMON_RAMP	MasterBlimpmon (Trap)	МастерБлимпмон (Ловушка)
553	char_PARROTMON_BIG	Parrotmon	Пэрэтмон
554	char_PARROTMON_BIG_ADD	Parrotmon (Crested)	Пэрэтмон (Гребень)
555	char_VULCANUSMON_ADD	Vulcanusmon	Вулканусмон
556	char_METALGREYMON_BIG_BL	MetalGreymon (Blue)	МеталлГреймон (Синий)
557	char_WHAMON_BIG	Whamon	Вамон
558	char_NEPTUNEMON_BIG	Neptunemon	Нептунемон
559	char_MERCURYMON_BIG	Merukimon	Мерукимон
560	char_OMEGAMON_BIG	Omnimon	Омнимон
561	char_APOLLOMON_BIG	Apollomon	Аполломон
562	char_CERESMON_BIG	Ceresmon	Церемон
563	char_PLUTOMON_BIG	Plutomon	Плутомон
564	char_JUPITERMON_BIG	Jupitermon	Юпитермон
565	char_JUPITERMON_WRATHMODE_BIG	Jupitermon WM	Юпитермон WM
566	char_KUWAGAMON_BIG	Kuwagamon	Кувагамон
567	char_UKKOMON	Ukkomon	Уккомон
568	char_ORGEMON_BOSS	Ogremon	Огремон
569	char_FUGAMON_BOSS	Fugamon	Фугамон
570	char_HYOUGAMON_BOSS	Hyogamon	Хиогамон
