id,english_name,before,after,source_type,source_url,confidence,note
char_BETAMON,Betamon,Бетамон,Бэтамон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Betamon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_LUCEMON,Lucemon,Люцемон,Люцимон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Lucemon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_ORGEMON,Ogremon,Огремон,Оргмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Orgemon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_KYUBIMON,Kyubimon,Кюбимон,Кьюбимон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Kyubimon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_DORUGAMON,Dorugamon,Доругамон,ДОРУгамон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/DORUgamon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_V-DRAMON,Veedramon,Ведрамон,Ви-драмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/V-dramon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_GEKOMON,Gekomon,Гекомон,Гэкомон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Gekomon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_AEROVEEDRAMON,AeroVeedramon,АэроВидрамон,Аэро Ви-драмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Aero_V-dramon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_SKULLGREYMON,SkullGreymon,СкулГреймон,Скалл Греймон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Skull_Greymon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_SKULLGREYMON_BIG,SkullGreymon,СкулГреймон,Скалл Греймон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Skull_Greymon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_DEATHMERAMON,SkullMeramon,СкулМерамон,Дес Мерамон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Death_Meramon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_PAILDRAMON,Paildramon,Пайлдрамон,Пейлдрамон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Paildramon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_PICKLEMON,Piximon,Пиксимон,Пикмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Pickmon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_VADEMON,Vademon,Вадемон,Вейдмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Vademon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_METALMAMEMON,MetalMamemon,МеталМамемон,Металл Мамемон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Metal_Mamemon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_PARROTMON,Parrotmon,Пэрэтмон,Пэрротмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Parrotmon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_ULFORCEVDRAMON,UlforceVeedramon,АльфорсВидрамон,Алфорс Ви-драмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Ulforce_V-dramon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_ULFORCEVDRAMON_BIG,UlforceVeedramon,АльфорсВидрамон,Алфорс Ви-драмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Ulforce_V-dramon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_IMPERIALDRAMON_FM,Imperialdramon FM,Империалдрамон FM,Империалдрамон: Режим Бойца,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Imperialdramon%3A_Fighter_Mode,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_IMPERIALDRAMON_PM,Imperialdramon PM,Империалдрамон FM,Империалдрамон: Режим Паладина,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Imperialdramon%3A_Paladin_Mode,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_SABERLEOMON,SaberLeomon,СаберЛеомон,Сэйбер Леомон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Saber_Leomon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_PIEDMON,Piedmon,Пьемонт,Пьемон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Piemon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_PINOCHIMON,Puppetmon,Пуппетмон,Пиноккимон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Pinochimon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_METALSEADRAMON,MetalSeadramon,МеталСидрамон,Металл Сидрамон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Metal_Seadramon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_LUCEMON_SM,Lucemon SM,Люцемон СМ,Люцимон: режим Сатаны,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Lucemon%3A_Satan_Mode,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_LUCEMON_SM_BIG,Lucemon SM,Люцемон СМ,Люцимон: режим Сатаны,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Lucemon%3A_Satan_Mode,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_TITAMON_2,Titamon (Berserk),Титамон (Берсерк),Титамон (берсерк),ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Titamon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_TITAMON_ADD,Titamon (Berserk) (Twin Blades),Титамон (Берсерк) (Двойные Клинки),Титамон (двойные клинки),ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Titamon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_TITAMON_TWIN BLADE,Titamon (Twin Blades),Титамон (Двойные лезвия),Титамон (двойные лезвия),ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Titamon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_HOLYDRAMON,Magnadramon,Магнадрамон,Холидрамон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Holydramon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_WASPMON,Waspmon,Осмон,Васпмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Waspmon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_REVOLMON,Deputymon,Депутимон,Револьмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Revolmon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_DRACUMON,Dracmon,Дракомон,Дракумон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Dracumon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_DINOHUMON,Dinohyumon,Диногьюмон,Динохьюмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Dinohumon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_LOADERLIOMON,LoaderLeomon,ЛоудерЛеомон,Лоадер Лиомон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Loader_Liomon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_AGUMON_KIZUNA,Agumon (Bond of Bravery),Агумон (Узы Храбрости),Агумон (узы храбрости),ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Agumon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_GABUMON_KIZUNA,Gabumon (Bond of Friendship),Габумон (Узы дружбы),Габумон (узы дружбы),ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Gabumon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_CHARISMON,Callismon,Каллисон,Каллисмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Callismon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_CHARISMON_LAST,Callismon,Каллисон,Каллисмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Callismon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_PYOCOMON,Yokomon,Йокомон,Пьёкомон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Pyocomon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_TANEMON,Tanemon,Танемон,Танэмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Tanemon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_PUKAMON,Bukamon,Букамон,Пукамон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Pukamon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_YUNIMON,Unimon,Унимон,Юнимон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Unimon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_HYOKOMON,Hyokomon,Хекомон,Хёкомон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Hyokomon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_BURAIMON,Buraimon,Бураймон,Бураимон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Buraimon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_SNOWGOBURIMON,SnowGoblimon,СноуГоблимон,Сноу Гобуримон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Snow_Goburimon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_FLYMON,Flymon,Флимон,Флаймон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Flymon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_MAMMON,Mammothmon,Мамонтомон,Маммон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Mammon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_MAMMON_BIG,Mammothmon,Мамонтомон,Маммон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Mammon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_RAREMON,Raremon,Редмон,Рэйрмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Raremon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_GOTTSUMON,Gotsumon,Готсумон,Готцумон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Gottsumon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_PUMPMON,Pumpkinmon,Памкинмон,Пампмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Pumpmon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_SNIMON,Snimon,Снимон,Снаймон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Snimon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_MEDIEVALDUKEMON,MedievalGallantmon,МедивалГаллантмон,Средневековый Дюкмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Medieval_Dukemon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_GRACENOVAMON,GraceNovamon,Грейсеновамон,Грейс Новамон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Grace_Novamon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_GRACENOVAMON_SUB,GraceNovamon,Грейсеновамон,Грейс Новамон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Grace_Novamon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_GRACENOVAMON_BIG,GraceNovamon,Грейсеновамон,Грейс Новамон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Grace_Novamon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_ANOMALOCARIMON,Scorpiomon,Скорпиомон,Аномалокаримон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Anomalocarimon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_ANOMALOCARIMON_BIG,Scorpiomon,Скорпиомон,Аномалокаримон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Anomalocarimon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_HANGYOMON,Divermon,Дивермон,Хангёмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Hangyomon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_HANGYOMON_SCAR,Divermon,Дивермон,Хангёмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Hangyomon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_HANGYOMON_SCARF,Divermon,Дивермон,Хангёмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Hangyomon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_MUSHMON,Mushroomon,Машрумон,Машмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Mushmon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_CLAVISANGEMON,ClavisAngemon,КлависАнгемон,Клавис Ангемон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Clavis_Angemon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_CLAVISANGEMON_BIG,ClavisAngemon,КлависАнгемон,Клавис Ангемон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Clavis_Angemon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_MECHANORIMON,Mekanorimon,Меканоримон,Механоримон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Mechanorimon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_PENMON,Penmon,Пенмон,Пинмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Penmon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_TSUMEMON,Tsumemon,Цумемон,Цумэмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Tsumemon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_MAGNAGARURUMON_SEPARATION,MagnaGarurumon (Detached),МагнаГарурумон (Открепленный),Магна Гарурумон (открепленный),ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Magna_Garurumon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_AGNIMON,Agunimon,Агунимон,Агнимон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Agnimon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_KAISERGREYMON,EmperorGreymon,ИмпериорГреймон,Кайзер Греймон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Kaiser_Greymon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_MAGNAGARURUMON,MagnaGarurumon,МагнаГарурумон,Магна Гарурумон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Magna_Garurumon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_VRITRAMON,BurningGreymon,БёрнингГреймон,Вритрамон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Vritramon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_WOLFMON,Lobomon,Лобомон,Вольфмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Wolfmon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_GARUMMON,KendoGarurumon,КендоГарурумон,Гаруммон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Garummon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_OMEGASHOUTMON,OmniShoutmon,ОмниШаутмон,Омега Шаутмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Omega_Shoutmon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_GANKOOMON,Gankoomon,Ганкумон,Гэнкумон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Gankoomon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_ZUBAEAGERMON,ZubaEagermon,Зубагермон,Зубаигермон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Zubaeagermon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_LOADKNIGHTMON,LordKnightmon,ЛордНайтмон,Лорд Найтмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Lord_Knightmon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_LOADKNIGHTMON_BIG,LordKnightmon,ЛордНайтмон,Лорд Найтмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Lord_Knightmon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_HAWKMON,Hawkmon,Хокмон,Хоукмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Hawkmon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_TOYAGUMON,ToyAgumon,Тойагумон,Той Агумон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Toy_Agumon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_TOYAGUMON_BIG,ToyAgumon,Тойагумон,Той Агумон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Toy_Agumon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_YATAGARAMON,Crowmon,Кромон,Ятагарамон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Yatagaramon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_BRAKIMON,Brachiomon,Брахиомон,Брахимон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Brachiomon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_IMPERIALDRAMON_DM,Imperialdramon DM,Империалдрамон ДМ,Империалдрамон: Режим дракона,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Imperialdramon%3A_Dragon_Mode,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_DIANAMON,Dianamon,Дайанамон,Дианамон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Dianamon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_DIANAMON_BIG,Dianamon,Дайанамон,Дианамон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Dianamon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_KERPYMON_GOOD,Cherubimon (Good),Керубимон (Добрый),Херувимон (Добродетельный),ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Cherubimon_%28Virtue%29,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_DYNASMON,Dynasmon,Династмон,Динасмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Dynasmon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_DYNASMON_BIG,Dynasmon,Династмон,Динасмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Dynasmon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_DUFTMON,Leopardmon,Леопардмон,Дуфтмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Duftmon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_DUFTMON_BIG,Leopardmon,Леопардмон,Дуфтмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Duftmon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_SAINTGALGOMON,MegaGargomon,МегаГаргомон,Сен Гальгомон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Saint_Galgomon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_SAINTGALGOMON_BIG,MegaGargomon,МегаГаргомон,Сен Гальгомон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Saint_Galgomon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_DUFTMON_LM,Leopardmon LM,Леопардмон ЛМ,Дуфтмон: Режим леопарда,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Duftmon%3A_Leopard_Mode,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_KUZUHAMON,Kuzuhamon,Кузухамон,Кудзухамон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Kuzuhamon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_INSEKIMON,Meteormon,Метеормон,Инсэкимон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Insekimon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_OMEGAMON_ZWART,Omnimon Zwart,Омнимон Цварт,Омегамон Цварт,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Omegamon_Zwart,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_GUARDROMON_GL,Guardromon (Gold),Гардромон (Золотой),Гардромон (золотой),ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Guardromon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_ALPHAMON_OURYUKEN,Alphamon: Ouryuken,Альфамон: Оурюкен,Альфамон: Орюкен,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Alphamon%3A_Ouryuken,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_KERPYMON_BAD,Cherubimon (Black),Керубимон (Чёрный),Херувимон (Порочный),ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Cherubimon_%28Vice%29,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_MIRAGEGAOGAMON_BM,MirageGaogamon BM,МиражГаогамон БМ,Мираж Гаогамон: Взрывной режим,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Mirage_Gaogamon%3A_Burst_Mode,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_RAREMON_BIG,Raremon,Рэармон,Рэйрмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Raremon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_GREYMON_BIG_BL_ADD,Greymon (Blue) (Head Shell),Греймон (Синий) (Головной убор),Греймон (головной убор),ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Greymon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_CHARISMON_ADD,Callismon (Gun),Каллисмон (Пистолет),Каллисмон (пистолет),ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Callismon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_DIANAMON_ADD,Dianamon & the Goodnight Sisters,Дайанамон и сестры Гуднайт,Дианамон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Dianamon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_LOCOMON_EVENT,Locomon (Event),Локомон (Событие),Локомон (событие),ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Locomon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_ENBARRMON_CRANIAMON,Craniamon + Enbarrmon,Краниамон + Энбаррмон,Энбаррмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Enbarrmon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_ENBARRMON_CRANIAMON_E,Craniamon + Enbarrmon,Краниамон + Энбаррмон,Энбаррмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Enbarrmon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_PARROTMON_BIG,Parrotmon,Пэрэтмон,Пэрротмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Parrotmon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_PARROTMON_BIG_ADD,Parrotmon (Crested),Пэрэтмон (Гребень),Пэрротмон (гребень),ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Parrotmon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_METALGREYMON_BIG_BL,MetalGreymon (Blue),МеталлГреймон (Синий),Металл Греймон (синий),ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Metal_Greymon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_WHAMON_BIG,Whamon,Вамон,Уэмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Whamon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_NEPTUNEMON_BIG,Neptunemon,Нептунемон,Нептунмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Neptunemon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_OMEGAMON_BIG,Omnimon,Омнимон,Омегамон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Omegamon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_JUPITERMON_WRATHMODE_BIG,Jupitermon WM,Юпитермон WM,Юпитермон: Режим гнева,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Jupitermon%3A_Wrath_Mode,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
char_ORGEMON_BOSS,Ogremon,Огремон,Оргмон,ru_digimon_fandom,https://digimon.fandom.com/ru/wiki/Orgemon,medium,Changed to the selected Russian Digimon Wiki/Fandom form during the name localization pass.
