package,file,speaker,speaker_name,dialogue_rows,observed_ru_gender,male_first_person_forms,female_first_person_forms,source_pronoun_gender,source_male_evidence,source_female_evidence,source_samples
patch_text01,message/m390.mbe/000_Sheet1.csv,char_VULCANUSMON,Вулканусмон,15,unknown,0,0,male,4,0,"When Vulcanusmon finally got to visit, he connected with humans, exchanged knowledge and friendship with them, and truly enjoyed his time there. || However, that joy ended up being short-lived. Tragedy befell Vulcanusmon, as he found himself captured by humans with villainous intent. || Not only was Vulcanusmon used as a test subject, but in a true display of horror, his body was assimilated into the weapon."
patch_text01,message/m300.mbe/000_Sheet1.csv,char_WITCHMON,Витчмон,15,female,0,1,unknown,0,0,
patch_text01,message/m390.mbe/000_Sheet1.csv,char_AEGIOMON,Эгиомон,14,male,3,0,male,1,0,"Aegiomon was the demon created by Chronomon, the surrogate meant to inherit his power to tamper with time."
patch_text01,message/d02.mbe/000_Sheet1.csv,char_BAKUMON,Бакумон,14,male,1,0,unknown,0,0,
patch_text01,message/m150.mbe/000_Sheet1.csv,char_BLIMPMON,Блимпмон,14,unknown,0,0,unknown,0,0,
patch_text01,message/battle.mbe/000_Sheet1.csv,char_DIANAMON,Дианамон,14,unknown,0,0,unknown,0,0,
patch_text01,message/m410.mbe/000_Sheet1.csv,char_JUNOMON_HYSTERICMODE,Юномон: Истерический режим,14,unknown,0,0,unknown,0,0,
patch_text01,message/s095_077.mbe/000_Sheet1.csv,char_LOADERLIOMON,Лоадер Лиомон,14,unknown,0,0,unknown,0,0,
patch_text01,message/m030.mbe/000_Sheet1.csv,char_MINERVAMON,Минервамон,14,unknown,0,0,unknown,0,0,
patch_text01,message/m440.mbe/000_Sheet1.csv,char_MINERVAMON,Минервамон,14,female,0,1,unknown,0,0,
patch_text01,message/s110_094.mbe/000_Sheet1.csv,char_PLUTOMON,Плутомон,14,unknown,0,0,unknown,0,0,
patch_text01,message/d02.mbe/000_Sheet1.csv,char_SILPHYMON,Сильфимон,14,male,3,0,unknown,0,0,
patch_text01,message/d11.mbe/000_Sheet1.csv,char_AEGIOMON,Эгиомон,13,male,1,0,unknown,0,0,
addcont_01_text01,message/d150.mbe/000_Sheet1.csv,char_AEGIOMON,Эгиомон,13,unknown,0,0,unknown,0,0,
patch_text01,message/m290.mbe/000_Sheet1.csv,char_AEGIOMON,Эгиомон,13,unknown,0,0,unknown,0,0,
patch_text01,message/d02.mbe/000_Sheet1.csv,char_ARCHNEMON,Арахнемон,13,female,0,1,unknown,0,0,
patch_text01,message/battle.mbe/000_Sheet1.csv,char_BACCHUSMON,Вакхмон,13,unknown,0,0,unknown,0,0,
patch_text01,message/d04.mbe/000_Sheet1.csv,char_BACCHUSMON,Вакхмон,13,unknown,0,0,male,2,0,It seems Bacchusmon is in a good mood. He probably wouldn't let you get away very easily. || Perhaps you may be able to do something about this situation. Bacchusmon is just ahead. Could you please talk to him?
patch_text01,message/s070_167.mbe/000_Sheet1.csv,char_BEELZEBUMON,Вельзевумон,13,unknown,0,0,male,1,0,The issue isn't that simple. Defeating Beelzemon as he is now won't solve anything.
addcont_03_text01,message/d340.mbe/000_Sheet1.csv,char_DORUMON,Дорумон,13,male,3,0,unknown,0,0,
patch_text01,message/d02.mbe/000_Sheet1.csv,char_EX-TYRANOMON,Экс-Тираномон,13,male,1,0,unknown,0,0,
patch_text01,message/d02.mbe/000_Sheet1.csv,char_FALCOMON,Фалькомон,13,male,1,0,unknown,0,0,
patch_text01,message/d04.mbe/000_Sheet1.csv,char_GRIFFOMON,Гриффомон,13,male,2,0,unknown,0,0,
patch_text01,message/m150.mbe/000_Sheet1.csv,char_GUARDROMON,Гардромон,13,male,1,0,unknown,0,0,
patch_text01,message/d05.mbe/000_Sheet1.csv,char_GUARDROMON_GL,Гардромон (золотой),13,male,1,0,unknown,0,0,
patch_text01,message/s110_113.mbe/000_Sheet1.csv,char_JESMON,Джесмон,13,unknown,0,0,unknown,0,0,
patch_text01,message/battle.mbe/000_Sheet1.csv,char_JUNOMON,Юномон,13,unknown,0,0,unknown,0,0,
patch_text01,message/m420.mbe/000_Sheet1.csv,char_JUNOMON,Юномон,13,female,0,1,unknown,0,0,
patch_text01,message/d09.mbe/000_Sheet1.csv,char_KAMEMON,Камемон,13,male,1,0,unknown,0,0,
patch_text01,message/m120.mbe/000_Sheet1.csv,char_KNIGHTMON,Найтмон,13,male,2,0,unknown,0,0,
patch_text01,message/d05.mbe/000_Sheet1.csv,char_KOKUWAMON,Кокувамон,13,male,1,0,unknown,0,0,
patch_text01,message/m030.mbe/000_Sheet1.csv,char_LUNAMON,Лунамон,13,unknown,0,0,unknown,0,0,
patch_text01,message/rumor_npc.mbe/000_Sheet1.csv,char_NANIMON,Нанимон,13,male,1,0,unknown,0,0,
patch_text01,message/m280.mbe/000_Sheet1.csv,char_NEPTUNEMON,Нептунмон,13,unknown,0,0,unknown,0,0,
patch_text01,message/d06.mbe/000_Sheet1.csv,char_ORGEMON,Оргмон,13,unknown,0,0,unknown,0,0,
patch_text01,message/s050_176.mbe/000_Sheet1.csv,char_PHARAOHMON,Фараомон,13,unknown,0,0,unknown,0,0,
patch_text01,message/s050_043.mbe/000_Sheet1.csv,char_SOLARMON,Солармон,13,unknown,0,0,unknown,0,0,
patch_text01,message/d02.mbe/000_Sheet1.csv,char_STARMON,Стармон,13,unknown,0,0,unknown,0,0,
patch_text01,message/m310.mbe/000_Sheet1.csv,char_STINGMON,Стингмон,13,male,1,0,unknown,0,0,
patch_text01,message/battle.mbe/000_Sheet1.csv,char_VENUSMON,Венусмон,13,unknown,0,0,unknown,0,0,
patch_text01,message/s910_169.mbe/000_Sheet1.csv,char_WENDIMON,Вендимон,13,unknown,0,0,unknown,0,0,
patch_text01,message/d09.mbe/000_Sheet1.csv,char_WHAMON,Уэмон,13,male,2,0,unknown,0,0,
patch_text01,message/d05.mbe/000_Sheet1.csv,char_AEGIOMON,Эгиомон,12,male,1,0,unknown,0,0,
patch_text01,message/m110.mbe/000_Sheet1.csv,char_AEGIOMON,Эгиомон,12,male,1,0,male,1,0,"Aegiomon says he woke up here, then made his way to us..."
patch_text01,message/m140.mbe/000_Sheet1.csv,char_AEGIOMON,Эгиомон,12,unknown,0,0,unknown,0,0,
patch_text01,message/m230.mbe/000_Sheet1.csv,char_AEGIOMON,Эгиомон,12,male,1,0,unknown,0,0,
patch_text01,message/m250.mbe/000_Sheet1.csv,char_AEGIOMON,Эгиомон,12,male,1,0,unknown,0,0,
patch_text01,message/s110_098.mbe/000_Sheet1.csv,char_AGUMON,Агумон,12,unknown,0,0,unknown,0,0,
patch_text01,message/s030_029.mbe/000_Sheet1.csv,char_DUFTMON,Дуфтмон,12,male,1,0,unknown,0,0,
patch_text01,message/m420.mbe/000_Sheet1.csv,char_JUPITERMON,Юпитермон,12,male,2,0,unknown,0,0,
patch_text01,message/battle.mbe/000_Sheet1.csv,char_MARSMON,Марсмон,12,male,1,0,unknown,0,0,
patch_text01,message/d12.mbe/000_Sheet1.csv,char_MERCURYMON,Меркуримон,12,male,1,0,male,4,0,"If you're looking for Lord Merukimon, he's just further ahead. You should go see him. || Merukimon's body can hold out no longer. That fact has put urgency behind his decision. || But never mind that. You're looking to meet with Lord Merukimon, right? Well, you're in luck! He's inside."
patch_text01,message/m400.mbe/000_Sheet1.csv,char_PUMPMON,Пампмон,12,male,1,0,unknown,0,0,
patch_text01,message/m080.mbe/000_Sheet1.csv,char_VADEMON,Вейдмон,12,unknown,0,0,unknown,0,0,
addcont_01_text01,message/d110.mbe/000_Sheet1.csv,char_AEGIOMON,Эгиомон,11,unknown,0,0,unknown,0,0,
patch_text01,message/t03.mbe/000_Sheet1.csv,char_AEGIOMON,Эгиомон,11,unknown,0,0,unknown,0,0,
addcont_03_text01,message/d350.mbe/000_Sheet1.csv,char_ALPHAMON,Альфамон,11,unknown,0,0,unknown,0,0,
patch_text01,message/d05.mbe/000_Sheet1.csv,char_ANKYLOMON,Анкиломон,11,unknown,0,0,unknown,0,0,
patch_text01,message/d06.mbe/000_Sheet1.csv,char_APOLLOMON,Аполломон,11,unknown,0,0,unknown,0,0,
patch_text01,message/s010_180.mbe/000_Sheet1.csv,char_BEELSTARMON,Вель Стармон,11,female,0,1,unknown,0,0,
patch_text01,message/m440.mbe/000_Sheet1.csv,char_CHRONOMON_BOSS_EVENT,Хрономон,11,unknown,0,0,unknown,0,0,
patch_text01,message/d02.mbe/000_Sheet1.csv,char_GOTTSUMON,Готцумон,11,unknown,0,0,unknown,0,0,
patch_text01,message/s200_150.mbe/000_Sheet1.csv,char_METALSEADRAMON,Металл Сидрамон,11,male,1,0,unknown,0,0,
patch_text01,message/s910_170.mbe/000_Sheet1.csv,char_MILLENNIUMON,Милленниумон,11,unknown,0,0,unknown,0,0,
patch_text01,message/m150.mbe/000_Sheet1.csv,char_MINERVAMON,Минервамон,11,female,0,1,unknown,0,0,
patch_text01,message/t04.mbe/000_Sheet1.csv,char_MINERVAMON,Минервамон,11,female,0,1,unknown,0,0,
patch_text01,message/battle.mbe/000_Sheet1.csv,char_NANIMON,Нанимон,11,unknown,0,0,unknown,0,0,
patch_text01,message/battle.mbe/000_Sheet1.csv,char_NEPTUNEMON,Нептунмон,11,unknown,0,0,unknown,0,0,
patch_text01,message/d02.mbe/000_Sheet1.csv,char_PANDAMON,Пандамон,11,unknown,0,0,unknown,0,0,
patch_text01,message/battle.mbe/000_Sheet1.csv,char_PLUTOMON,Плутомон,11,unknown,0,0,unknown,0,0,
patch_text01,message/d02.mbe/000_Sheet1.csv,char_REPPAMON,Реппамон,11,unknown,0,0,unknown,0,0,
patch_text01,message/d09.mbe/000_Sheet1.csv,char_ROSEMON,Роузмон,11,unknown,0,0,unknown,0,0,
patch_text01,message/d03.mbe/000_Sheet1.csv,char_SHAKOMON,Сякомон,11,unknown,0,0,unknown,0,0,
patch_text01,message/d05.mbe/000_Sheet1.csv,char_SOLARMON,Солармон,11,male,1,0,unknown,0,0,
patch_text01,message/d04.mbe/000_Sheet1.csv,char_SUNFLOWMON,Санфлаумон,11,female,0,1,unknown,0,0,
patch_text01,message/m240.mbe/000_Sheet1.csv,char_WEREGARURUMON,ВерГарурумон,11,unknown,0,0,unknown,0,0,
patch_text01,message/d11.mbe/000_Sheet1.csv,char_AEGIOCHUSMON,Эгиохмон,10,unknown,0,0,unknown,0,0,
patch_text01,message/m200.mbe/000_Sheet1.csv,char_AEGIOCHUSMON,Эгиохмон,10,unknown,0,0,unknown,0,0,
patch_text01,message/m410.mbe/000_Sheet1.csv,char_APOLLOMON,Аполломон,10,unknown,0,0,unknown,0,0,
patch_text01,message/rumor_npc.mbe/000_Sheet1.csv,char_CATCHMAMEMON,КатчМамаемон,10,unknown,0,0,unknown,0,0,
patch_text01,message/battle.mbe/000_Sheet1.csv,char_CERESMON_MEDIUM,Сересмон Медиум,10,unknown,0,0,unknown,0,0,
patch_text01,message/d05.mbe/000_Sheet1.csv,char_DARKSUPERSTARMON,Дарк Суперстармон,10,unknown,0,0,unknown,0,0,
patch_text01,message/d06.mbe/000_Sheet1.csv,char_DIANAMON,Дианамон,10,female,0,1,unknown,0,0,
patch_text01,message/d06.mbe/000_Sheet1.csv,char_FUGAMON,Фугамон,10,unknown,0,0,unknown,0,0,
patch_text01,message/rumor_npc.mbe/000_Sheet1.csv,char_FUNBEEMON,Фанбимон,10,unknown,0,0,unknown,0,0,
patch_text01,message/s010_003.mbe/000_Sheet1.csv,char_GUILMON,Гилмон,10,unknown,0,0,unknown,0,0,
patch_text01,message/m140.mbe/000_Sheet1.csv,char_HAGURUMON,Хагурумон,10,unknown,0,0,unknown,0,0,
patch_text01,message/digimon_chat.mbe/000_Sheet1.csv,char_LUCEMON,Люцимон,10,unknown,0,0,unknown,0,0,
patch_text01,message/rumor_npc.mbe/000_Sheet1.csv,char_MUCHOMON,Мучомон,10,unknown,0,0,unknown,0,0,
patch_text01,message/rumor_npc.mbe/000_Sheet1.csv,char_OCTMON,Октомон,10,unknown,0,0,unknown,0,0,
patch_text01,message/m180.mbe/000_Sheet1.csv,char_PALMON,Пальмон,10,female,0,2,unknown,0,0,
patch_text01,message/d09.mbe/000_Sheet1.csv,char_PICKLEMON,Пикмон,10,unknown,0,0,unknown,0,0,
patch_text01,message/d09.mbe/000_Sheet1.csv,char_PIYOMON,Пиёмон,10,male,2,0,unknown,0,0,
patch_text01,message/d02.mbe/000_Sheet1.csv,char_PUNIMON,Пунимон,10,unknown,0,0,unknown,0,0,
patch_text01,message/d12.mbe/000_Sheet1.csv,char_AEGIOMON,Эгиомон,9,unknown,0,0,unknown,0,0,
patch_text01,message/m130.mbe/000_Sheet1.csv,char_AEGIOMON,Эгиомон,9,unknown,0,0,unknown,0,0,
patch_text01,message/m240.mbe/000_Sheet1.csv,char_AEGIOMON,Эгиомон,9,unknown,0,0,unknown,0,0,
patch_text01,message/m330.mbe/000_Sheet1.csv,char_AEGIOMON,Эгиомон,9,unknown,0,0,unknown,0,0,
patch_text01,message/t04.mbe/000_Sheet1.csv,char_AEGIOMON,Эгиомон,9,unknown,0,0,male,3,0,Aegiomon... said he wanted to be alone and headed up to the roof. || Aegiomon's not here. Did he go downstairs already? || I'll try talking to Aegiomon a little more when he wakes up.
patch_text01,message/s110_101.mbe/000_Sheet1.csv,char_BREAKDRAMON,Брейкдрамон,9,unknown,0,0,unknown,0,0,
patch_text01,message/d05.mbe/000_Sheet1.csv,char_CLOCKMON,Клокмон,9,unknown,0,0,unknown,0,0,
patch_text01,message/d03.mbe/000_Sheet1.csv,char_DAGOMON,Дагомон,9,male,1,0,unknown,0,0,
patch_text01,message/arena01.mbe/000_Sheet1.csv,char_DEATHMERAMON,Дес Мерамон,9,male,2,0,unknown,0,0,
patch_text01,message/d02.mbe/000_Sheet1.csv,char_GUNDRAMON,Гандрамон,9,unknown,0,0,unknown,0,0,
patch_text01,message/d06.mbe/000_Sheet1.csv,char_HYOUGAMON,Хёгамон,9,unknown,0,0,unknown,0,0,
patch_text01,message/s110_094.mbe/000_Sheet1.csv,char_IMPERIALDRAMON_FM,Империалдрамон: Режим Бойца,9,unknown,0,0,unknown,0,0,
patch_text01,message/d04.mbe/000_Sheet1.csv,char_LILLYMON,Лилимон,9,female,0,3,unknown,0,0,
patch_text01,message/d02.mbe/000_Sheet1.csv,char_MINERVAMON,Минервамон,9,unknown,0,0,female,0,2,"What? Minervamon? Ehh, she's probably with Merukimon. || Minervamon, the owner of this house, is not here... ...but I've seen her sister Lunamon around."
patch_text01,message/m100.mbe/000_Sheet1.csv,char_MINERVAMON,Минервамон,9,female,0,1,unknown,0,0,
patch_text01,message/d03.mbe/000_Sheet1.csv,char_NEPTUNEMON,Нептунмон,9,male,3,0,unknown,0,0,
patch_text01,message/d02.mbe/000_Sheet1.csv,char_PRINCEMAMEMON,ПринцМамемон,9,male,1,0,unknown,0,0,
patch_text01,message/m120.mbe/000_Sheet1.csv,char_RENAMON,Ренамон,9,unknown,0,0,unknown,0,0,
patch_text01,message/d09.mbe/000_Sheet1.csv,char_SHARKMON_BOSS,Шаркмон,9,male,1,0,unknown,0,0,
patch_text01,message/d05.mbe/000_Sheet1.csv,char_TANKMON,Танкмон,9,unknown,0,0,unknown,0,0,
patch_text01,message/d02.mbe/000_Sheet1.csv,char_VEGIMON,Вегимон,9,unknown,0,0,unknown,0,0,
addcont_01_text01,message/d120.mbe/000_Sheet1.csv,char_AEGIOMON,Эгиомон,8,unknown,0,0,unknown,0,0,
patch_text01,message/d05.mbe/000_Sheet1.csv,char_ANDROMON,Андромон,8,male,1,0,unknown,0,0,
patch_text01,message/s095_078.mbe/000_Sheet1.csv,char_ANDROMON,Андромон,8,unknown,0,0,unknown,0,0,
patch_text01,message/d04.mbe/000_Sheet1.csv,char_ATLURKABUTERIMON,АтлаКабутеримон,8,male,1,0,unknown,0,0,
addcont_02_text01,message/d230.mbe/000_Sheet1.csv,char_BANCHOLEOMON,БанхоЛеомон,8,unknown,0,0,unknown,0,0,
addcont_02_text01,message/d240.mbe/000_Sheet1.csv,char_BANCHOLEOMON,БанхоЛеомон,8,unknown,0,0,unknown,0,0,
addcont_02_text01,message/d250.mbe/000_Sheet1.csv,char_BANCHOLEOMON,БанхоЛеомон,8,unknown,0,0,unknown,0,0,
patch_text01,message/s010_180.mbe/000_Sheet1.csv,char_BLACKTAILMON,Блэк Теилмон,8,unknown,0,0,unknown,0,0,
patch_text01,message/d02.mbe/000_Sheet1.csv,char_CATCHMAMEMON,КатчМамаемон,8,male,1,0,unknown,0,0,
patch_text01,message/m410.mbe/000_Sheet1.csv,char_DIANAMON,Дианамон,8,unknown,0,0,unknown,0,0,
patch_text01,message/m430.mbe/000_Sheet1.csv,char_DIANAMON,Дианамон,8,unknown,0,0,unknown,0,0,
addcont_03_text01,message/d320.mbe/000_Sheet1.csv,char_DORUMON,Дорумон,8,unknown,0,0,unknown,0,0,
patch_text01,message/field_text.mbe/000_Sheet1.csv,char_EBEMON,ЭБЭмон,8,unknown,0,0,unknown,0,0,
patch_text01,message/d02.mbe/000_Sheet1.csv,char_FANTOMON,Фантомон,8,unknown,0,0,unknown,0,0,
patch_text01,message/d03.mbe/000_Sheet1.csv,char_GANIMON,Ганимон,8,unknown,0,0,unknown,0,0,
patch_text01,message/d04.mbe/000_Sheet1.csv,char_GARUDAMON,Гарудамон,8,unknown,0,0,unknown,0,0,
patch_text01,message/rumor_npc.mbe/000_Sheet1.csv,char_GEKOMON,Гэкомон,8,unknown,0,0,unknown,0,0,
patch_text01,message/rumor_npc.mbe/000_Sheet1.csv,char_GOBURIMON,Гобуримон,8,male,1,0,unknown,0,0,
patch_text01,message/s110_101.mbe/000_Sheet1.csv,char_GUARDROMON,Гардромон,8,male,1,0,unknown,0,0,
patch_text01,message/d02.mbe/000_Sheet1.csv,char_IMPMON,Импмон,8,male,1,0,unknown,0,0,
patch_text01,message/s110_111.mbe/000_Sheet1.csv,char_JESMON,Джесмон,8,male,1,0,male,2,0,"Impossible! Jesmon may be late a lot, but he's competitive and hates to lose, so no. || If ya find Jesmon, could ya let him know that I'm waiting?"
patch_text01,message/d06.mbe/000_Sheet1.csv,char_JUNOMON,Юномон,8,unknown,0,0,female,0,1,Junomon has been acting strangely ever since being separated from the Great Guardian and having the treasure stolen from her...
patch_text01,message/s030_183.mbe/000_Sheet1.csv,char_JYUREIMON,Дзюреймон,8,male,1,0,male,1,0,"Cherrymon won't listen to me, so can you try talking to him instead?"
patch_text01,message/d02.mbe/000_Sheet1.csv,char_LEOMON,Леомон,8,unknown,0,0,unknown,0,0,
patch_text01,message/m130.mbe/000_Sheet1.csv,char_LUNAMON,Лунамон,8,female,0,1,unknown,0,0,
patch_text01,message/d02.mbe/000_Sheet1.csv,char_MAMEMON,Мамемон,8,male,1,0,unknown,0,0,
patch_text01,message/m010.mbe/000_Sheet1.csv,char_METALGREYMON,Металл Греймон,8,unknown,0,0,unknown,0,0,
patch_text01,message/d02.mbe/000_Sheet1.csv,char_MINOTAURMON,Минотарумон,8,male,1,0,unknown,0,0,
patch_text01,message/d02.mbe/000_Sheet1.csv,char_MUMMYMON,Мумимон,8,male,1,0,unknown,0,0,
patch_text01,message/field_text.mbe/000_Sheet1.csv,char_MUSHMON,Машмон,8,unknown,0,0,unknown,0,0,
patch_text01,message/s200_148.mbe/000_Sheet1.csv,char_PATAMON,Патамон,8,male,1,0,unknown,0,0,
patch_text01,message/d09.mbe/000_Sheet1.csv,char_PEGASMON,Пегасмон,8,unknown,0,0,unknown,0,0,
patch_text01,message/t04.mbe/000_Sheet1.csv,char_PEGASMON,Пегасмон,8,unknown,0,0,unknown,0,0,
patch_text01,message/d02.mbe/000_Sheet1.csv,char_SHOUTMON,Шаутмон,8,male,1,0,unknown,0,0,
patch_text01,message/m400.mbe/000_Sheet1.csv,char_SOCERIMON,Сорсеримон,8,unknown,0,0,unknown,0,0,
patch_text01,message/d02.mbe/000_Sheet1.csv,char_TANEMON,Танэмон,8,unknown,0,0,unknown,0,0,
patch_text01,message/battle.mbe/000_Sheet1.csv,char_TITAMON,Титамон,8,unknown,0,0,male,2,0,"All signs indicate Titamon is stopping time. Normally, that would be impossible... but with the treasure in his grasp... || Titamon likely charges up his power while time is stopped. How can we counter that...?"
patch_text01,message/rumor_npc.mbe/000_Sheet1.csv,char_TOYAGUMON,Той Агумон,8,unknown,0,0,unknown,0,0,
patch_text01,message/s020_013.mbe/000_Sheet1.csv,char_VENUSMON,Венусмон,8,unknown,0,0,unknown,0,0,
patch_text01,message/m310.mbe/000_Sheet1.csv,char_XV-MON,ИксВи-мон,8,unknown,0,0,unknown,0,0,
patch_text01,message/field_text.mbe/000_Sheet1.csv,char_YUKIDARUMON,Юкидарумон,8,unknown,0,0,unknown,0,0,
patch_text01,message/m060.mbe/000_Sheet1.csv,char_AEGIOMON,Эгиомон,7,unknown,0,0,unknown,0,0,
patch_text01,message/m160.mbe/000_Sheet1.csv,char_AEGIOMON,Эгиомон,7,unknown,0,0,unknown,0,0,
patch_text01,message/rumor_npc.mbe/000_Sheet1.csv,char_AEGIOMON,Эгиомон,7,unknown,0,0,unknown,0,0,
patch_text01,message/s200_150.mbe/000_Sheet1.csv,char_AEGIOMON,Эгиомон,7,unknown,0,0,unknown,0,0,
patch_text01,message/d07.mbe/000_Sheet1.csv,char_BAKEMON,Бакэмон,7,unknown,0,0,unknown,0,0,
patch_text01,message/d02.mbe/000_Sheet1.csv,char_BLACKKINGNUMEMON,БлэкКингНумемон,7,unknown,0,0,unknown,0,0,
patch_text01,message/m100.mbe/000_Sheet1.csv,char_BLACKTAILMON,Блэк Теилмон,7,unknown,0,0,unknown,0,0,
patch_text01,message/d05.mbe/000_Sheet1.csv,char_CAPROMON,Капримон,7,unknown,0,0,unknown,0,0,
patch_text01,message/d09.mbe/000_Sheet1.csv,char_CERESMON_MEDIUM,Сересмон Медиум,7,female,0,1,unknown,0,0,
patch_text01,message/m130.mbe/000_Sheet1.csv,char_CORONAMON,Коронамон,7,unknown,0,0,unknown,0,0,
patch_text01,message/s110_211.mbe/000_Sheet1.csv,char_CRANIAMON,Краниуммон,7,male,1,0,unknown,0,0,
patch_text01,message/d02.mbe/000_Sheet1.csv,char_DARKSUPERSTARMON,Дарк Суперстармон,7,unknown,0,0,unknown,0,0,
patch_text01,message/d02.mbe/000_Sheet1.csv,char_DIGITAMAMON,Дигитамамон,7,unknown,0,0,unknown,0,0,
patch_text01,message/s110_211.mbe/000_Sheet1.csv,char_DUKEMON,Дюкмон,7,unknown,0,0,unknown,0,0,
patch_text01,message/s110_098.mbe/000_Sheet1.csv,char_GABUMON,Габумон,7,unknown,0,0,unknown,0,0,
patch_text01,message/d02.mbe/000_Sheet1.csv,char_GAWAPPAMON,Гаваппамон,7,unknown,0,0,unknown,0,0,
patch_text01,message/m430.mbe/000_Sheet1.csv,char_GRACENOVAMON,Грейс Новамон,7,male,1,0,unknown,0,0,
patch_text01,message/rumor_npc.mbe/000_Sheet1.csv,char_HAGURUMON,Хагурумон,7,unknown,0,0,unknown,0,0,
patch_text01,message/s110_102.mbe/000_Sheet1.csv,char_JUMBOGAMEMON,ДжамбоГамемон,7,male,1,0,unknown,0,0,
patch_text01,message/d02.mbe/000_Sheet1.csv,char_KNIGHTMON,Найтмон,7,male,1,0,unknown,0,0,
patch_text01,message/d05.mbe/000_Sheet1.csv,char_MERAMON,Мерамон,7,unknown,0,0,unknown,0,0,
patch_text01,message/d06.mbe/000_Sheet1.csv,char_MINERVAMON,Минервамон,7,unknown,0,0,unknown,0,0,
patch_text01,message/d02.mbe/000_Sheet1.csv,char_NANIMON,Нанимон,7,male,1,0,unknown,0,0,
patch_text01,message/s010_156.mbe/000_Sheet1.csv,char_OMEGAMON,Омегамон,7,unknown,0,0,unknown,0,0,
patch_text01,message/m130.mbe/000_Sheet1.csv,char_ORGEMON,Оргмон,7,unknown,0,0,unknown,0,0,
patch_text01,message/rumor_npc.mbe/000_Sheet1.csv,char_PALMON,Пальмон,7,unknown,0,0,unknown,0,0,
patch_text01,message/d04.mbe/000_Sheet1.csv,char_PINOCHIMON,Пиноккимон,7,male,2,0,unknown,0,0,
patch_text01,message/d03.mbe/000_Sheet1.csv,char_PLESIOMON,Плезиомон,7,unknown,0,0,unknown,0,0,
patch_text01,message/s090_072.mbe/000_Sheet1.csv,char_PUKAMON,Пукамон,7,male,2,0,unknown,0,0,
patch_text01,message/s070_056.mbe/000_Sheet1.csv,char_PUNIMON,Пунимон,7,male,2,0,unknown,0,0,
addcont_01_text01,message/d120.mbe/000_Sheet1.csv,char_RANAMON,Ранамон,7,female,0,1,unknown,0,0,
patch_text01,message/field_text.mbe/000_Sheet1.csv,char_RANAMON,Ранамон,7,female,0,1,unknown,0,0,
patch_text01,message/d02.mbe/000_Sheet1.csv,char_RAVEMON,Равемон,7,unknown,0,0,male,1,0,Ravemon is incredible... He took out all those tough opponents in one go.
patch_text01,message/s050_043.mbe/000_Sheet1.csv,char_REVOLMON,Револьмон,7,unknown,0,0,unknown,0,0,
patch_text01,message/rumor_npc.mbe/000_Sheet1.csv,char_SHAMAMON,Шамамон,7,unknown,0,0,unknown,0,0,
patch_text01,message/d02.mbe/000_Sheet1.csv,char_SKULLSATAMON,Скалл Сатамон,7,male,1,0,unknown,0,0,
patch_text01,message/d02.mbe/000_Sheet1.csv,char_SOLARMON,Солармон,7,male,2,0,unknown,0,0,
patch_text01,message/s050_041.mbe/000_Sheet1.csv,char_SOLARMON,Солармон,7,male,2,0,unknown,0,0,
patch_text01,message/d05.mbe/000_Sheet1.csv,char_STINGMON,Стингмон,7,unknown,0,0,unknown,0,0,
patch_text01,message/m190.mbe/000_Sheet1.csv,char_TITAMON,Титамон,7,unknown,0,0,unknown,0,0,
patch_text01,message/s030_029.mbe/000_Sheet1.csv,char_TONOSAMAGEKOMON,Тоносама Гэкомон,7,unknown,0,0,male,4,0,"ShogunGekomon hones his mind and spirit before a show. He will be in the sanctuary. || If ShogunGekomon isn't there, go find him! I need you to help me out with this, okay? || ShogunGekomon should be in the sanctuary honing his mind and spirit. Go bring him here!"
patch_text01,message/m300.mbe/000_Sheet1.csv,char_TYRANTKABUTERIMON,Тиран Кабутеримон,7,unknown,0,0,unknown,0,0,
patch_text01,message/d09.mbe/000_Sheet1.csv,char_WARUSEADRAMON,ВарСидрамон,7,unknown,0,0,unknown,0,0,
patch_text01,message/d02.mbe/000_Sheet1.csv,char_WEREGARURUMON,ВерГарурумон,7,unknown,0,0,unknown,0,0,
patch_text01,message/m170.mbe/000_Sheet1.csv,char_WHAMON,Уэмон,7,unknown,0,0,unknown,0,0,
patch_text01,message/m410.mbe/000_Sheet1.csv,char_WITCHMON,Витчмон,7,female,0,1,unknown,0,0,
patch_text01,message/d02.mbe/000_Sheet1.csv,char_ZUDOMON,Зудомон,7,unknown,0,0,unknown,0,0,
patch_text01,message/m235.mbe/000_Sheet1.csv,char_AEGIOMON,Эгиомон,6,unknown,0,0,unknown,0,0,
patch_text01,message/d01.mbe/000_Sheet1.csv,char_APOLLOMON,Аполломон,6,unknown,0,0,male,3,0,It was the right thing to do! We gotta actually get to Lord Apollomon first before we can talk to him! || Apollomon was so angry he scared me senseless... I wonder what happened... || Lord Apollomon just knocked everyone down like bowling pins! And then he melted right through the wall!
patch_text01,message/d05.mbe/000_Sheet1.csv,char_ARMADILLOMON,Армадимон,6,male,1,0,unknown,0,0,
patch_text01,message/s070_167.mbe/000_Sheet1.csv,char_BEELZEMON_BM,Вельзевумон: Бласт-режим,6,unknown,0,0,unknown,0,0,
patch_text01,message/d02.mbe/000_Sheet1.csv,char_DRACUMON,Дракумон,6,unknown,0,0,unknown,0,0,
