priority,category,reason,match,scope,package,file,line,key,speaker,source_en,current_ru
3,machine_phrase,довольно/действительно/различные перегруз,действительно,dialogue,patch_text01,message/d04.mbe/000_Sheet1.csv,150,f_d0404_0080_0020,char_LILAMON,"Я знаю, да? Выглядело действительно опасно! Интересно, что это
было...","Я знаю, да? Выглядело действительно опасно! Интересно, что это
было..."
3,machine_phrase,довольно/действительно/различные перегруз,действительно,dialogue,patch_text01,message/d04.mbe/000_Sheet1.csv,233,f_d0404_0300_0010,char_PINOCHIMON,"Чувак, какая потрясающая вечеринка! Все трое действительно
выросли!","Чувак, какая потрясающая вечеринка! Все трое действительно
выросли!"
3,machine_phrase,довольно/действительно/различные перегруз,довольно,dialogue,patch_text01,message/d04.mbe/000_Sheet1.csv,252,f_d0404_0380_0020,char_SABERLEOMON,"Прошло много времени! Рад тебя видеть. Мой внешний вид довольно
сильно изменился, как ты видишь, но у меня всё хорошо.","Прошло много времени! Рад тебя видеть. Мой внешний вид довольно
сильно изменился, как ты видишь, но у меня всё хорошо."
3,machine_phrase,довольно/действительно/различные перегруз,довольно,dialogue,patch_text01,message/d04.mbe/000_Sheet1.csv,261,f_d0404_0450_0010,char_GARUDAMON,"Ты... Ты был Аквиламоном раньше? Ты стал довольно
впечатляющим.","Ты... Ты был Аквиламоном раньше? Ты стал довольно
впечатляющим."
3,machine_phrase,довольно/действительно/различные перегруз,довольно,dialogue,patch_text01,message/d04.mbe/000_Sheet1.csv,266,f_d0404_0460_0010,char_DINOHUMON,"Я занимаюсь этим бизнесом уже давно, так что у меня довольно
хороший глаз на вещи.","Я занимаюсь этим бизнесом уже давно, так что у меня довольно
хороший глаз на вещи."
3,machine_phrase,довольно/действительно/различные перегруз,действительно,dialogue,patch_text01,message/d04.mbe/000_Sheet1.csv,296,f_d0404_9010_0040,char_FLORAMON,"Ты действительно хорош. Я могла бы кое-чему научиться у твоих
приёмов.","Ты действительно хорош. Я могла бы кое-чему научиться у твоих
приёмов."
3,machine_phrase,присутствие/наличие,присутствия,dialogue,patch_text01,message/d05.mbe/000_Sheet1.csv,43,f_d0501_0050_0230,char_KOKUWAMON_A,"До реактора на самом нижнем уровне, где находится лорд
Вулканусмон, невозможно добраться без нашего присутствия.","До реактора на самом нижнем уровне, где находится лорд
Вулканусмон, невозможно добраться без нашего присутствия."
3,machine_phrase,довольно/действительно/различные перегруз,действительно,dialogue,patch_text01,message/d05.mbe/000_Sheet1.csv,60,f_d0501_0080_0020,char_CLOCKMON,"Вы не похожи на Титанов, это точно. Но сейчас действительно не
лучшее время приходить сюда.","Вы не похожи на Титанов, это точно. Но сейчас действительно не
лучшее время приходить сюда."
3,machine_phrase,довольно/действительно/различные перегруз,действительно,dialogue,patch_text01,message/d05.mbe/000_Sheet1.csv,95,f_d0501_0170_0010,char_ANKYLOMON,"О, это вы, ребята! Спасибо за то, что было раньше. Вы
действительно спасли мою шкуру!","О, это вы, ребята! Спасибо за то, что было раньше. Вы
действительно спасли мою шкуру!"
3,machine_phrase,довольно/действительно/различные перегруз,довольно,dialogue,patch_text01,message/d05.mbe/000_Sheet1.csv,185,f_d0501_9010_0050,char_METALMAMEMON,"Вау, я выиграл. Эта колода кажется довольно хорошей, так что,
думаю, я еще немного потренируюсь с ней!","Вау, я выиграл. Эта колода кажется довольно хорошей, так что,
думаю, я еще немного потренируюсь с ней!"
3,machine_phrase,довольно/действительно/различные перегруз,действительно,dialogue,patch_text01,message/d05.mbe/000_Sheet1.csv,278,f_d0502_0200_0120,char_GUARDROMON,"..Все, что мы делаем, - это меняем местами вещи, но юным
Дигимонам это действительно нравится.","..Все, что мы делаем, - это меняем местами вещи, но юным
Дигимонам это действительно нравится."
3,machine_phrase,довольно/действительно/различные перегруз,ДОВОЛЬНО,dialogue,patch_text01,message/d05.mbe/000_Sheet1.csv,300,f_d0502_0270_0010,char_ANDROMON,"ИНФОРМАЦИЕЙ СО МНОЙ ПОДЕЛИЛИСЬ. РАЗРУШЕНИЯ,
ПО-ВИДИМОМУ, БЫЛИ ДОВОЛЬНО ОБШИРНЫМИ.","ИНФОРМАЦИЕЙ СО МНОЙ ПОДЕЛИЛИСЬ. РАЗРУШЕНИЯ,
ПО-ВИДИМОМУ, БЫЛИ ДОВОЛЬНО ОБШИРНЫМИ."
3,machine_phrase,довольно/действительно/различные перегруз,довольно,dialogue,patch_text01,message/d05.mbe/000_Sheet1.csv,453,f_d0506_0070_0010,char_STINGMON,"Я продолжаю слышать об этом ""Каллисмоне"". По-видимому, он
довольно жестокий боец.","Я продолжаю слышать об этом ""Каллисмоне"". По-видимому, он
довольно жестокий боец."
3,machine_phrase,довольно/действительно/различные перегруз,действительно,dialogue,patch_text01,message/d05.mbe/000_Sheet1.csv,471,f_d0506_0120_0030,char_XV-MON,"Вау! Теперь давление действительно усилилось, да?!","Вау! Теперь давление действительно усилилось, да?!"
3,machine_phrase,довольно/действительно/различные перегруз,действительно,dialogue,patch_text01,message/d05.mbe/000_Sheet1.csv,577,f_d0513_0070_0020,char_MARSMON,"Ты действительно сильный, ты знаешь это? Но я уверен, что я тоже
не был просто слабаком, да?","Ты действительно сильный, ты знаешь это? Но я уверен, что я тоже
не был просто слабаком, да?"
3,machine_phrase,довольно/действительно/различные перегруз,действительно,dialogue,patch_text01,message/d05.mbe/000_Sheet1.csv,583,f_d0513_0080_0020,char_MARSMON,"Вау... Ты действительно нечто особенное! Я бросил на тебя все,
что у меня было. Без шуток.","Вау... Ты действительно нечто особенное! Я бросил на тебя все,
что у меня было. Без шуток."
3,machine_phrase,довольно/действительно/различные перегруз,действительно,dialogue,patch_text01,message/d05.mbe/000_Sheet1.csv,606,f_d0551_0020_0010,char_PAGUMON,"Эй, Газимон! В Кокувамоне было действительно весело!","Эй, Газимон! В Кокувамоне было действительно весело!"
3,machine_phrase,довольно/действительно/различные перегруз,действительно,dialogue,patch_text01,message/d06.mbe/000_Sheet1.csv,84,f_d0603_0110_0090,char_WITCHMON,Ого! Теперь мы действительно разозлили его!,Ого! Теперь мы действительно разозлили его!
3,machine_phrase,присутствие/наличие,присутствие,dialogue,patch_text01,message/d06.mbe/000_Sheet1.csv,94,f_d0604_0060_0020,,"Здесь можно обнаружить присутствие непостижимого зла. Сейчас
было бы лучше держаться на некотором расстоянии.","Здесь можно обнаружить присутствие непостижимого зла. Сейчас
было бы лучше держаться на некотором расстоянии."
3,machine_phrase,довольно/действительно/различные перегруз,довольно,dialogue,patch_text01,message/d06.mbe/000_Sheet1.csv,133,f_d0604_0130_0030,char_TUNOMON_TITAMON,"Я думаю, мы должны работать вместе, малыш. У меня есть довольно
хорошая идея о том, как открывать камеры.","Я думаю, мы должны работать вместе, малыш. У меня есть довольно
хорошая идея о том, как открывать камеры."
3,machine_phrase,довольно/действительно/различные перегруз,Довольно,dialogue,patch_text01,message/d06.mbe/000_Sheet1.csv,172,f_d0604_0230_0050,char_TUNOMON_TITAMON,"Понятно... Это подделка. Довольно сложная установка, которую они
здесь устроили.","Понятно... Это подделка. Довольно сложная установка, которую они
здесь устроили."
3,machine_phrase,довольно/действительно/различные перегруз,действительно,dialogue,patch_text01,message/d06.mbe/000_Sheet1.csv,179,f_d0604_0260_0010,char_CLAVISANGEMON,"Ты! Ты действительно думаешь, что тебе все это сойдет с рук?!","Ты! Ты действительно думаешь, что тебе все это сойдет с рук?!"
3,machine_phrase,довольно/действительно/различные перегруз,действительно,dialogue,patch_text01,message/d06.mbe/000_Sheet1.csv,193,f_d0604_0270_0130,char_TUNOMON_TITAMON,"Ланамон... Ты действительно планируешь оставить нас разбираться
с этим в одиночку?!","Ланамон... Ты действительно планируешь оставить нас разбираться
с этим в одиночку?!"
3,machine_phrase,довольно/действительно/различные перегруз,действительно,dialogue,patch_text01,message/d06.mbe/000_Sheet1.csv,215,f_d0604_0300_0040,char_RANAMON,"Я была замаскирована под ангела, поэтому всё слышала. Им
действительно следует научиться держать язык за зубами.","Я была замаскирована под ангела, поэтому всё слышала. Им
действительно следует научиться держать язык за зубами."
3,machine_phrase,довольно/действительно/различные перегруз,довольно,dialogue,patch_text01,message/d06.mbe/000_Sheet1.csv,246,f_d0604_0400_0010,char_APOLLOMON,"Понятно... Значит, открыть эту камеру довольно сложная
процедура, не так ли?..","Понятно... Значит, открыть эту камеру довольно сложная
процедура, не так ли?.."
3,machine_phrase,довольно/действительно/различные перегруз,довольно,dialogue,patch_text01,message/d07.mbe/000_Sheet1.csv,62,f_d0701_0040_0010,char_RUSTTYRANOMON,Тч! Этот золотой дракон - довольно грозная сила.,Тч! Этот золотой дракон - довольно грозная сила.
3,machine_phrase,довольно/действительно/различные перегруз,довольно,dialogue,patch_text01,message/d07.mbe/000_Sheet1.csv,137,f_d0701_9000_0010,char_BAKEMON,"Бу! Ты ищешь карточную битву? Я должен предупредить тебя. Я
довольно хорош.","Бу! Ты ищешь карточную битву? Я должен предупредить тебя. Я
довольно хорош."
3,machine_phrase,довольно/действительно/различные перегруз,довольно,dialogue,patch_text01,message/d07.mbe/000_Sheet1.csv,172,f_d0703_0060_0010,char_IMPMON,"Я всегда думал, что истории Уайземона довольно длинные, но
рассказ так хорош, что я ловлю себя на том, что ловлю себя на каждом слове.","Я всегда думал, что истории Уайземона довольно длинные, но
рассказ так хорош, что я ловлю себя на том, что ловлю себя на каждом слове."
3,machine_phrase,довольно/действительно/различные перегруз,Действительно,dialogue,patch_text01,message/d07.mbe/000_Sheet1.csv,187,f_d0703_0070_0150,char_WISEMON,"Действительно, сейчас период больших перемен, но я полагаю, вы
уже знали об этом.","Действительно, сейчас период больших перемен, но я полагаю, вы
уже знали об этом."
3,machine_phrase,довольно/действительно/различные перегруз,довольно,dialogue,patch_text01,message/d07.mbe/000_Sheet1.csv,211,f_d0703_0070_0550,char_WISEMON,"...в то время как снежные гоблимоны хорошо приспособлены к
холоду. Да, я полагаю, это довольно хорошо подводит итог.","...в то время как снежные гоблимоны хорошо приспособлены к
холоду. Да, я полагаю, это довольно хорошо подводит итог."
3,machine_phrase,довольно/действительно/различные перегруз,довольно,dialogue,patch_text01,message/d07.mbe/000_Sheet1.csv,349,f_d0703_9010_0050,char_SNOWGOBURIMON,"Наконец-то я выиграл один. Все всегда были не в моей лиге, так
что у меня была довольно неудачная серия.","Наконец-то я выиграл один. Все всегда были не в моей лиге, так
что у меня была довольно неудачная серия."
3,machine_phrase,довольно/действительно/различные перегруз,довольно,dialogue,patch_text01,message/d09.mbe/000_Sheet1.csv,84,f_d0901_0120_0010,char_GEKOMON,"Наш следующий пункт назначения довольно далеко, глурп. Это будет
нелегкое путешествие, глурп...","Наш следующий пункт назначения довольно далеко, глурп. Это будет
нелегкое путешествие, глурп..."
3,machine_phrase,довольно/действительно/различные перегруз,ДЕЙСТВИТЕЛЬНО,dialogue,patch_text01,message/d09.mbe/000_Sheet1.csv,90,f_d0901_0120_0038,char_GEKOMON,"Так что же ты решил сделать? Тебе ДЕЙСТВИТЕЛЬНО нужно идти туда,
глурп?","Так что же ты решил сделать? Тебе ДЕЙСТВИТЕЛЬНО нужно идти туда,
глурп?"
3,machine_phrase,довольно/действительно/различные перегруз,действительно,dialogue,patch_text01,message/d09.mbe/000_Sheet1.csv,115,f_d0902_0030_0020,char_MARSMON,Большой брат... Это действительно ты?..,Большой брат... Это действительно ты?..
3,machine_phrase,довольно/действительно/различные перегруз,довольно,dialogue,patch_text01,message/d09.mbe/000_Sheet1.csv,126,f_d0902_0030_0130,char_CHARISMON,"Я просто отказываюсь от жизни, которая в любом случае уже была
на грани смерти. Я думаю, что это довольно небольшая цена.","Я просто отказываюсь от жизни, которая в любом случае уже была
на грани смерти. Я думаю, что это довольно небольшая цена."
3,machine_phrase,довольно/действительно/различные перегруз,действительно,dialogue,patch_text01,message/d09.mbe/000_Sheet1.csv,138,f_d0902_0040_0010,char_GEKOMON,"Чувак, глурп, это действительно тяжело... У меня тоже болит
голова, глурп.","Чувак, глурп, это действительно тяжело... У меня тоже болит
голова, глурп."
3,machine_phrase,довольно/действительно/различные перегруз,действительно,dialogue,patch_text01,message/d09.mbe/000_Sheet1.csv,148,f_d0902_0080_0010,char_CHARISMON,"Если ты действительно настаиваешь, младший брат... тогда давай
сражаться вместе, как один!","Если ты действительно настаиваешь, младший брат... тогда давай
сражаться вместе, как один!"
3,machine_phrase,довольно/действительно/различные перегруз,довольно,dialogue,patch_text01,message/d09.mbe/000_Sheet1.csv,191,f_d0903_0025_0020,char_INORI,Это довольно высоко...,Это довольно высоко...
3,machine_phrase,довольно/действительно/различные перегруз,довольно,dialogue,patch_text01,message/d09.mbe/000_Sheet1.csv,211,f_d0903_0030_0110,char_INORI,"Этот тоже находится довольно высоко, так что нам следует
использовать ту же стратегию, что и в прошлый раз.","Этот тоже находится довольно высоко, так что нам следует
использовать ту же стратегию, что и в прошлый раз."
3,machine_phrase,довольно/действительно/различные перегруз,довольно,dialogue,patch_text01,message/d09.mbe/000_Sheet1.csv,234,f_d0903_0040_0060,char_GRIFFOMON,"В следующий раз принеси ему немного того фиолетового фрукта! Он
даже выглядит ядовитым, но, держу пари, это означает, что в нем довольно много!","В следующий раз принеси ему немного того фиолетового фрукта! Он
даже выглядит ядовитым, но, держу пари, это означает, что в нем довольно много!"
3,machine_phrase,довольно/действительно/различные перегруз,довольно,dialogue,patch_text01,message/d09.mbe/000_Sheet1.csv,238,f_d0903_0040_0100,char_INORI,"Этот тоже довольно высоко. Теперь мы знаем, как это делается!","Этот тоже довольно высоко. Теперь мы знаем, как это делается!"
3,machine_phrase,довольно/действительно/различные перегруз,Действительно,dialogue,patch_text01,message/d09.mbe/000_Sheet1.csv,260,f_d0903_0045_0210,char_GRIFFOMON,"Действительно, мы знаем, что ты вполне способен постоять за себя
в бою.","Действительно, мы знаем, что ты вполне способен постоять за себя
в бою."
3,machine_phrase,довольно/действительно/различные перегруз,действительно,dialogue,patch_text01,message/d09.mbe/000_Sheet1.csv,263,f_d0903_0045_0240,char_ROSEMON,"И, благодаря тебе, мы втроем смогли немного повеселиться там.
Это действительно было давно.","И, благодаря тебе, мы втроем смогли немного повеселиться там.
Это действительно было давно."
3,machine_phrase,довольно/действительно/различные перегруз,довольно,dialogue,patch_text01,message/d09.mbe/000_Sheet1.csv,264,f_d0903_0045_0250,char_LOTOSMON,Насчет этого вы правы. Это было довольно ностальгически.,Насчет этого вы правы. Это было довольно ностальгически.
3,machine_phrase,довольно/действительно/различные перегруз,довольно,dialogue,patch_text01,message/d09.mbe/000_Sheet1.csv,265,f_d0903_0045_0260,char_GRIFFOMON,"Ха-ха... Да, я полагаю, это было довольно приятно.","Ха-ха... Да, я полагаю, это было довольно приятно."
3,machine_phrase,довольно/действительно/различные перегруз,действительно,dialogue,patch_text01,message/d09.mbe/000_Sheet1.csv,331,f_d0903_0300_0010,char_BACCHUSMON,"Унгх... Я действительно умираю с голоду... Никто не может найти
каких-нибудь фруктов, чтобы принести мне?","Унгх... Я действительно умираю с голоду... Никто не может найти
каких-нибудь фруктов, чтобы принести мне?"
3,machine_phrase,довольно/действительно/различные перегруз,довольно,dialogue,patch_text01,message/d09.mbe/000_Sheet1.csv,362,f_d0904_0210_0020,char_VENUSMON,"Ситуация здесь довольно мрачная. Как вы можете видеть,
Нептунемон и остальные участвуют в битве.","Ситуация здесь довольно мрачная. Как вы можете видеть,
Нептунемон и остальные участвуют в битве."
3,machine_phrase,довольно/действительно/различные перегруз,довольно,dialogue,patch_text01,message/d09.mbe/000_Sheet1.csv,406,f_d0904_0250_0080,char_WARUSEADRAMON,"Впереди еще больше раненых, которым нужна ваша помощь, но
сначала вам нужно преодолеть довольно быстрое течение.","Впереди еще больше раненых, которым нужна ваша помощь, но
сначала вам нужно преодолеть довольно быстрое течение."
3,machine_phrase,довольно/действительно/различные перегруз,действительно,dialogue,patch_text01,message/d09.mbe/000_Sheet1.csv,466,f_d0904_0310_0020,char_VENUSMON,Это действительно был самый грозный противник...,Это действительно был самый грозный противник...
3,machine_phrase,довольно/действительно/различные перегруз,Действительно,dialogue,patch_text01,message/d09.mbe/000_Sheet1.csv,478,f_d0904_0310_0140,char_VENUSMON,"Действительно, это именно то видение, которое мы оба надеялись
увидеть...","Действительно, это именно то видение, которое мы оба надеялись
увидеть..."
3,machine_phrase,довольно/действительно/различные перегруз,действительно,dialogue,patch_text01,message/d09.mbe/000_Sheet1.csv,494,f_d0904_0440_0010,char_INORI,"Извините, но это действительно много значит для меня. Я хочу
быть настолько полезной, насколько могу!","Извините, но это действительно много значит для меня. Я хочу
быть настолько полезной, насколько могу!"
3,machine_phrase,довольно/действительно/различные перегруз,действительно,dialogue,patch_text01,message/d09.mbe/000_Sheet1.csv,524,f_d0904_0610_0070,char_AEGIOMON,"Вау. Неужели ...? Люди и Дигимон работают как одно целое... Мы
действительно должны победить Хрономона... ради общего блага!","Вау. Неужели...? Люди и Дигимон работают как одно целое... Мы
действительно должны победить Хрономона... ради общего блага!"
3,machine_phrase,довольно/действительно/различные перегруз,довольно,dialogue,patch_text01,message/d09.mbe/000_Sheet1.csv,542,f_d0905_0010_0170,char_VULCANUSMON,Однако! Есть одна довольно существенная проблема...,Однако! Есть одна довольно существенная проблема...
3,machine_phrase,довольно/действительно/различные перегруз,Довольно,dialogue,patch_text01,message/d09.mbe/000_Sheet1.csv,562,f_d0905_0040_0020,char_VULCANUSMON,"Ну? Как тебе мой голос? Довольно аутентично, ты не находишь?
Хахаха!","Ну? Как тебе мой голос? Довольно аутентично, ты не находишь?
Хахаха!"
3,machine_phrase,довольно/действительно/различные перегруз,Действительно,dialogue,patch_text01,message/d09.mbe/000_Sheet1.csv,576,f_d0905_0080_0060,char_VULCANUSMON,"Действительно! Давайте активируем мост. Мы немного отстаем от
графика, так что поторопись, Кокувамон!","Действительно! Давайте активируем мост. Мы немного отстаем от
графика, так что поторопись, Кокувамон!"
3,machine_phrase,является/являются,являются,dialogue,patch_text01,message/d09.mbe/000_Sheet1.csv,583,f_d0905_0080_0130,char_JUNOMON,"Они тоже являются проявлением Хроник Акаши — убийцами,
созданными для уничтожения незваных гостей вроде нас!","Они тоже являются проявлением Хроник Акаши — убийцами,
созданными для уничтожения незваных гостей вроде нас!"
3,machine_phrase,довольно/действительно/различные перегруз,довольно,dialogue,patch_text01,message/d09.mbe/000_Sheet1.csv,585,f_d0905_0080_0150,char_VULCANUSMON,"В таком случае, давайте драться! Это тоже выглядит захватывающе!
Хахаха! Это довольно агрессивно для подделки!","В таком случае, давайте драться! Это тоже выглядит захватывающе!
Хахаха! Это довольно агрессивно для подделки!"
3,machine_phrase,довольно/действительно/различные перегруз,довольно,dialogue,patch_text01,message/d09.mbe/000_Sheet1.csv,594,f_d0905_0120_0020,char_KOKUWAMON_A,"Это довольно необычное место. Даже если вы упадете, вы просто
вернетесь туда, откуда начали. Просто продолжайте пытаться двигаться вперед.","Это довольно необычное место. Даже если вы упадете, вы просто
вернетесь туда, откуда начали. Просто продолжайте пытаться двигаться вперед."
3,machine_phrase,довольно/действительно/различные перегруз,действительно,dialogue,patch_text01,message/d09.mbe/000_Sheet1.csv,598,f_d0905_0130_0030,char_KOKUWAMON_UN,"Мне действительно жаль лорда Вулканусмона... Пожалуйста, просто
сделай, что можешь, хорошо?","Мне действительно жаль лорда Вулканусмона... Пожалуйста, просто
сделай, что можешь, хорошо?"
3,machine_phrase,довольно/действительно/различные перегруз,действительно,dialogue,patch_text01,message/d09.mbe/000_Sheet1.csv,643,f_d0906_0020_0120,char_MINERVAMON,"Эти двое составляют отличную пару... Я действительно горжусь ими
обоими!","Эти двое составляют отличную пару... Я действительно горжусь ими
обоими!"
3,machine_phrase,довольно/действительно/различные перегруз,действительно,dialogue,patch_text01,message/d09.mbe/000_Sheet1.csv,659,f_d0906_0050_0100,char_APOLLOMON,"Ситуация действительно начинает накаляться, но не в хорошем
смысле.","Ситуация действительно начинает накаляться, но не в хорошем
смысле."
3,machine_phrase,довольно/действительно/различные перегруз,действительно,dialogue,patch_text01,message/d09.mbe/000_Sheet1.csv,710,f_d0907_0010_0020,char_BACCHUSMON,Так это действительно ты ... Ты Сирена—,Так это действительно ты... Ты Сирена—
3,machine_phrase,присутствие/наличие,присутствие,dialogue,patch_text01,message/d09.mbe/000_Sheet1.csv,712,f_d0907_0010_0040,char_CERESMON_MEDIUM,"Даже во сне я чувствовал твое присутствие всегда рядом. Простыми
словами невозможно выразить мою благодарность... но, боюсь, сейчас не время.","Даже во сне я чувствовал твое присутствие всегда рядом. Простыми
словами невозможно выразить мою благодарность... но, боюсь, сейчас не время."
3,machine_phrase,довольно/действительно/различные перегруз,действительно,dialogue,patch_text01,message/d09.mbe/000_Sheet1.csv,732,f_d0907_0070_0010,char_MINERVAMON,"Та встреча с ""похитителем яиц"" действительно помогла этим двоим
вырасти.","Та встреча с ""похитителем яиц"" действительно помогла этим двоим
вырасти."
3,machine_phrase,данный/данные,данные,dialogue,patch_text01,message/d11.mbe/000_Sheet1.csv,12,f_d1101_0070_0040,char_OPERATOR_M,"Подполье Синдзюку - логово враждебных дигимонов, но тот, кого вы
отслеживаете, ведет себя по-другому. Возможно, мы сможем получить какие-то достоверные данные.","Подполье Синдзюку - логово враждебных дигимонов, но тот, кого вы
отслеживаете, ведет себя по-другому. Возможно, мы сможем получить какие-то достоверные данные."
3,machine_phrase,довольно/действительно/различные перегруз,действительно,dialogue,patch_text01,message/d12.mbe/000_Sheet1.csv,42,f_d1204_0170_0040,char_KOKUWAMON_A,"Я действительно не знаю, как это выразить, но ... Прямо сейчас
мы вдвоем едва выносим это место.","Я действительно не знаю, как это выразить, но... Прямо сейчас
мы вдвоем едва выносим это место."
3,machine_phrase,довольно/действительно/различные перегруз,действительно,dialogue,patch_text01,message/d12.mbe/000_Sheet1.csv,94,f_d1204_0520_0010,char_INORI,"Мне кажется, или что-то действительно не так?","Мне кажется, или что-то действительно не так?"
3,machine_phrase,довольно/действительно/различные перегруз,действительно,dialogue,patch_text01,message/d12.mbe/000_Sheet1.csv,128,f_d1204_0610_0010,char_TYUMON,"Привет! У меня для вас действительно хорошая информация! Я даже
дам вам ее бесплатно!","Привет! У меня для вас действительно хорошая информация! Я даже
дам вам ее бесплатно!"
3,machine_phrase,довольно/действительно/различные перегруз,действительно,dialogue,patch_text01,message/d12.mbe/000_Sheet1.csv,189,f_d1205_0020_0040,char_WEREGARURUMON,"Вы единственные, на кого я могу положиться, поэтому, хотя я и
ненавижу создавать вам проблемы, я действительно надеюсь, что вы сможете помочь.","Вы единственные, на кого я могу положиться, поэтому, хотя я и
ненавижу создавать вам проблемы, я действительно надеюсь, что вы сможете помочь."
3,machine_phrase,довольно/действительно/различные перегруз,довольно,dialogue,patch_text01,message/d12.mbe/000_Sheet1.csv,260,f_d1206_0040_0010,char_SIMMONS,"Так, так... Прошло восемь лет. Это довольно долгий срок. Я
полагаю, ты узнал подробности от Асуны?","Так, так... Прошло восемь лет. Это довольно долгий срок. Я
полагаю, ты узнал подробности от Асуны?"
3,machine_phrase,присутствие/наличие,присутствия,dialogue,patch_text01,message/d13.mbe/000_Sheet1.csv,5,f_d1301_0030_0020,char_SIMMONS,"...Дигимон? И нет никаких признаков присутствия какого-либо
персонала.","...Дигимон? И нет никаких признаков присутствия какого-либо
персонала."
3,machine_phrase,относительно/касательно,Относительно,dialogue,patch_text01,message/d13.mbe/000_Sheet1.csv,60,f_d1301_0180_0010,,"Там есть пометка: ""Относительно хранения важных документов"".","Там есть пометка: ""Относительно хранения важных документов""."
3,machine_phrase,довольно/действительно/различные перегруз,довольно,dialogue,patch_text01,message/d13.mbe/000_Sheet1.csv,67,f_d1301_0210_0010,,"""К сожалению, встреча с теми хирургами из Хигаси-Синдзюку пришла
к довольно неутешительному выводу"".","""К сожалению, встреча с теми хирургами из Хигаси-Синдзюку пришла
к довольно неутешительному выводу""."
3,machine_phrase,данный/данные,Данные,dialogue,patch_text01,message/d13.mbe/000_Sheet1.csv,89,f_d1301_0280_0010,,"Здесь был оставлен документ: ""Данные о Вулканусмоне"".","Здесь был оставлен документ: ""Данные о Вулканусмоне""."
3,machine_phrase,присутствие/наличие,присутствие,dialogue,patch_text01,message/d13.mbe/000_Sheet1.csv,124,f_d1301_0440_0020,,"""Человечество интерпретирует стихийные бедствия как гнев Божий,
но в мифологии можно увидеть присутствие Дигимона"".","""Человечество интерпретирует стихийные бедствия как гнев Божий,
но в мифологии можно увидеть присутствие Дигимона""."
3,machine_phrase,является/являются,являются,dialogue,patch_text01,message/d13.mbe/000_Sheet1.csv,125,f_d1301_0440_0030,,"""Таким образом, являются ли Дигимоны нашим проклятием, сеющим
разрушение и хаос? Или, наоборот, они наше спасение во времена бедствий?""","""Таким образом, являются ли Дигимоны нашим проклятием, сеющим
разрушение и хаос? Или, наоборот, они наше спасение во времена бедствий?"""
3,machine_phrase,является/являются,являются,dialogue,patch_text01,message/d13.mbe/000_Sheet1.csv,127,f_d1301_0450_0020,,"""Если дигимоны являются частью иммунной реакции мира на кризис,
тогда почему эти враждебные Дигимоны стали нападать на людей?""","""Если дигимоны являются частью иммунной реакции мира на кризис,
тогда почему эти враждебные Дигимоны стали нападать на людей?"""
3,machine_phrase,довольно/действительно/различные перегруз,Действительно,dialogue,patch_text01,message/d13.mbe/000_Sheet1.csv,128,f_d1301_0450_0030,,"""Разве это не потому, что развитая человеческая раса
воспринимается как аномалия, которую следует уничтожить? Действительно, капитан Куреми был почти убит"".","""Разве это не потому, что развитая человеческая раса
воспринимается как аномалия, которую следует уничтожить? Действительно, капитан Куреми был почти убит""."
3,machine_phrase,данный/данные,данные,dialogue,patch_text01,message/d14.mbe/000_Sheet1.csv,7,f_d1401_0040_0030,char_OPERATOR_M,"Дигивайс также может преобразовывать цифровой эквивалент ДНК в
двоичный код, который затем может быть воспроизведен как данные.","Дигивайс также может преобразовывать цифровой эквивалент ДНК в
двоичный код, который затем может быть воспроизведен как данные."
3,machine_phrase,данный/данные,данных,dialogue,patch_text01,message/d14.mbe/000_Sheet1.csv,47,f_d1407_0050_0020,char_OPERATOR_M,"Эти функции основаны на теориях, данных нам доктором Юки. Его
изобретения внесли большой вклад в развитие общества.","Эти функции основаны на теориях, данных нам доктором Юки. Его
изобретения внесли большой вклад в развитие общества."
3,machine_phrase,довольно/действительно/различные перегруз,довольно,dialogue,patch_text01,message/digimon_chat.mbe/000_Sheet1.csv,32,aigiob_001_2_replay,char_PLAYER_M,"Нет, но это довольно интересно.","Нет, но это довольно интересно."
3,machine_phrase,довольно/действительно/различные перегруз,действительно,dialogue,patch_text01,message/digimon_chat.mbe/000_Sheet1.csv,38,aigiog_001_0_char_AEGIOCHUSMON_GREEN,char_AEGIOCHUSMON_GREEN,"На днях я увидела цветник, полный роз. Это было действительно
красиво.","На днях я увидела цветник, полный роз. Это было действительно
красиво."
3,machine_phrase,довольно/действительно/различные перегруз,действительно,dialogue,patch_text01,message/digimon_chat.mbe/000_Sheet1.csv,40,aigiog_001_1_reaction_char_AEGIOCHUSMON_GREEN,char_AEGIOCHUSMON_GREEN,"Ха-ха. Как те, что есть у меня? Правда. Эти шипы действительно
колючие!","Ха-ха. Как те, что есть у меня? Правда. Эти шипы действительно
колючие!"
3,machine_phrase,довольно/действительно/различные перегруз,действительно,dialogue,patch_text01,message/digimon_chat.mbe/000_Sheet1.csv,22,aigiou_001_1_reaction_char_AEGIOCHUSMON,char_AEGIOCHUSMON,"Ты действительно храбрый, да? Я мог бы научиться у тебя
нескольким вещам.","Ты действительно храбрый, да? Я мог бы научиться у тебя
нескольким вещам."
