#,id,english_name,russian_name
494,char_ALPHAMON_OURYUKEN,Alphamon: Ouryuken,Альфамон: Орюкен
495,char_BACCHUSMON_DRUNK,Bacchusmon DM,Вакхмон: Режим опьянения
496,char_TANKDRAMON,Tankdramon,Танкдрамон
497,char_DARKDRAMON,Darkdramon,Даркдрамон
498,char_CHAOSMON,Chaosmon,Хаосмон
499,char_VALKYRIMON,Valkyrimon,Валькиримон
500,char_KERPYMON_BAD,Cherubimon (Black),Херувимон (Порочный)
501,char_BEELZEMON_BM,Beelzemon BM,Вельзевумон: Бласт-режим
502,char_BEELZEMON_BM_BIG,Beelzemon BM,Вельзевумон: Бласт-режим
503,char_SHINEGREYMON_BM,ShineGreymon BM,Шайн Греймон: Взрывной режим
504,char_MIRAGEGAOGAMON_BM,MirageGaogamon BM,Мираж Гаогамон: Взрывной режим
505,char_RAVEMON_BM,Ravemon BM,Равемон: Взрывной режим
506,char_ROSEMON_BM,Rosemon BM,Роузмон: Взрывной режим
507,char_VULCANUS_LIGHTARM,Right Arm,Правая Рука
508,char_VULCANUS_LEFTARM,Left Arm,Левая Рука
509,char_CHRONOMONROBO_COMPLETE,Giant Slayer,Гигант Слейер
510,char_CHRONOMON_BOSS_EVENT,Chronomon,Хрономон
511,char_CHRONOMON_BOSS,Chronomon,Хрономон
512,char_CHRONOMON_BOSS_WING,Chronomon (Wings),Хрономон (Крылья)
513,char_CHRONOMON_BOSS_ADD_RIGHTWING,Chronomon (R. Muzzle),Хрономон (П. Морда)
514,char_CHRONOMON_BOSS_ADD_LEFTWING,Chronomon (L. Muzzle),Хрономон (Л. Морда)
515,char_CHRONOMON_BOSS_LEFTARM,Chronomon (Left Arm),Хрономон (Левая рука)
516,char_CHRONOMON_BOSS_CORE,Chronomon (Core),Хрономон (Ядро)
517,char_CHRONOMON_BOSS_RIGHTWING,Chronomon (Right Wing),Хрономон (Правое крыло)
518,char_CHRONOMON_BOSS_LEFTWING,Chronomon (Left Wing),Хрономон (Левое крыло)
519,char_CHRONOMON_BOSS_LEFTARM1,Chronomon (Error A),Хрономон (Ошибка A)
520,char_CHRONOMON_BOSS_LEFTARM2,Chronomon (Error B),Хрономон (Ошибка B)
521,char_CHRONOMON_BOSS_LEFTARM3,Chronomon (Error C),Хрономон (Ошибка C)
522,char_CHRONOMON_BOSS_LEFTARM4,Chronomon (Error D),Хрономон (Ошибка D)
523,char_CHRONOMON_BOSS_LEFTARM5,Chronomon (Error E),Хрономон (Ошибка E)
524,char_CHRONOMON_BOSS_LEFTARM6,Chronomon (Error F),Хрономон (Ошибка F)
525,char_BLACKSHADOW,Dark Shadow,Темная Тень
526,char_SHARKMON_BOSS,Sharkmon,Шаркмон
527,char_SHARKMON_BOSS_ADD,Sharkmon (Jasper),Шаркмон (Джаспер)
528,char_SHARKMON,Sharkmon,Шаркмон
529,char_SKULLSEADRAMON,SkullSeadramon,СкулСидрамон
530,char_SKULLSEADRAMON_BOSS,SkullSeadramon,СкулСидрамон
531,char_SKULLSEADRAMON_ADD,SkullSeadramon (Core),СкулСидрамон (Ядро)
532,char_RAREMON_BIG,Raremon,Рэйрмон
533,char_CYCLONEMON_BIG,Cyclonemon,Циклонемон
534,char_GREYMON_BIG_BL,Greymon (Blue),Греймон (Синий)
535,char_GREYMON_BIG_BL_ADD,Greymon (Blue) (Head Shell),Греймон (головной убор)
536,char_SKULLBALUCHIMON_TITAMON,Titamon + SkullBaluchimon,Титамон + СкаллБалучимон
537,char_SKULLBALUCHIMON_TITAMON_BIG,Titamon + SkullBaluchimon,Титамон + СкаллБалучимон
538,char_UNDEADPLUTOMON_BOSS,ZombiePlutomon,ЗомбиПлутомон
539,char_UNDEADPLUTOMON_BOSS_ADD1,ZombiePlutomon (Right Shoulder),ЗомбиПлутомон (Правое плечо)
540,char_UNDEADPLUTOMON_BOSS_ADD2,ZombiePlutomon (Left Shoulder),ЗомбиПлутомон (Левое плечо)
541,char_UNDEADPLUTOMON_BOSS_ADD3,ZombiePlutomon (Right Hip),ЗомбиПлутомон (Правое бедро)
542,char_UNDEADPLUTOMON_BOSS_ADD4,ZombiePlutomon (Left Hip),ЗомбиПлутомон (Левое бедро)
543,char_CHARISMON_ADD,Callismon (Gun),Каллисмон (пистолет)
544,char_DIANAMON_ADD,Dianamon & the Goodnight Sisters,Дианамон
545,char_LOCOMON_EVENT,Locomon (Event),Локомон (событие)
546,char_ULTIMATEBRAKIMON_BIG,UltimateBrachiomon,УльтимаБрачиомон
547,char_ENBARRMON,Enbarrmon,Энбаррмон
548,char_ENBARRMON_BIG,Enbarrmon,Энбаррмон
549,char_ENBARRMON_CRANIAMON,Craniamon + Enbarrmon,Энбаррмон
550,char_ENBARRMON_CRANIAMON_E,Craniamon + Enbarrmon,Энбаррмон
551,char_BLIMPMON_RAMP,Blimpmon (Trap),Блимпмон (Ловушка)
552,char_MASTERBLIMPMON_RAMP,MasterBlimpmon (Trap),МастерБлимпмон (Ловушка)
553,char_PARROTMON_BIG,Parrotmon,Пэрротмон
554,char_PARROTMON_BIG_ADD,Parrotmon (Crested),Пэрротмон (гребень)
555,char_VULCANUSMON_ADD,Vulcanusmon,Вулканусмон
556,char_METALGREYMON_BIG_BL,MetalGreymon (Blue),Металл Греймон (синий)
557,char_WHAMON_BIG,Whamon,Уэмон
558,char_NEPTUNEMON_BIG,Neptunemon,Нептунмон
559,char_MERCURYMON_BIG,Merukimon,Мерукимон
560,char_OMEGAMON_BIG,Omnimon,Омегамон
561,char_APOLLOMON_BIG,Apollomon,Аполломон
562,char_CERESMON_BIG,Ceresmon,Церемон
563,char_PLUTOMON_BIG,Plutomon,Плутомон
564,char_JUPITERMON_BIG,Jupitermon,Юпитермон
565,char_JUPITERMON_WRATHMODE_BIG,Jupitermon WM,Юпитермон: Режим гнева
566,char_KUWAGAMON_BIG,Kuwagamon,Кувагамон
567,char_UKKOMON,Ukkomon,Уккомон
568,char_ORGEMON_BOSS,Ogremon,Оргмон
569,char_FUGAMON_BOSS,Fugamon,Фугамон
570,char_HYOUGAMON_BOSS,Hyogamon,Хиогамон
